transaction_id,timestamp,amount,merchant_category,location,is_international,transaction_frequency_24h,is_fraud
C00042,2025-09-19 12:06,13.84737349975282,electronics,Jakarta,0,3,0
C00043,2025-09-19 12:10,13.85578360183869,groceries,Jakarta,0,1,0
C00044,2025-09-19 12:11,12.988726836394765,retail,Jakarta,0,3,0
C00045,2025-09-19 12:14,13.890413000157368,retail,Jakarta,0,3,0
C00046,2025-09-19 12:17,12.8803402226763,groceries,Jakarta,0,3,0
C00047,2025-09-19 12:19,12.0947052356645,groceries,Jakarta,0,1,0
C00048,2025-09-19 12:20,14.200900161548654,groceries,Jakarta,0,3,0
C00049,2025-09-19 12:25,12.877091797142066,retail,Bandung,0,3,0
C00050,2025-09-19 12:27,12.62307098945201,retail,Jakarta,0,3,0
C00051,2025-09-19 12:29,13.234332209959113,groceries,Bandung,0,2,0
C00052,2025-09-19 12:32,14.687911678321989,travel,Medan,0,2,1
C00053,2025-09-19 12:34,14.09064144276517,retail,Bandung,0,2,0
C00054,2025-09-19 12:35,13.930595735449574,retail,Jakarta,0,1,0
C00055,2025-09-19 12:38,12.90901420418923,groceries,Jakarta,0,3,0
C00056,2025-09-19 12:43,13.815096472242614,groceries,Jakarta,0,2,0
C00057,2025-09-19 12:48,14.057931108260224,groceries,Jakarta,0,1,0
C00058,2025-09-19 12:50,13.319093957158916,retail,Bandung,0,2,0
C00059,2025-09-19 12:55,13.122217366745291,groceries,Jakarta,0,1,0
C00060,2025-09-19 12:57,14.09430449773062,retail,Jakarta,0,2,0
C00061,2025-09-19 13:02,12.699234173710144,travel,Jakarta,0,2,0
C00062,2025-09-19 13:04,14.13656744338926,groceries,Jakarta,0,3,0
C00063,2025-09-19 13:06,13.58825104770057,retail,Bandung,0,3,0
C00064,2025-09-19 13:09,13.932888178117564,groceries,Jakarta,0,2,0
C00065,2025-09-19 13:13,13.388114208667982,retail,Jakarta,0,3,0
C00066,2025-09-19 13:16,13.918382980884903,groceries,Jakarta,0,1,0
C00067,2025-09-19 13:21,14.151020188571799,electronics,Jakarta,0,3,0
C00068,2025-09-19 13:26,13.611874247186616,groceries,Jakarta,0,1,0
C00069,2025-09-19 13:31,14.86381047449203,travel,Surabay,0,1,1
C00070,2025-09-19 13:33,12.449324659721036,groceries,Jakarta,0,3,0
C00071,2025-09-19 13:37,14.15175634037524,retail,Jakarta,0,1,0
C00072,2025-09-19 13:39,14.22010195116137,groceries,Jakarta,0,1,0
C00073,2025-09-19 13:42,13.844100930263831,groceries,Bandung,0,3,0
C00074,2025-09-19 13:43,12.049418835484797,electronics,Jakarta,0,3,0
C00075,2025-09-19 13:48,13.87205155902195,travel,Surabay,0,1,1
C00076,2025-09-19 13:50,13.615579255750218,retail,Jakarta,0,1,0
C00077,2025-09-19 13:53,13.051135868115962,retail,Jakarta,0,2,0
C00078,2025-09-19 13:55,13.377984961004428,groceries,Jakarta,0,2,0
C00079,2025-09-19 13:57,14.167221099624253,groceries,Bandung,0,3,0
C00080,2025-09-19 13:59,13.995979566516548,electronics,Jakarta,0,3,0
C00081,2025-09-19 14:02,13.770426368180775,retail,Jakarta,0,3,0
C00082,2025-09-19 14:06,13.949432874168217,electronics,Jakarta,0,2,0
C00083,2025-09-19 14:11,14.073540828850208,retail,Bandung,0,1,0
C00084,2025-09-19 14:13,13.813376282016819,retail,Jakarta,0,3,0
C00085,2025-09-19 14:14,14.756532535828862,electronics,Bali,0,1,1
C00086,2025-09-19 14:15,12.432801761019434,groceries,Jakarta,0,1,0
C00087,2025-09-19 14:18,12.6643357487291,electronics,Jakarta,0,1,0
C00088,2025-09-19 14:22,13.059949530879587,retail,Bandung,0,2,0
C00089,2025-09-19 14:27,13.987444179837032,retail,Jakarta,0,1,0
C00090,2025-09-19 14:30,12.532184252851607,electronics,Jakarta,0,2,0
C00091,2025-09-19 14:33,12.680942540276593,groceries,Jakarta,0,1,0
C00092,2025-09-19 14:35,14.20187371324656,groceries,Bandung,0,3,0
C00093,2025-09-19 14:37,13.44522338660568,groceries,Jakarta,0,2,0
C00094,2025-09-19 14:41,12.683880120408762,retail,Bandung,0,1,0
C00095,2025-09-19 14:45,14.099068638438768,groceries,Jakarta,0,3,0
C00096,2025-09-19 14:49,14.191004999026228,groceries,Bandung,0,2,0
C00097,2025-09-19 14:53,13.629881938862823,retail,Bandung,0,1,0
C00098,2025-09-19 14:58,12.61871857637423,groceries,Bandung,0,2,0
C00099,2025-09-19 15:01,13.812744736604255,groceries,Jakarta,0,3,0
C00100,2025-09-19 15:06,14.088594849376737,groceries,Bandung,0,3,0
C00101,2025-09-19 15:08,14.189392803468722,groceries,Jakarta,0,2,0
C00102,2025-09-19 15:12,13.738360578980515,groceries,Bandung,0,3,0
C00103,2025-09-19 15:17,14.169483755470765,groceries,Jakarta,0,1,0
C00104,2025-09-19 15:18,14.056753325809654,groceries,Jakarta,0,3,0
C00105,2025-09-19 15:19,12.815411495683628,groceries,Jakarta,0,3,0
C00106,2025-09-19 15:20,13.821438950268703,electronics,Jakarta,0,2,0
C00107,2025-09-19 15:24,13.863094280389726,groceries,Bandung,0,2,0
C00108,2025-09-19 15:25,13.98772369640989,groceries,Jakarta,0,2,0
C00109,2025-09-19 15:29,13.673158664559573,retail,Bandung,0,1,0
C00110,2025-09-19 15:32,13.943548388570973,groceries,Jakarta,0,3,0
C00111,2025-09-19 15:33,13.752404610203284,groceries,Jakarta,0,3,0
C00112,2025-09-19 15:35,13.124866242622412,retail,Jakarta,0,3,0
C00113,2025-09-19 15:36,13.596733708714002,groceries,Jakarta,0,1,0
C00114,2025-09-19 15:38,14.160741468030722,travel,Bandung,0,3,0
C00115,2025-09-19 15:40,14.068338728847415,groceries,Jakarta,0,2,0
C00116,2025-09-19 15:45,13.834256745071034,retail,Jakarta,0,3,0
C00117,2025-09-19 15:46,13.278642077104616,electronics,Bandung,0,3,0
C00118,2025-09-19 15:50,12.954687645012791,electronics,Jakarta,0,3,0
C00119,2025-09-19 15:55,13.190972975451398,groceries,Bandung,0,3,0
C00120,2025-09-19 15:57,13.241313731479385,retail,Bandung,0,1,0
C00121,2025-09-19 16:02,14.185851988594807,groceries,Jakarta,0,1,0
C00122,2025-09-19 16:07,13.675810463676482,retail,Jakarta,0,1,0
C00123,2025-09-19 16:12,13.426418674054052,retail,Bandung,0,2,0
C00124,2025-09-19 16:14,14.10852861867516,groceries,Jakarta,0,3,0
C00125,2025-09-19 16:19,14.873537282493597,travel,Medan,0,1,1
C00126,2025-09-19 16:24,14.018954948629446,retail,Jakarta,0,2,0
C00127,2025-09-19 16:26,13.831332724708405,groceries,Jakarta,0,3,0
C00128,2025-09-19 16:30,13.231693005702757,retail,Bandung,0,1,0
C00129,2025-09-19 16:34,14.185075566906349,groceries,Bandung,0,2,0
C00130,2025-09-19 16:35,13.891968694887497,retail,Bandung,0,2,0
C00131,2025-09-19 16:38,14.211591101809832,groceries,Bandung,0,1,0
C00132,2025-09-19 16:43,11.933193796048073,retail,Bandung,0,2,0
C00133,2025-09-19 16:44,13.178917608762795,groceries,Jakarta,0,3,0
C00134,2025-09-19 16:49,13.303127054667215,retail,Jakarta,0,3,0
C00135,2025-09-19 16:52,13.874061501784142,retail,Jakarta,0,3,0
C00136,2025-09-19 16:54,14.68209830917876,travel,Makassa,0,1,1
C00137,2025-09-19 16:55,12.657227879555453,retail,Jakarta,0,2,0
C00138,2025-09-19 16:59,12.77739676551204,retail,Bandung,0,1,0
C00139,2025-09-19 17:04,13.874832684843513,groceries,Bandung,0,3,0
C00140,2025-09-19 17:07,13.348835781933571,retail,Jakarta,0,2,0
C00141,2025-09-19 17:12,13.904662725159808,groceries,Jakarta,0,2,0
C00142,2025-09-19 17:14,11.927740063397026,retail,Jakarta,0,1,0
C00143,2025-09-19 17:19,13.660664469729962,electronics,Jakarta,0,3,0
C00144,2025-09-19 17:24,12.107522221800897,retail,Jakarta,0,3,0
C00145,2025-09-19 17:25,14.176218159797065,groceries,Jakarta,0,3,0
C00146,2025-09-19 17:27,12.757443105411577,groceries,Bandung,0,1,0
C00147,2025-09-19 17:28,12.874440334725897,retail,Jakarta,0,3,0
C00148,2025-09-19 17:32,12.56903378984493,groceries,Bandung,0,2,0
C00149,2025-09-19 17:34,13.01169993717412,retail,Bandung,0,1,0
C00150,2025-09-19 17:39,14.126310344968708,electronics,Surabay,0,2,1
C00151,2025-09-19 17:44,13.799064052585333,retail,Jakarta,0,2,0
C00152,2025-09-19 17:45,14.126669382195931,groceries,Jakarta,0,2,0
C00153,2025-09-19 17:48,14.104493533874102,retail,Jakarta,0,1,0
C00154,2025-09-19 17:51,12.484715234681179,groceries,Bandung,0,2,0
C00155,2025-09-19 17:55,13.497241434804641,groceries,Jakarta,0,3,0
C00156,2025-09-19 17:58,14.09637947348281,retail,Bandung,0,3,0
C00157,2025-09-19 17:59,12.830381406960502,retail,Jakarta,0,3,0
C00158,2025-09-19 18:03,13.866216980176032,groceries,Jakarta,0,2,0
C00159,2025-09-19 18:06,13.495533917808215,retail,Jakarta,0,3,0
C00160,2025-09-19 18:08,12.842673283842093,groceries,Jakarta,0,1,0
C00161,2025-09-19 18:11,12.360264753070721,groceries,Jakarta,0,3,0
C00162,2025-09-19 18:16,13.201442544098237,groceries,Jakarta,0,2,0
C00163,2025-09-19 18:21,11.926662929262386,groceries,Jakarta,0,2,0
C00164,2025-09-19 18:23,14.340237903466603,travel,Medan,0,2,1
C00165,2025-09-19 18:27,13.699583299288108,retail,Jakarta,0,3,0
C00166,2025-09-19 18:31,14.01070967524308,retail,Bandung,0,1,0
C00167,2025-09-19 18:32,13.63191098485526,groceries,Jakarta,0,2,0
C00168,2025-09-19 18:35,13.936741863719998,groceries,Jakarta,0,3,0
C00169,2025-09-19 18:38,12.429184196332372,groceries,Bandung,0,2,0
C00170,2025-09-19 18:41,13.237392402029048,groceries,Jakarta,0,1,0
C00171,2025-09-19 18:45,13.854013706036993,retail,Jakarta,0,2,0
C00172,2025-09-19 18:50,12.316504281295803,retail,Jakarta,0,3,0
C00173,2025-09-19 18:54,13.75183886102603,retail,Bandung,0,3,0
C00174,2025-09-19 18:55,12.842122880949166,groceries,Bandung,0,1,0
C00175,2025-09-19 18:58,13.481778962353259,groceries,Jakarta,0,2,0
C00176,2025-09-19 19:03,14.594107647056253,electronics,Surabay,0,2,1
C00177,2025-09-19 19:08,14.208691861452458,retail,Jakarta,0,1,0
C00178,2025-09-19 19:13,12.513572051052357,groceries,Jakarta,0,1,0
C00179,2025-09-19 19:16,13.70240904685126,groceries,Bandung,0,1,0
C00180,2025-09-19 19:21,13.681097634048047,electronics,Bandung,0,2,0
C00181,2025-09-19 19:22,12.370662928293813,groceries,Jakarta,0,2,0
C00182,2025-09-19 19:25,13.792707533976351,travel,Jakarta,0,1,0
C00183,2025-09-19 19:30,12.437073249209153,retail,Jakarta,0,1,0
C00184,2025-09-19 19:33,13.891052073532032,groceries,Jakarta,0,2,0
C00185,2025-09-19 19:38,12.972277425366771,groceries,Jakarta,0,3,0
C00186,2025-09-19 19:39,12.67367025763665,electronics,Jakarta,0,1,0
C00187,2025-09-19 19:41,12.416033688127547,groceries,Jakarta,0,2,0
C00188,2025-09-19 19:44,13.55492860423695,groceries,Jakarta,0,3,0
C00189,2025-09-19 19:48,13.057647773921937,groceries,Bandung,0,2,0
C00190,2025-09-19 19:50,13.561374151646204,groceries,Jakarta,0,2,0
C00191,2025-09-19 19:53,14.122399492043813,retail,Jakarta,0,1,0
C00192,2025-09-19 19:56,14.060518922532326,groceries,Jakarta,0,3,0
C00193,2025-09-19 19:59,13.966631223359284,retail,Jakarta,0,3,0
C00194,2025-09-19 20:02,13.570591634772224,retail,Bandung,0,3,0
C00195,2025-09-19 20:07,12.616611526920531,groceries,Jakarta,0,3,0
C00196,2025-09-19 20:10,13.45765634753549,retail,Jakarta,0,2,0
C00197,2025-09-19 20:15,12.097685331514153,groceries,Bandung,0,2,0
C00198,2025-09-19 20:17,12.66562181687205,retail,Bandung,0,3,0
C00199,2025-09-19 20:18,13.230875122718455,groceries,Jakarta,0,1,0
C00200,2025-09-19 20:22,13.899416869222984,retail,Jakarta,0,1,0
C00201,2025-09-19 20:26,14.009698101319955,retail,Jakarta,0,1,0
C00202,2025-09-19 20:27,13.802137536382174,retail,Bandung,0,2,0
C00203,2025-09-19 20:28,13.118471815088622,groceries,Jakarta,0,1,0
C00204,2025-09-19 20:29,13.926947276058076,groceries,Bandung,0,2,0
C00205,2025-09-19 20:32,13.933718392269823,travel,Bali,0,2,1
C00206,2025-09-19 20:34,13.850861292400523,electronics,Jakarta,0,3,0
C00207,2025-09-19 20:39,13.979484827940169,retail,Jakarta,0,2,0
C00208,2025-09-19 20:44,14.10191731755019,groceries,Bandung,0,1,0
C00209,2025-09-19 20:46,13.92531070386314,groceries,Jakarta,0,3,0
C00210,2025-09-19 20:49,14.104005799704273,travel,Jakarta,0,2,0
C00211,2025-09-19 20:51,13.217249831085782,groceries,Jakarta,0,1,0
C00212,2025-09-19 20:52,13.245240969298761,retail,Bandung,0,2,0
C00213,2025-09-19 20:57,12.862405415467308,groceries,Jakarta,0,1,0
C00214,2025-09-19 21:01,12.889818269632734,retail,Jakarta,0,2,0
C00215,2025-09-19 21:04,13.706013721737378,groceries,Jakarta,0,3,0
C00216,2025-09-19 21:05,14.15251479590483,groceries,Jakarta,0,1,0
C00217,2025-09-19 21:06,13.015274702672773,groceries,Jakarta,0,3,0
C00218,2025-09-19 21:10,13.922213771799322,electronics,Bandung,0,2,0
C00219,2025-09-19 21:13,12.448991372783386,retail,Jakarta,0,3,0
C00220,2025-09-19 21:14,14.194508479857268,retail,Jakarta,0,3,0
C00221,2025-09-19 21:17,13.664585337412676,travel,Bandung,0,3,0
C00222,2025-09-19 21:19,13.618145614699694,groceries,Jakarta,0,1,0
C00223,2025-09-19 21:23,13.362557537388737,electronics,Jakarta,0,3,0
C00224,2025-09-19 21:26,14.186404234905169,groceries,Jakarta,0,2,0
C00225,2025-09-19 21:28,13.48207351049272,groceries,Jakarta,0,3,0
C00226,2025-09-19 21:29,12.662455810966602,groceries,Jakarta,0,3,0
C00227,2025-09-19 21:30,14.480319990492465,travel,Semaran,0,2,1
C00228,2025-09-19 21:33,13.761046980377433,retail,Jakarta,0,3,0
C00229,2025-09-19 21:37,13.961451630998754,groceries,Jakarta,0,2,0
C00230,2025-09-19 21:39,13.617782528610189,travel,Jakarta,0,1,0
C00231,2025-09-19 21:41,13.176832623115107,retail,Bandung,0,3,0
C00232,2025-09-19 21:42,11.941918279787018,retail,Jakarta,0,2,0
C00233,2025-09-19 21:43,14.208770147527362,retail,Jakarta,0,1,0
C00234,2025-09-19 21:47,12.924921685317289,groceries,Bandung,0,1,0
C00235,2025-09-19 21:52,13.343641189308697,groceries,Jakarta,0,3,0
C00236,2025-09-19 21:56,12.78601753279531,retail,Bandung,0,3,0
C00237,2025-09-19 22:01,13.055787582432982,groceries,Bandung,0,3,0
C00238,2025-09-19 22:05,12.354893432393679,retail,Jakarta,0,2,0
C00239,2025-09-19 22:10,14.86709308204995,travel,Bali,0,1,1
C00240,2025-09-19 22:12,14.17318640083651,retail,Bandung,0,2,0
C00241,2025-09-19 22:16,13.021468431786028,retail,Jakarta,0,1,0
C00242,2025-09-19 22:18,14.189310233108406,groceries,Bandung,0,1,0
C00243,2025-09-19 22:20,13.821351466597276,groceries,Jakarta,0,1,0
C00244,2025-09-19 22:22,14.118472545651246,groceries,Bandung,0,2,0
C00245,2025-09-19 22:27,13.8030512622895,groceries,Jakarta,0,1,0
C00246,2025-09-19 22:31,14.21091859618953,groceries,Bandung,0,1,0
C00247,2025-09-19 22:32,13.704207978717456,groceries,Bandung,0,1,0
C00248,2025-09-19 22:35,14.055626853878074,groceries,Bandung,0,3,0
C00249,2025-09-19 22:39,12.20621763501869,groceries,Jakarta,0,2,0
C00250,2025-09-19 22:43,14.157996816902848,electronics,Jakarta,0,2,0
C00251,2025-09-19 22:48,12.070350283054578,groceries,Bandung,0,2,0
C00252,2025-09-19 22:52,12.940368967092128,groceries,Bandung,0,2,0
C00253,2025-09-19 22:57,13.952622906306768,retail,Bandung,0,2,0
C00254,2025-09-19 23:01,13.115930732233789,groceries,Jakarta,0,3,0
C00255,2025-09-19 23:04,12.238980203357611,retail,Bandung,0,3,0
C00256,2025-09-19 23:05,14.08842664790294,retail,Jakarta,0,1,0
C00257,2025-09-19 23:10,13.643556670668174,retail,Bandung,0,3,0
C00258,2025-09-19 23:13,13.588957450714654,groceries,Jakarta,0,1,0
C00259,2025-09-19 23:14,14.900204095337843,travel,Surabay,0,1,1
C00260,2025-09-19 23:17,13.926974112137934,travel,Jakarta,0,2,0
C00261,2025-09-19 23:18,13.261159636265914,electronics,Jakarta,0,2,0
C00262,2025-09-19 23:20,13.719636018939239,retail,Bandung,0,3,0
C00263,2025-09-19 23:24,12.694686402110873,groceries,Jakarta,0,3,0
C00264,2025-09-19 23:28,13.240347281774131,groceries,Jakarta,0,1,0
C00265,2025-09-19 23:33,12.143308549169392,retail,Bandung,0,2,0
C00266,2025-09-19 23:35,13.189139393482092,groceries,Jakarta,0,3,0
C00267,2025-09-19 23:36,13.406489133653333,travel,Jakarta,0,3,0
C00268,2025-09-19 23:38,13.963967631361028,travel,Bandung,0,2,0
C00269,2025-09-19 23:40,14.046625453525797,groceries,Bandung,0,2,0
C00270,2025-09-19 23:42,14.363533117657942,electronics,Bali,0,2,1
C00271,2025-09-19 23:47,14.824159480443228,travel,Makassa,0,2,1
C00272,2025-09-19 23:52,13.361649532961007,groceries,Jakarta,0,2,0
C00273,2025-09-19 23:57,14.004462584530192,retail,Semaran,0,2,1
C00274,2025-09-20 00:01,13.798368468297017,retail,Jakarta,0,1,0
C00275,2025-09-20 00:04,12.871100662072,groceries,Jakarta,0,3,0
C00276,2025-09-20 00:06,13.482713957906881,groceries,Bandung,0,1,0
C00277,2025-09-20 00:11,14.126661323590826,groceries,Bandung,0,1,0
C00278,2025-09-20 00:12,13.581498154084956,groceries,Bandung,0,3,0
C00279,2025-09-20 00:15,14.156971046828328,retail,Jakarta,0,2,0
C00280,2025-09-20 00:16,13.878653418119994,electronics,Jakarta,0,2,0
C00281,2025-09-20 00:18,14.179004400281771,electronics,Bali,0,1,1
C00282,2025-09-20 00:23,13.55187568661764,retail,Jakarta,0,2,0
C00283,2025-09-20 00:26,13.376093552085498,groceries,Jakarta,0,2,0
C00284,2025-09-20 00:27,14.174875879589223,retail,Jakarta,0,3,0
C00285,2025-09-20 00:29,13.31061067559481,groceries,Bandung,0,2,0
C00286,2025-09-20 00:30,13.598611220903614,groceries,Bandung,0,1,0
C00287,2025-09-20 00:34,14.816849908544295,travel,Makassa,0,2,1
C00288,2025-09-20 00:37,14.186012171424517,retail,Bandung,0,2,0
C00289,2025-09-20 00:39,13.696054498583841,groceries,Jakarta,0,2,0
C00290,2025-09-20 00:43,14.073542373992705,groceries,Jakarta,0,2,0
C00291,2025-09-20 00:46,12.637786877813044,retail,Jakarta,0,1,0
C00292,2025-09-20 00:50,14.48148179501847,electronics,Medan,0,2,1
C00293,2025-09-20 00:54,12.971805568811705,groceries,Jakarta,0,1,0
C00294,2025-09-20 00:55,13.981382559627155,groceries,Jakarta,0,3,0
C00295,2025-09-20 01:00,13.677366256502271,retail,Jakarta,0,2,0
C00296,2025-09-20 01:01,13.781032978347383,groceries,Bandung,0,3,0
C00297,2025-09-20 01:02,12.524824514019528,groceries,Jakarta,0,2,0
C00298,2025-09-20 01:03,13.675215773654063,groceries,Jakarta,0,1,0
C00299,2025-09-20 01:07,12.493755967981173,retail,Jakarta,0,2,0
C00300,2025-09-20 01:08,13.704282864028402,travel,Jakarta,0,3,0
C00301,2025-09-20 01:13,13.456908043168205,retail,Bandung,0,2,0
C00302,2025-09-20 01:17,12.952675281322337,retail,Jakarta,0,1,0
C00303,2025-09-20 01:21,13.608479008428914,retail,Bandung,0,1,0
C00304,2025-09-20 01:23,12.993242814182164,groceries,Jakarta,0,3,0
C00305,2025-09-20 01:25,12.47510310301686,travel,Jakarta,0,1,0
C00306,2025-09-20 01:27,12.18647689683314,groceries,Jakarta,0,3,0
C00307,2025-09-20 01:31,13.322650908559321,retail,Jakarta,0,3,0
C00308,2025-09-20 01:33,13.960914813380665,groceries,Bandung,0,1,0
C00309,2025-09-20 01:38,13.74094863663737,retail,Jakarta,0,2,0
C00310,2025-09-20 01:40,12.671584953877055,travel,Jakarta,0,2,0
C00311,2025-09-20 01:41,13.52670385335075,retail,Jakarta,0,3,0
C00312,2025-09-20 01:43,13.749266049123511,electronics,Jakarta,0,3,0
C00313,2025-09-20 01:48,13.051395700128511,retail,Jakarta,0,1,0
C00314,2025-09-20 01:50,12.725452576656876,groceries,Bandung,0,1,0
C00315,2025-09-20 01:52,13.093826033296752,groceries,Jakarta,0,3,0
C00316,2025-09-20 01:56,12.387723143881434,retail,Jakarta,0,2,0
C00317,2025-09-20 02:01,13.07536820127952,groceries,Jakarta,0,1,0
C00318,2025-09-20 02:03,13.676654155464098,groceries,Jakarta,0,2,0
C00319,2025-09-20 02:06,14.024219225834138,groceries,Jakarta,0,1,0
C00320,2025-09-20 02:10,14.099696526159347,electronics,Jakarta,0,1,0
C00321,2025-09-20 02:11,13.872465395528423,retail,Jakarta,0,3,0
C00322,2025-09-20 02:13,13.354458741416359,groceries,Jakarta,0,1,0
C00323,2025-09-20 02:17,14.159649047914218,retail,Bandung,0,3,0
C00324,2025-09-20 02:19,14.145503276344769,retail,Jakarta,0,1,0
C00325,2025-09-20 02:22,13.358396302686783,electronics,Jakarta,0,1,0
C00326,2025-09-20 02:25,12.00710327976333,groceries,Jakarta,0,3,0
C00327,2025-09-20 02:29,13.508477116384029,retail,Jakarta,0,1,0
C00328,2025-09-20 02:32,13.565442780862204,groceries,Jakarta,0,2,0
C00329,2025-09-20 02:34,13.877363601432373,retail,Jakarta,0,2,0
C00330,2025-09-20 02:36,12.760336997181456,electronics,Jakarta,0,2,0
C00331,2025-09-20 02:37,13.693737196536915,groceries,Bandung,0,2,0
C00332,2025-09-20 02:38,13.264390578230099,groceries,Jakarta,0,1,0
C00333,2025-09-20 02:39,13.615586583636489,groceries,Bandung,0,1,0
C00334,2025-09-20 02:44,12.111970735473873,groceries,Jakarta,0,1,0
C00335,2025-09-20 02:47,13.668499000517752,groceries,Jakarta,0,1,0
C00336,2025-09-20 02:52,12.194607167420896,retail,Jakarta,0,2,0
C00337,2025-09-20 02:53,14.079285365609367,groceries,Jakarta,0,2,0
C00338,2025-09-20 02:58,13.921939602541688,retail,Jakarta,0,1,0
C00339,2025-09-20 03:02,14.146884821977158,retail,Jakarta,0,1,0
C00340,2025-09-20 03:05,13.848587436357066,retail,Bandung,0,3,0
C00341,2025-09-20 03:08,14.201772459088003,groceries,Jakarta,0,1,0
C00342,2025-09-20 03:13,12.97445020382525,retail,Jakarta,0,2,0
C00343,2025-09-20 03:15,11.97119173006952,retail,Jakarta,0,3,0
C00344,2025-09-20 03:17,14.127801337047396,groceries,Jakarta,0,3,0
C00345,2025-09-20 03:21,13.855261899540158,groceries,Jakarta,0,3,0
C00346,2025-09-20 03:22,13.891331134202652,retail,Bandung,0,2,0
C00347,2025-09-20 03:26,13.202523001319818,groceries,Jakarta,0,2,0
C00348,2025-09-20 03:30,13.31105460470596,groceries,Jakarta,0,3,0
C00349,2025-09-20 03:33,13.880006265685363,groceries,Jakarta,0,3,0
C00350,2025-09-20 03:36,13.459309787301908,electronics,Jakarta,0,1,0
C00351,2025-09-20 03:40,12.440057220022258,retail,Bandung,0,3,0
C00352,2025-09-20 03:45,13.208451161346511,retail,Jakarta,0,3,0
C00353,2025-09-20 03:48,13.413313603619079,groceries,Jakarta,0,3,0
C00354,2025-09-20 03:53,14.055556849689594,retail,Bandung,0,1,0
C00355,2025-09-20 03:54,13.328241942884958,groceries,Bandung,0,2,0
C00356,2025-09-20 03:55,13.613205861582776,travel,Jakarta,0,1,0
C00357,2025-09-20 03:58,13.771806288677984,retail,Jakarta,0,1,0
C00358,2025-09-20 04:03,12.714894262615466,retail,Jakarta,0,2,0
C00359,2025-09-20 04:05,13.74914743992838,electronics,Jakarta,0,1,0
C00360,2025-09-20 04:09,12.953504392160355,electronics,Jakarta,0,1,0
C00361,2025-09-20 04:13,14.104778122858384,groceries,Jakarta,0,1,0
C00362,2025-09-20 04:17,13.218367861578129,groceries,Jakarta,0,2,0
C00363,2025-09-20 04:21,13.237518964338426,retail,Jakarta,0,1,0
C00364,2025-09-20 04:23,13.450597487941405,groceries,Bandung,0,3,0
