transaction_id,timestamp,amount,merchant_category,location,is_international,is_fraud
I00104,2025-09-20 08:04,12.851370594105124,retail,Medan,0,0
I00105,2025-09-20 08:14,13.12059180910346,travel,Medan,0,0
I00106,2025-09-20 08:29,12.603404770408149,retail,Medan,0,0
I00107,2025-09-20 08:36,13.074726547888721,retail,Medan,0,0
I00108,2025-09-20 08:46,13.680969512955135,groceries,Medan,0,0
I00109,2025-09-20 09:03,14.344416149629806,retail,Medan,0,0
I00110,2025-09-20 09:17,14.329985514806838,travel,Medan,0,0
I00111,2025-09-20 09:27,14.158181400613861,groceries,Medan,0,0
I00112,2025-09-20 09:38,13.883483175836128,electronics,Jakarta,0,0
I00113,2025-09-20 09:49,13.090185167508015,travel,Medan,0,0
I00114,2025-09-20 10:00,13.515842270319151,retail,Medan,0,0
I00115,2025-09-20 10:08,14.162189103988768,retail,Medan,0,0
I00116,2025-09-20 10:24,14.315901529612486,groceries,Medan,0,0
I00117,2025-09-20 10:31,14.368321531290556,retail,Medan,0,0
I00118,2025-09-20 10:47,13.581361669473385,groceries,Jakarta,0,0
I00119,2025-09-20 11:00,13.767306172193171,retail,Medan,0,0
I00120,2025-09-20 11:11,13.805553147086043,groceries,Medan,0,0
I00121,2025-09-20 11:27,12.400038641918844,retail,Medan,0,0
I00122,2025-09-20 11:45,12.74322077240524,retail,Medan,0,0
I00123,2025-09-20 11:56,12.322138652380366,electronics,Medan,0,0
I00124,2025-09-20 12:09,14.127918413187997,travel,Medan,0,0
I00125,2025-09-20 12:20,13.161920572402783,retail,Medan,0,0
I00126,2025-09-20 12:32,14.08209666712132,retail,Medan,0,0
I00127,2025-09-20 12:42,13.553114092978351,groceries,Medan,0,0
I00128,2025-09-20 12:54,14.194291454898888,retail,Jakarta,0,0
I00129,2025-09-20 13:00,12.738537444399645,groceries,Medan,0,0
I00130,2025-09-20 13:16,13.439457639408792,groceries,Medan,0,0
I00131,2025-09-20 13:23,13.097970269957814,retail,Jakarta,0,0
I00132,2025-09-20 13:41,13.675659811646161,retail,Jakarta,0,0
I00133,2025-09-20 13:52,13.889943405911568,retail,Jakarta,0,0
I00134,2025-09-20 14:06,12.966326920616858,retail,Medan,0,0
I00135,2025-09-20 14:12,14.039090813909134,groceries,Jakarta,0,0
I00136,2025-09-20 14:22,18.512270757967467,electronics,Medan,0,1
I00137,2025-09-20 14:40,12.307830178233242,electronics,Jakarta,0,0
I00138,2025-09-20 14:52,12.584604967064186,groceries,Medan,0,0
I00139,2025-09-20 15:03,14.358505554049128,retail,Medan,0,0
I00140,2025-09-20 15:12,14.01507591549274,groceries,Medan,0,0
I00141,2025-09-20 15:26,14.326783281766147,retail,Medan,0,0
I00142,2025-09-20 15:40,14.088339111056532,retail,Medan,0,0
I00143,2025-09-20 15:52,14.10338061274627,groceries,Jakarta,0,0
I00144,2025-09-20 16:10,12.924561008801218,retail,Medan,0,0
I00145,2025-09-20 16:23,13.810016493191984,retail,Medan,0,0
I00146,2025-09-20 16:40,13.531533613042315,retail,Medan,0,0
I00147,2025-09-20 16:52,14.237822294719388,retail,Medan,0,0
I00148,2025-09-20 17:04,12.306637178828336,groceries,Medan,0,0
I00149,2025-09-20 17:17,12.100584343930294,electronics,Medan,0,0
I00150,2025-09-20 17:27,17.919196272128403,electronics,Medan,0,1
I00151,2025-09-20 17:43,14.37583009820794,electronics,Medan,0,0
I00152,2025-09-20 17:54,14.398646424650966,groceries,Jakarta,0,0
I00153,2025-09-20 18:03,13.937151918480895,retail,Medan,0,0
I00154,2025-09-20 18:13,13.663886184336569,travel,Medan,0,0
I00155,2025-09-20 18:23,13.30522478845075,retail,Medan,0,0
I00156,2025-09-20 18:41,14.394096133483943,retail,Medan,0,0
I00157,2025-09-20 18:51,13.022182756232475,electronics,Jakarta,0,0
I00158,2025-09-20 18:59,12.78904775343507,groceries,Medan,0,0
I00159,2025-09-20 19:13,13.804208934526384,electronics,Medan,0,0
I00160,2025-09-20 19:29,13.589299807600595,retail,Medan,0,0
I00161,2025-09-20 19:40,13.783071040443883,groceries,Medan,0,0
I00162,2025-09-20 19:51,14.309134884040486,retail,Medan,0,0
I00163,2025-09-20 20:04,13.296634281147444,retail,Medan,0,0
I00164,2025-09-20 20:18,14.283354356453877,travel,Medan,0,0
I00165,2025-09-20 20:25,13.121174671172938,retail,Medan,0,0
I00166,2025-09-20 20:42,13.435606465762955,groceries,Medan,0,0
I00167,2025-09-20 20:52,11.96621519189382,travel,Jakarta,0,0
I00168,2025-09-20 21:05,14.054297510738987,travel,Jakarta,0,0
I00169,2025-09-20 21:11,14.264329492798906,retail,Medan,0,0
I00170,2025-09-20 21:25,14.293088554130657,retail,Medan,0,0
I00171,2025-09-20 21:32,12.962922060137101,electronics,Jakarta,0,0
I00172,2025-09-20 21:38,14.162885995217836,groceries,Medan,0,0
I00173,2025-09-20 21:56,12.856325373010419,retail,Medan,0,0
I00174,2025-09-20 22:03,13.986927879082486,retail,Medan,0,0
I00175,2025-09-20 22:18,14.084741958815787,retail,Medan,0,0
I00176,2025-09-20 22:31,12.903585283599758,electronics,Medan,0,0
I00177,2025-09-20 22:40,12.713934882800434,retail,Medan,0,0
I00178,2025-09-20 22:50,12.507861004834353,groceries,Medan,0,0
I00179,2025-09-20 22:57,14.092229757114755,retail,Medan,0,0
I00180,2025-09-20 23:10,13.967482007851045,retail,Medan,0,0
I00181,2025-09-20 23:26,12.756866779702449,groceries,Medan,0,0
I00182,2025-09-20 23:36,13.790659307791627,travel,Jakarta,0,0
I00183,2025-09-20 23:54,14.196054360667192,retail,Medan,0,0
I00184,2025-09-21 00:02,13.204424354693154,retail,Medan,0,0
I00185,2025-09-21 00:20,13.954665359545016,groceries,Medan,0,0
I00186,2025-09-21 00:36,13.358337859133368,retail,Medan,0,0
I00187,2025-09-21 00:42,13.271943054670439,retail,Medan,0,0
I00188,2025-09-21 00:58,13.588539691815678,groceries,Medan,0,0
I00189,2025-09-21 01:04,13.502379386858678,retail,Medan,0,0
I00190,2025-09-21 01:22,13.782584392513716,groceries,Medan,0,0
I00191,2025-09-21 01:36,13.099958246531608,retail,Medan,0,0
I00192,2025-09-21 01:44,13.584748056016828,groceries,Medan,0,0
I00193,2025-09-21 02:01,13.978421610571733,travel,Medan,0,0
I00194,2025-09-21 02:11,13.578562156673506,travel,Jakarta,0,0
I00195,2025-09-21 02:18,14.025010253753235,groceries,Medan,0,0
I00196,2025-09-21 02:27,12.739520447332444,groceries,Medan,0,0
I00197,2025-09-21 02:44,12.840374401812637,retail,Medan,0,0
I00198,2025-09-21 03:02,14.271811355774934,retail,Medan,0,0
I00199,2025-09-21 03:20,13.72340733038724,retail,Medan,0,0
I00200,2025-09-21 03:33,13.959701806896959,groceries,Medan,0,0
I00201,2025-09-21 03:41,14.130805122348175,retail,Jakarta,0,0
I00202,2025-09-21 03:58,12.876639293986635,retail,Jakarta,0,0
I00203,2025-09-21 04:10,14.377542852366087,groceries,Jakarta,0,0
I00204,2025-09-21 04:27,13.652277255715976,groceries,Medan,0,0
I00205,2025-09-21 04:34,18.0907782691081,electronics,Medan,0,1
I00206,2025-09-21 04:43,13.638274448336205,retail,Medan,0,0
I00207,2025-09-21 04:51,13.61607742973313,groceries,Medan,0,0
I00208,2025-09-21 05:02,13.947437539208911,electronics,Medan,0,0
I00209,2025-09-21 05:19,13.049751823519639,groceries,Medan,0,0
I00210,2025-09-21 05:30,13.959294834678019,retail,Medan,0,0
I00211,2025-09-21 05:43,14.387881791072164,travel,Medan,0,0
I00212,2025-09-21 05:55,14.009939358725072,retail,Medan,0,0
I00213,2025-09-21 06:13,12.489780581552482,retail,Medan,0,0
I00214,2025-09-21 06:31,14.079059505033523,retail,Jakarta,0,0
I00215,2025-09-21 06:48,12.231311450393799,retail,Medan,0,0
I00216,2025-09-21 06:56,12.677746753748673,groceries,Medan,0,0
I00217,2025-09-21 07:13,13.336761599559125,groceries,Jakarta,0,0
I00218,2025-09-21 07:29,13.389519220823328,travel,Medan,0,0
I00219,2025-09-21 07:39,11.956700615286477,groceries,Jakarta,0,0
I00220,2025-09-21 07:47,12.093038316895994,retail,Medan,0,0
I00221,2025-09-21 08:05,14.188615684187926,groceries,Jakarta,0,0
I00222,2025-09-21 08:20,13.710326693369396,groceries,Medan,0,0
I00223,2025-09-21 08:29,13.080918272124213,groceries,Medan,0,0
I00224,2025-09-21 08:37,13.663011846219396,retail,Medan,0,0
I00225,2025-09-21 08:50,14.07274321669782,groceries,Medan,0,0
I00226,2025-09-21 09:02,14.124200413573035,groceries,Medan,0,0
I00227,2025-09-21 09:18,17.860511047638017,electronics,Medan,0,1
I00228,2025-09-21 09:32,12.961591156816077,travel,Jakarta,0,0
I00229,2025-09-21 09:48,14.365317250786578,retail,Medan,0,0
I00230,2025-09-21 09:59,13.991114602710697,retail,Medan,0,0
I00231,2025-09-21 10:17,14.387549430271992,groceries,Medan,0,0
I00232,2025-09-21 10:35,13.393986187419017,travel,Medan,0,0
I00233,2025-09-21 10:53,12.717664975301984,groceries,Medan,0,0
I00234,2025-09-21 11:08,13.567258151192648,retail,Medan,0,0
I00235,2025-09-21 11:18,13.44582418851331,electronics,Medan,0,0
I00236,2025-09-21 11:26,14.105807209423526,retail,Medan,0,0
I00237,2025-09-21 11:39,14.101897792475114,retail,Medan,0,0
I00238,2025-09-21 11:49,12.498947462318052,groceries,Medan,0,0
I00239,2025-09-21 11:57,18.420994364768216,electronics,Medan,0,1
I00240,2025-09-21 12:07,13.480865451124362,groceries,Jakarta,0,0
I00241,2025-09-21 12:23,13.96785646731546,electronics,Medan,0,0
I00242,2025-09-21 12:32,13.586957401082522,retail,Medan,0,0
I00243,2025-09-21 12:39,13.85159944900139,retail,Jakarta,0,0
I00244,2025-09-21 12:47,14.101431330237139,retail,Medan,0,0
I00245,2025-09-21 12:55,13.35994933330196,groceries,Medan,0,0
I00246,2025-09-21 13:03,13.078873243229756,groceries,Jakarta,0,0
I00247,2025-09-21 13:14,14.089263569905016,electronics,Medan,0,0
I00248,2025-09-21 13:31,14.353892203045293,groceries,Medan,0,0
I00249,2025-09-21 13:41,13.690637572910394,electronics,Medan,0,0
I00250,2025-09-21 13:59,14.401244005346074,retail,Medan,0,0
I00251,2025-09-21 14:16,13.028213124624477,retail,Medan,0,0
I00252,2025-09-21 14:24,14.221776678509634,retail,Medan,0,0
I00253,2025-09-21 14:37,14.392427247047172,groceries,Medan,0,0
I00254,2025-09-21 14:53,13.376270441897573,retail,Medan,0,0
I00255,2025-09-21 15:08,12.884012275240938,retail,Medan,0,0
I00256,2025-09-21 15:16,14.034951262194062,retail,Medan,0,0
I00257,2025-09-21 15:31,14.27578008922683,retail,Medan,0,0
I00258,2025-09-21 15:43,12.567916706533907,groceries,Medan,0,0
I00259,2025-09-21 15:52,14.003808387876884,travel,Medan,0,0
I00260,2025-09-21 16:00,14.277740928564448,retail,Medan,0,0
I00261,2025-09-21 16:10,12.220093886892428,groceries,Medan,0,0
I00262,2025-09-21 16:19,13.81689859419612,retail,Medan,0,0
I00263,2025-09-21 16:32,12.531863033804527,retail,Jakarta,0,0
I00264,2025-09-21 16:43,12.997083560977572,retail,Medan,0,0
I00265,2025-09-21 16:50,13.766820188815153,groceries,Medan,0,0
I00266,2025-09-21 17:05,13.444791744635847,groceries,Jakarta,0,0
I00267,2025-09-21 17:11,12.579272793051063,groceries,Medan,0,0
I00268,2025-09-21 17:23,14.201606624764267,travel,Medan,0,0
I00269,2025-09-21 17:29,13.091675277746424,retail,Medan,0,0
I00270,2025-09-21 17:45,17.946940895724897,electronics,Medan,0,1
I00271,2025-09-21 17:55,12.998218649023446,groceries,Medan,0,0
I00272,2025-09-21 18:02,13.823010363980073,retail,Medan,0,0
I00273,2025-09-21 18:11,14.11532547883422,retail,Medan,0,0
I00274,2025-09-21 18:24,13.756306052305387,retail,Medan,0,0
I00275,2025-09-21 18:40,13.6390263307629,retail,Medan,0,0
I00276,2025-09-21 18:47,14.143887976916789,retail,Medan,0,0
I00277,2025-09-21 18:57,12.040224651429108,retail,Medan,0,0
I00278,2025-09-21 19:04,14.2297457627694,electronics,Jakarta,0,0
I00279,2025-09-21 19:13,14.06885736401008,travel,Medan,0,0
I00280,2025-09-21 19:23,14.160516280603726,groceries,Medan,0,0
I00281,2025-09-21 19:36,13.646614869498405,groceries,Medan,0,0
I00282,2025-09-21 19:43,13.572555804317119,electronics,Medan,0,0
I00283,2025-09-21 19:56,13.90504682806021,retail,Jakarta,0,0
I00284,2025-09-21 20:12,14.005451347874759,groceries,Medan,0,0
I00285,2025-09-21 20:30,14.332261194125888,groceries,Medan,0,0
I00286,2025-09-21 20:42,14.263168880041453,electronics,Medan,0,0
I00287,2025-09-21 20:54,12.383888232338906,groceries,Jakarta,0,0
I00288,2025-09-21 21:08,12.900234311325914,retail,Medan,0,0
I00289,2025-09-21 21:26,14.353124937340455,groceries,Medan,0,0
I00290,2025-09-21 21:32,13.580327319611618,retail,Medan,0,0
I00291,2025-09-21 21:40,13.917587789539018,retail,Medan,0,0
I00292,2025-09-21 21:48,12.40255184164654,groceries,Jakarta,0,0
I00293,2025-09-21 21:56,12.684301727793136,groceries,Medan,0,0
I00294,2025-09-21 22:08,13.62271190760203,retail,Medan,0,0
I00295,2025-09-21 22:14,14.103382112463198,retail,Medan,0,0
I00296,2025-09-21 22:21,14.16916715126234,groceries,Medan,0,0
I00297,2025-09-21 22:35,14.3017750105011,retail,Medan,0,0
I00298,2025-09-21 22:43,13.071274272694962,travel,Medan,0,0
I00299,2025-09-21 22:53,13.087840253282168,retail,Medan,0,0
I00300,2025-09-21 22:59,13.858679236865635,groceries,Medan,0,0
I00301,2025-09-21 23:14,13.866603782339155,retail,Medan,0,0
I00302,2025-09-21 23:31,12.256608903437904,electronics,Jakarta,0,0
I00303,2025-09-21 23:45,13.696546825559729,electronics,Medan,0,0
I00304,2025-09-21 23:56,14.3047792926162,retail,Medan,0,0
I00305,2025-09-22 00:07,12.94903327604783,groceries,Medan,0,0
I00306,2025-09-22 00:13,14.222978991408903,groceries,Medan,0,0
I00307,2025-09-22 00:22,13.69666733550842,retail,Medan,0,0
I00308,2025-09-22 00:33,13.830671054676428,groceries,Jakarta,0,0
I00309,2025-09-22 00:39,14.005017901706287,travel,Medan,0,0
I00310,2025-09-22 00:56,14.08900419898832,groceries,Medan,0,0
I00311,2025-09-22 01:10,13.999385074957754,electronics,Medan,0,0
I00312,2025-09-22 01:18,12.680634619717665,retail,Medan,0,0
I00313,2025-09-22 01:35,13.365003626870228,electronics,Medan,0,0
I00314,2025-09-22 01:44,14.250272945446719,electronics,Medan,0,0
I00315,2025-09-22 01:58,12.28415342989017,retail,Medan,0,0
I00316,2025-09-22 02:16,14.100826332941173,retail,Medan,0,0
I00317,2025-09-22 02:26,13.82426215081607,groceries,Medan,0,0
I00318,2025-09-22 02:43,12.75980544830739,travel,Medan,0,0
I00319,2025-09-22 03:01,12.773004463080037,retail,Jakarta,0,0
I00320,2025-09-22 03:14,14.38543757343229,retail,Medan,0,0
I00321,2025-09-22 03:28,12.212149146148771,groceries,Medan,0,0
I00322,2025-09-22 03:36,12.139804629678444,retail,Medan,0,0
I00323,2025-09-22 03:52,12.087153965273497,groceries,Medan,0,0
I00324,2025-09-22 04:00,13.986975898714944,groceries,Medan,0,0
I00325,2025-09-22 04:09,14.333441479212306,electronics,Medan,0,0
I00326,2025-09-22 04:26,12.979407138692475,retail,Medan,0,0
I00327,2025-09-22 04:34,14.195992161177003,electronics,Medan,0,0
I00328,2025-09-22 04:48,14.105771302780793,groceries,Medan,0,0
I00329,2025-09-22 04:58,13.178991317234482,electronics,Medan,0,0
I00330,2025-09-22 05:08,12.491894238362555,retail,Medan,0,0
I00331,2025-09-22 05:25,13.769523162366905,groceries,Medan,0,0
I00332,2025-09-22 05:31,12.556084943253037,travel,Jakarta,0,0
I00333,2025-09-22 05:46,12.72899777416799,groceries,Jakarta,0,0
I00334,2025-09-22 05:53,13.73145698417697,retail,Medan,0,0
I00335,2025-09-22 06:09,14.218197811404222,retail,Jakarta,0,0
I00336,2025-09-22 06:24,14.397790980186493,retail,Medan,0,0
I00337,2025-09-22 06:38,13.986045423827521,retail,Medan,0,0
I00338,2025-09-22 06:52,13.31505102019746,groceries,Medan,0,0
I00339,2025-09-22 06:58,13.446890265876673,electronics,Jakarta,0,0
I00340,2025-09-22 07:08,13.964509705691915,groceries,Medan,0,0
I00341,2025-09-22 07:23,12.984943290743255,retail,Medan,0,0
I00342,2025-09-22 07:36,13.82118343671739,retail,Medan,0,0
I00343,2025-09-22 07:44,14.165259270847237,retail,Medan,0,0
I00344,2025-09-22 07:59,14.246966947222756,retail,Medan,0,0
I00345,2025-09-22 08:08,12.41944864928533,travel,Medan,0,0
I00346,2025-09-22 08:22,13.347381969729922,retail,Medan,0,0
I00347,2025-09-22 08:36,13.254149247490389,retail,Medan,0,0
I00348,2025-09-22 08:45,13.879103945103386,groceries,Jakarta,0,0
I00349,2025-09-22 08:51,13.029739187098345,retail,Medan,0,0
I00350,2025-09-22 09:09,14.356979250311486,retail,Jakarta,0,0
I00351,2025-09-22 09:24,14.324255218026419,groceries,Medan,0,0
I00352,2025-09-22 09:30,13.45707263231471,retail,Medan,0,0
I00353,2025-09-22 09:38,13.619142813736914,groceries,Medan,0,0
I00354,2025-09-22 09:51,13.682002022221388,retail,Medan,0,0
I00355,2025-09-22 10:08,12.302936163734046,groceries,Medan,0,0
I00356,2025-09-22 10:16,14.295799857870103,retail,Medan,0,0
I00357,2025-09-22 10:28,14.177344869447127,retail,Medan,0,0
I00358,2025-09-22 10:43,13.4568679651879,groceries,Medan,0,0
I00359,2025-09-22 11:00,13.867414915614635,retail,Jakarta,0,0
I00360,2025-09-22 11:13,13.56462575166834,retail,Medan,0,0
I00361,2025-09-22 11:24,13.174029402319226,retail,Medan,0,0
I00362,2025-09-22 11:32,13.38748844273616,retail,Medan,0,0
I00363,2025-09-22 11:45,12.696794536672325,retail,Medan,0,0
I00364,2025-09-22 11:57,14.21141477271198,electronics,Medan,0,0
I00365,2025-09-22 12:14,14.022844188510572,retail,Medan,0,0
I00366,2025-09-22 12:26,14.337358610947875,groceries,Medan,0,0
I00367,2025-09-22 12:42,11.988140491266497,retail,Medan,0,0
I00368,2025-09-22 12:53,13.990567457586108,retail,Medan,0,0
I00369,2025-09-22 13:05,13.887507446204737,groceries,Medan,0,0
I00370,2025-09-22 13:11,13.98016869771933,groceries,Medan,0,0
I00371,2025-09-22 13:23,14.393818552985921,electronics,Medan,0,0
I00372,2025-09-22 13:31,13.584216380356686,retail,Medan,0,0
I00373,2025-09-22 13:41,12.855017123410386,retail,Medan,0,0
I00374,2025-09-22 13:59,12.047071052357824,groceries,Medan,0,0
I00375,2025-09-22 14:13,13.776588840107443,retail,Medan,0,0
I00376,2025-09-22 14:21,12.987683897408216,retail,Medan,0,0
I00377,2025-09-22 14:34,12.855346305396132,retail,Medan,0,0
I00378,2025-09-22 14:45,12.882261848937489,retail,Medan,0,0
I00379,2025-09-22 15:00,13.31629395467153,travel,Jakarta,0,0
I00380,2025-09-22 15:09,12.740241679439185,travel,Medan,0,0
I00381,2025-09-22 15:23,13.766057674244744,groceries,Medan,0,0
I00382,2025-09-22 15:38,14.02185702481007,retail,Jakarta,0,0
I00383,2025-09-22 15:53,13.349312478420067,groceries,Medan,0,0
I00384,2025-09-22 16:06,12.83461730290446,groceries,Medan,0,0
I00385,2025-09-22 16:12,13.905810936918913,groceries,Medan,0,0
I00386,2025-09-22 16:27,12.582098644233321,groceries,Medan,0,0
I00387,2025-09-22 16:45,14.128147403761243,electronics,Medan,0,0
I00388,2025-09-22 16:59,13.56866327995083,retail,Medan,0,0
I00389,2025-09-22 17:12,13.624865658054514,groceries,Jakarta,0,0
I00390,2025-09-22 17:24,13.237276521079657,travel,Jakarta,0,0
I00391,2025-09-22 17:31,13.332089313777194,travel,Medan,0,0
I00392,2025-09-22 17:49,12.875618492837793,electronics,Jakarta,0,0
I00393,2025-09-22 17:59,13.88383440570474,retail,Medan,0,0
I00394,2025-09-22 18:14,12.876746686147111,groceries,Jakarta,0,0
I00395,2025-09-22 18:27,18.503967145159304,electronics,Medan,0,1
I00396,2025-09-22 18:41,13.258187140538704,groceries,Medan,0,0
I00397,2025-09-22 18:48,13.895218748154614,retail,Medan,0,0
I00398,2025-09-22 19:02,13.850687529279764,retail,Medan,0,0
I00399,2025-09-22 19:15,13.99377556474009,electronics,Medan,0,0
I00400,2025-09-22 19:27,14.1525954640081,travel,Medan,0,0
I00401,2025-09-22 19:42,13.887820056690899,retail,Medan,0,0
