transaction_id,timestamp,amount,merchant_category,location,is_international,transaction_frequency_24h,is_fraud
B00080,2025-09-19 15:16,41995578,travel,Jakarta,0,2,0
B00081,2025-09-19 15:22,65963644,B2B,Jakarta,0,2,0
B00082,2025-09-19 15:24,122240476,B2B,Jakarta,0,1,0
B00083,2025-09-19 15:25,385452706,B2B,Jakarta,0,1,0
B00084,2025-09-19 15:27,51608422,B2B,International,1,2,0
B00085,2025-09-19 15:28,1735320989,B2B,International,1,1,1
B00086,2025-09-19 15:32,203196470,B2B,Jakarta,0,1,0
B00087,2025-09-19 15:39,68252533,travel,Jakarta,0,1,0
B00088,2025-09-19 15:41,436876842,B2B,Jakarta,0,2,0
B00089,2025-09-19 15:42,483760398,services,Jakarta,0,1,0
B00090,2025-09-19 15:47,254546455,services,International,1,2,0
B00091,2025-09-19 15:54,60792525,B2B,Jakarta,0,1,0
B00092,2025-09-19 15:56,431804020,services,Jakarta,0,2,0
B00093,2025-09-19 15:57,482900553,services,Jakarta,0,1,0
B00094,2025-09-19 16:02,289441936,B2B,Jakarta,0,1,0
B00095,2025-09-19 16:09,472395898,B2B,International,1,2,0
B00096,2025-09-19 16:10,416704200,services,International,1,1,0
B00097,2025-09-19 16:14,84875462,services,Jakarta,0,1,0
B00098,2025-09-19 16:18,318846809,B2B,Jakarta,0,2,0
B00099,2025-09-19 16:20,334535556,services,Jakarta,0,2,0
B00100,2025-09-19 16:26,385574397,B2B,International,1,2,0
B00101,2025-09-19 16:29,268015736,B2B,Jakarta,0,1,0
B00102,2025-09-19 16:32,366751742,B2B,Jakarta,0,2,0
B00103,2025-09-19 16:35,294242593,B2B,Jakarta,0,1,0
B00104,2025-09-19 16:41,133792553,B2B,International,1,2,0
B00105,2025-09-19 16:42,244617020,services,Jakarta,0,2,0
B00106,2025-09-19 16:45,467848904,travel,Jakarta,0,2,0
B00107,2025-09-19 16:51,422142526,travel,Jakarta,0,2,0
B00108,2025-09-19 16:57,323604821,B2B,Jakarta,0,2,0
B00109,2025-09-19 17:03,164344192,services,Jakarta,0,1,0
B00110,2025-09-19 17:10,105031638,travel,International,1,2,0
B00111,2025-09-19 17:12,146353221,B2B,Jakarta,0,2,0
B00112,2025-09-19 17:13,156490804,B2B,Jakarta,0,2,0
B00113,2025-09-19 17:14,481017272,B2B,Jakarta,0,1,0
B00114,2025-09-19 17:16,268860248,B2B,Jakarta,0,2,0
B00115,2025-09-19 17:19,198479431,retail,Jakarta,0,1,0
B00116,2025-09-19 17:26,441504233,B2B,Jakarta,0,2,0
B00117,2025-09-19 17:33,399392794,B2B,Jakarta,0,2,0
B00118,2025-09-19 17:34,322514032,services,Jakarta,0,2,0
B00119,2025-09-19 17:36,154513763,services,International,1,2,0
B00120,2025-09-19 17:37,480604912,B2B,Jakarta,0,1,0
B00121,2025-09-19 17:44,345800724,services,Jakarta,0,1,0
B00122,2025-09-19 17:45,494862390,B2B,Jakarta,0,1,0
B00123,2025-09-19 17:48,5820130,B2B,Jakarta,0,2,0
B00124,2025-09-19 17:50,144000148,B2B,International,1,2,0
B00125,2025-09-19 17:57,1483919181,services,International,1,1,1
B00126,2025-09-19 18:02,420599635,B2B,Jakarta,0,2,0
B00127,2025-09-19 18:07,65142322,B2B,International,1,2,0
B00128,2025-09-19 18:09,79844592,retail,Jakarta,0,1,0
B00129,2025-09-19 18:15,339076064,travel,Jakarta,0,2,0
B00130,2025-09-19 18:22,179930655,B2B,Jakarta,0,2,0
B00131,2025-09-19 18:28,350857013,B2B,International,1,1,0
B00132,2025-09-19 18:32,5516441,B2B,International,1,2,0
B00133,2025-09-19 18:33,264067121,B2B,International,1,2,0
B00134,2025-09-19 18:38,16450699,B2B,Jakarta,0,2,0
B00135,2025-09-19 18:43,475925981,services,Jakarta,0,2,0
B00136,2025-09-19 18:45,2801982617,services,International,1,1,1
B00137,2025-09-19 18:46,93076644,B2B,Jakarta,0,1,0
B00138,2025-09-19 18:51,55422212,services,Jakarta,0,1,0
B00139,2025-09-19 18:57,114127255,B2B,Jakarta,0,2,0
B00140,2025-09-19 18:59,247416025,B2B,Jakarta,0,1,0
B00141,2025-09-19 19:04,310685436,services,Jakarta,0,2,0
B00142,2025-09-19 19:11,450502161,B2B,Jakarta,0,1,0
B00143,2025-09-19 19:16,439524959,services,Jakarta,0,2,0
B00144,2025-09-19 19:22,46897644,B2B,Jakarta,0,2,0
B00145,2025-09-19 19:28,216715757,B2B,Jakarta,0,2,0
B00146,2025-09-19 19:29,435569250,B2B,International,1,1,0
B00147,2025-09-19 19:34,86909831,services,International,1,2,0
B00148,2025-09-19 19:37,335738129,B2B,Jakarta,0,2,0
B00149,2025-09-19 19:39,216260840,retail,Jakarta,0,1,0
B00150,2025-09-19 19:42,4186671819,services,International,1,2,1
B00151,2025-09-19 19:44,35559085,B2B,Jakarta,0,1,0
B00152,2025-09-19 19:48,148419564,B2B,Jakarta,0,2,0
B00153,2025-09-19 19:51,5456797,B2B,Jakarta,0,1,0
B00154,2025-09-19 19:57,101120823,retail,Jakarta,0,2,0
B00155,2025-09-19 20:03,276531323,B2B,Jakarta,0,2,0
B00156,2025-09-19 20:10,363924676,B2B,International,1,2,0
B00157,2025-09-19 20:15,41663477,B2B,Jakarta,0,2,0
B00158,2025-09-19 20:20,155682626,B2B,International,1,2,0
B00159,2025-09-19 20:25,331059574,B2B,Jakarta,0,2,0
B00160,2025-09-19 20:30,294047924,B2B,Jakarta,0,1,0
B00161,2025-09-19 20:34,88526676,services,Jakarta,0,2,0
B00162,2025-09-19 20:36,212623360,B2B,Jakarta,0,1,0
B00163,2025-09-19 20:42,316788798,services,Jakarta,0,2,0
B00164,2025-09-19 20:43,992955458,B2B,International,1,2,1
B00165,2025-09-19 20:45,277455264,B2B,Jakarta,0,2,0
B00166,2025-09-19 20:46,270550422,services,Jakarta,0,1,0
B00167,2025-09-19 20:49,36453067,services,Jakarta,0,1,0
B00168,2025-09-19 20:50,42389448,services,International,1,2,0
B00169,2025-09-19 20:52,345438036,B2B,Jakarta,0,2,0
B00170,2025-09-19 20:58,107782537,services,Jakarta,0,1,0
B00171,2025-09-19 21:01,67051093,services,Jakarta,0,1,0
B00172,2025-09-19 21:03,40466080,travel,Jakarta,0,2,0
B00173,2025-09-19 21:06,121844272,services,Jakarta,0,2,0
B00174,2025-09-19 21:11,234381327,B2B,Jakarta,0,1,0
B00175,2025-09-19 21:12,448369455,services,Jakarta,0,1,0
B00176,2025-09-19 21:13,1543292697,B2B,International,1,2,1
B00177,2025-09-19 21:20,376483354,B2B,Jakarta,0,1,0
B00178,2025-09-19 21:26,237014919,services,Jakarta,0,1,0
B00179,2025-09-19 21:33,60559263,B2B,Jakarta,0,1,0
B00180,2025-09-19 21:38,206363901,B2B,Jakarta,0,2,0
B00181,2025-09-19 21:45,15800234,B2B,Jakarta,0,1,0
B00182,2025-09-19 21:48,66112922,B2B,International,1,1,0
B00183,2025-09-19 21:50,154346561,services,Jakarta,0,1,0
B00184,2025-09-19 21:56,348759853,services,Jakarta,0,2,0
B00185,2025-09-19 22:03,395251860,services,Jakarta,0,2,0
B00186,2025-09-19 22:08,311795793,retail,Jakarta,0,1,0
B00187,2025-09-19 22:15,132621116,B2B,Jakarta,0,2,0
B00188,2025-09-19 22:21,359890175,services,Jakarta,0,2,0
B00189,2025-09-19 22:23,498255010,B2B,Jakarta,0,2,0
B00190,2025-09-19 22:28,329860211,services,Jakarta,0,2,0
B00191,2025-09-19 22:31,382000691,services,Jakarta,0,1,0
B00192,2025-09-19 22:32,438265494,travel,Jakarta,0,2,0
B00193,2025-09-19 22:35,359219967,services,International,1,2,0
B00194,2025-09-19 22:39,439286322,B2B,Jakarta,0,2,0
B00195,2025-09-19 22:40,157303212,services,Jakarta,0,2,0
B00196,2025-09-19 22:44,91365186,B2B,Jakarta,0,2,0
B00197,2025-09-19 22:47,95293969,B2B,Jakarta,0,2,0
B00198,2025-09-19 22:53,278637674,B2B,Jakarta,0,2,0
B00199,2025-09-19 23:00,463606363,B2B,Jakarta,0,1,0
B00200,2025-09-19 23:02,357954753,services,Jakarta,0,1,0
B00201,2025-09-19 23:08,43497193,B2B,Jakarta,0,1,0
B00202,2025-09-19 23:10,485633813,B2B,International,1,2,0
B00203,2025-09-19 23:14,265300985,B2B,Jakarta,0,1,0
B00204,2025-09-19 23:15,250993073,B2B,Jakarta,0,1,0
B00205,2025-09-19 23:19,1002575948,B2B,International,1,2,1
B00206,2025-09-19 23:23,481310461,services,International,1,2,0
B00207,2025-09-19 23:27,212700758,services,Jakarta,0,2,0
B00208,2025-09-19 23:28,65745802,B2B,Jakarta,0,1,0
B00209,2025-09-19 23:32,284139769,B2B,Jakarta,0,2,0
B00210,2025-09-19 23:37,297230458,B2B,Jakarta,0,1,0
B00211,2025-09-19 23:38,374280108,retail,International,1,1,0
B00212,2025-09-19 23:40,250883976,B2B,Jakarta,0,2,0
B00213,2025-09-19 23:43,143596190,B2B,Jakarta,0,1,0
B00214,2025-09-19 23:45,6309236,B2B,Jakarta,0,1,0
B00215,2025-09-19 23:51,493327538,B2B,Jakarta,0,2,0
B00216,2025-09-19 23:52,100484863,B2B,Jakarta,0,1,0
B00217,2025-09-19 23:55,178739311,services,Jakarta,0,2,0
B00218,2025-09-19 23:59,80968714,B2B,Jakarta,0,1,0
B00219,2025-09-20 00:00,121525054,services,Jakarta,0,2,0
B00220,2025-09-20 00:02,35100597,B2B,Jakarta,0,2,0
B00221,2025-09-20 00:03,474333792,B2B,Jakarta,0,2,0
B00222,2025-09-20 00:04,115738339,B2B,International,1,1,0
B00223,2025-09-20 00:08,482856756,B2B,Jakarta,0,2,0
B00224,2025-09-20 00:10,318814318,B2B,Jakarta,0,1,0
B00225,2025-09-20 00:13,446416248,B2B,International,1,2,0
B00226,2025-09-20 00:19,312126523,services,Jakarta,0,2,0
B00227,2025-09-20 00:26,3045201341,B2B,International,1,2,1
B00228,2025-09-20 00:27,278044631,services,International,1,2,0
B00229,2025-09-20 00:32,416178787,B2B,Jakarta,0,2,0
B00230,2025-09-20 00:34,23343966,B2B,Jakarta,0,1,0
B00231,2025-09-20 00:36,466429629,B2B,Jakarta,0,2,0
B00232,2025-09-20 00:38,102827409,B2B,Jakarta,0,2,0
B00233,2025-09-20 00:39,370550792,B2B,Jakarta,0,1,0
B00234,2025-09-20 00:41,132157510,B2B,Jakarta,0,1,0
B00235,2025-09-20 00:48,25786499,services,Jakarta,0,2,0
B00236,2025-09-20 00:50,431722719,B2B,Jakarta,0,2,0
B00237,2025-09-20 00:53,258739849,B2B,Jakarta,0,2,0
B00238,2025-09-20 00:56,242334545,services,Jakarta,0,1,0
B00239,2025-09-20 01:01,695903882,services,International,1,1,1
B00240,2025-09-20 01:07,359901351,B2B,International,1,1,0
B00241,2025-09-20 01:11,160629509,B2B,Jakarta,0,1,0
B00242,2025-09-20 01:16,283145000,B2B,Jakarta,0,1,0
B00243,2025-09-20 01:19,156291176,B2B,Jakarta,0,1,0
B00244,2025-09-20 01:22,18871821,B2B,Jakarta,0,2,0
B00245,2025-09-20 01:25,145993249,services,International,1,1,0
B00246,2025-09-20 01:31,193576615,services,Jakarta,0,1,0
B00247,2025-09-20 01:32,375348902,services,Jakarta,0,1,0
B00248,2025-09-20 01:35,412001301,B2B,Jakarta,0,2,0
B00249,2025-09-20 01:39,268387080,retail,Jakarta,0,2,0
B00250,2025-09-20 01:43,463183027,B2B,International,1,1,0
B00251,2025-09-20 01:48,182895911,B2B,Jakarta,0,2,0
B00252,2025-09-20 01:53,249597213,B2B,International,1,2,0
B00253,2025-09-20 01:54,310434650,B2B,Jakarta,0,1,0
B00254,2025-09-20 01:58,92599866,services,Jakarta,0,2,0
B00255,2025-09-20 02:03,212869104,B2B,Jakarta,0,2,0
B00256,2025-09-20 02:06,450498113,B2B,Jakarta,0,1,0
B00257,2025-09-20 02:07,240162047,services,Jakarta,0,2,0
B00258,2025-09-20 02:09,465900143,B2B,International,1,1,0
B00259,2025-09-20 02:10,3700119505,services,International,1,1,1
B00260,2025-09-20 02:15,186284220,retail,Jakarta,0,1,0
B00261,2025-09-20 02:18,475220603,B2B,Jakarta,0,1,0
B00262,2025-09-20 02:21,171307450,B2B,International,1,2,0
B00263,2025-09-20 02:26,245170353,B2B,International,1,2,0
B00264,2025-09-20 02:31,346738581,services,Jakarta,0,1,0
B00265,2025-09-20 02:37,481102296,retail,Jakarta,0,1,0
B00266,2025-09-20 02:40,275381067,services,Jakarta,0,2,0
B00267,2025-09-20 02:45,424605636,services,Jakarta,0,2,0
B00268,2025-09-20 02:51,62925574,B2B,Jakarta,0,2,0
B00269,2025-09-20 02:53,446009044,services,Jakarta,0,2,0
B00270,2025-09-20 03:00,1778985896,B2B,International,1,2,1
B00271,2025-09-20 03:05,437799046,B2B,International,1,2,1
B00272,2025-09-20 03:12,269356581,services,Jakarta,0,2,0
B00273,2025-09-20 03:13,4269254816,B2B,International,1,2,1
B00274,2025-09-20 03:14,50863318,retail,Jakarta,0,1,0
B00275,2025-09-20 03:17,268670492,services,Jakarta,0,2,0
B00276,2025-09-20 03:21,47777551,services,Jakarta,0,1,0
B00277,2025-09-20 03:28,278069284,retail,Jakarta,0,1,0
B00278,2025-09-20 03:31,206172169,B2B,International,1,2,0
B00279,2025-09-20 03:36,104720096,services,Jakarta,0,1,0
B00280,2025-09-20 03:37,248097556,retail,Jakarta,0,1,0
B00281,2025-09-20 03:43,3452295175,B2B,International,1,1,1
B00282,2025-09-20 03:49,21910104,retail,Jakarta,0,2,0
B00283,2025-09-20 03:53,374052349,B2B,Jakarta,0,2,0
B00284,2025-09-20 03:58,290321634,B2B,Jakarta,0,2,0
B00285,2025-09-20 04:03,66807435,B2B,Jakarta,0,2,0
B00286,2025-09-20 04:07,224690635,B2B,International,1,1,0
B00287,2025-09-20 04:14,2895516565,B2B,International,1,2,1
B00288,2025-09-20 04:21,120773370,B2B,International,1,1,0
B00289,2025-09-20 04:23,73271933,B2B,Jakarta,0,1,0
B00290,2025-09-20 04:28,128175316,services,International,1,1,0
B00291,2025-09-20 04:33,124916692,services,Jakarta,0,1,0
B00292,2025-09-20 04:40,2356846588,services,International,1,2,1
B00293,2025-09-20 04:42,401764729,B2B,Jakarta,0,1,0
B00294,2025-09-20 04:47,437182466,services,Jakarta,0,2,0
B00295,2025-09-20 04:51,338156250,B2B,Jakarta,0,1,0
B00296,2025-09-20 04:52,181227145,services,International,1,2,0
B00297,2025-09-20 04:54,460017616,services,Jakarta,0,1,0
B00298,2025-09-20 04:55,182139480,services,Jakarta,0,1,0
B00299,2025-09-20 04:57,10102033,B2B,Jakarta,0,1,0
B00300,2025-09-20 05:04,219729464,services,Jakarta,0,2,0
B00301,2025-09-20 05:06,235540809,B2B,Jakarta,0,2,0
B00302,2025-09-20 05:10,77648398,retail,Jakarta,0,1,0
B00303,2025-09-20 05:14,274627707,B2B,International,1,1,0
B00304,2025-09-20 05:17,161311341,B2B,Jakarta,0,2,0
B00305,2025-09-20 05:20,250223744,services,Jakarta,0,1,0
B00306,2025-09-20 05:25,16747205,B2B,Jakarta,0,2,0
B00307,2025-09-20 05:31,266537214,B2B,Jakarta,0,2,0
B00308,2025-09-20 05:35,22497006,B2B,Jakarta,0,1,0
B00309,2025-09-20 05:36,427339365,services,Jakarta,0,2,0
B00310,2025-09-20 05:39,357842774,B2B,Jakarta,0,2,0
B00311,2025-09-20 05:41,460722849,B2B,Jakarta,0,2,0
B00312,2025-09-20 05:44,328997338,B2B,Jakarta,0,2,0
B00313,2025-09-20 05:49,108126048,services,Jakarta,0,1,0
B00314,2025-09-20 05:54,7981862,services,Jakarta,0,1,0
B00315,2025-09-20 06:01,451068743,B2B,Jakarta,0,2,0
B00316,2025-09-20 06:06,331535572,B2B,International,1,1,0
B00317,2025-09-20 06:09,345548583,services,Jakarta,0,1,0
B00318,2025-09-20 06:16,148634244,B2B,Jakarta,0,2,0
B00319,2025-09-20 06:23,171405684,travel,Jakarta,0,1,0
B00320,2025-09-20 06:29,341094182,B2B,Jakarta,0,1,0
B00321,2025-09-20 06:30,206788323,B2B,Jakarta,0,2,0
B00322,2025-09-20 06:36,42665661,B2B,International,1,1,0
B00323,2025-09-20 06:40,149815119,services,International,1,2,0
B00324,2025-09-20 06:46,195244326,B2B,International,1,1,0
B00325,2025-09-20 06:50,416146114,B2B,Jakarta,0,1,0
B00326,2025-09-20 06:51,175243798,B2B,Jakarta,0,2,0
B00327,2025-09-20 06:58,249510167,B2B,Jakarta,0,1,0
B00328,2025-09-20 07:05,300986723,B2B,Jakarta,0,1,0
B00329,2025-09-20 07:10,293123308,B2B,Jakarta,0,1,0
B00330,2025-09-20 07:17,439664401,services,Jakarta,0,2,0
B00331,2025-09-20 07:19,151806641,B2B,Jakarta,0,1,0
B00332,2025-09-20 07:21,155708634,B2B,Jakarta,0,1,0
B00333,2025-09-20 07:26,204560821,travel,Jakarta,0,1,0
B00334,2025-09-20 07:32,183411694,services,Jakarta,0,1,0
B00335,2025-09-20 07:33,298356751,travel,International,1,1,0
B00336,2025-09-20 07:36,362864487,B2B,Jakarta,0,2,0
B00337,2025-09-20 07:41,482261665,B2B,Jakarta,0,1,0
B00338,2025-09-20 07:47,444615501,B2B,International,1,1,0
B00339,2025-09-20 07:50,134654678,retail,Jakarta,0,1,0
B00340,2025-09-20 07:52,303896154,retail,Jakarta,0,2,0
B00341,2025-09-20 07:56,167559764,services,Jakarta,0,1,0
B00342,2025-09-20 08:03,403714184,B2B,Jakarta,0,1,0
B00343,2025-09-20 08:08,16856240,B2B,Jakarta,0,2,0
B00344,2025-09-20 08:15,497495923,retail,Jakarta,0,2,0
B00345,2025-09-20 08:18,189413217,services,Jakarta,0,2,0
B00346,2025-09-20 08:24,373551847,services,Jakarta,0,1,0
B00347,2025-09-20 08:27,339163345,services,Jakarta,0,1,0
B00348,2025-09-20 08:28,186686910,B2B,Jakarta,0,2,0
B00349,2025-09-20 08:35,481715299,services,Jakarta,0,2,0
B00350,2025-09-20 08:36,137257035,B2B,Jakarta,0,1,0
B00351,2025-09-20 08:39,371393816,retail,International,1,2,0
B00352,2025-09-20 08:43,464703202,B2B,International,1,2,0
B00353,2025-09-20 08:50,63408273,services,International,1,2,0
B00354,2025-09-20 08:57,458932756,B2B,International,1,1,0
B00355,2025-09-20 09:00,192994186,B2B,Jakarta,0,2,0
B00356,2025-09-20 09:02,420146168,services,Jakarta,0,1,0
B00357,2025-09-20 09:06,8141125,services,International,1,1,0
B00358,2025-09-20 09:07,98566109,retail,Jakarta,0,2,0
B00359,2025-09-20 09:09,377448724,services,International,1,1,0
B00360,2025-09-20 09:13,467499723,B2B,Jakarta,0,1,0
B00361,2025-09-20 09:16,67371864,B2B,Jakarta,0,1,0
B00362,2025-09-20 09:23,55954080,B2B,Jakarta,0,1,0
B00363,2025-09-20 09:26,392494582,B2B,Jakarta,0,1,0
B00364,2025-09-20 09:33,448675115,B2B,Jakarta,0,2,0
B00365,2025-09-20 09:39,232274133,B2B,Jakarta,0,2,0
B00366,2025-09-20 09:46,54876222,travel,International,1,2,0
B00367,2025-09-20 09:47,104338427,B2B,International,1,2,0
B00368,2025-09-20 09:51,256001519,services,Jakarta,0,2,0
B00369,2025-09-20 09:54,400557081,services,International,1,1,0
B00370,2025-09-20 10:01,262191219,services,Jakarta,0,2,0
B00371,2025-09-20 10:08,241334158,services,Jakarta,0,2,0
B00372,2025-09-20 10:15,302174902,retail,Jakarta,0,1,0
B00373,2025-09-20 10:20,483878021,services,Jakarta,0,1,0
B00374,2025-09-20 10:27,395775090,B2B,International,1,1,0
B00375,2025-09-20 10:32,80900586,B2B,Jakarta,0,2,0
B00376,2025-09-20 10:36,180924739,services,International,1,2,0
B00377,2025-09-20 10:43,139145226,B2B,Jakarta,0,2,0
B00378,2025-09-20 10:45,369095789,services,Jakarta,0,1,0
B00379,2025-09-20 10:46,496145919,B2B,Jakarta,0,2,0
B00380,2025-09-20 10:52,445690371,services,Jakarta,0,1,0
B00381,2025-09-20 10:57,219471161,B2B,Jakarta,0,1,0
B00382,2025-09-20 10:59,345562268,B2B,Jakarta,0,1,0
B00383,2025-09-20 11:01,352297215,retail,Jakarta,0,1,0
B00384,2025-09-20 11:04,150399179,B2B,Jakarta,0,1,0
B00385,2025-09-20 11:10,368008775,B2B,Jakarta,0,2,0
B00386,2025-09-20 11:14,269977594,B2B,Jakarta,0,1,0
B00387,2025-09-20 11:19,290763011,B2B,Jakarta,0,2,0
B00388,2025-09-20 11:26,129811727,B2B,Jakarta,0,1,0
B00389,2025-09-20 11:27,162956182,services,Jakarta,0,2,0
B00390,2025-09-20 11:31,429665066,B2B,Jakarta,0,2,0
B00391,2025-09-20 11:37,311285929,B2B,Jakarta,0,2,0
B00392,2025-09-20 11:38,69528482,services,Jakarta,0,2,0
B00393,2025-09-20 11:42,274895037,B2B,Jakarta,0,2,0
B00394,2025-09-20 11:47,311199393,B2B,International,1,2,0
B00395,2025-09-20 11:52,1342543754,B2B,International,1,2,1
B00396,2025-09-20 11:53,427223475,travel,International,1,1,0
B00397,2025-09-20 11:55,328461633,B2B,Jakarta,0,1,0
B00398,2025-09-20 11:57,11166562,B2B,Jakarta,0,1,0
B00399,2025-09-20 12:01,107289528,travel,Jakarta,0,1,0
B00400,2025-09-20 12:02,462171895,services,Jakarta,0,2,0
B00401,2025-09-20 12:08,87635457,retail,Jakarta,0,1,0
B00402,2025-09-20 12:13,171614174,B2B,Jakarta,0,1,0
B00403,2025-09-20 12:20,235456879,retail,Jakarta,0,2,0
B00404,2025-09-20 12:22,302682419,services,Jakarta,0,1,0
B00405,2025-09-20 12:28,158626875,B2B,Jakarta,0,2,0
B00406,2025-09-20 12:33,397217582,services,International,1,2,0
B00407,2025-09-20 12:39,83050147,B2B,Jakarta,0,2,0
B00408,2025-09-20 12:44,480177288,B2B,International,1,2,0
B00409,2025-09-20 12:45,428686239,services,Jakarta,0,1,0
B00410,2025-09-20 12:49,29111712,B2B,Jakarta,0,1,0
B00411,2025-09-20 12:51,365777777,travel,Jakarta,0,2,0
B00412,2025-09-20 12:52,353659915,retail,Jakarta,0,2,0
B00413,2025-09-20 12:53,312613396,retail,Jakarta,0,1,0
B00414,2025-09-20 12:54,143689570,B2B,Jakarta,0,2,0
B00415,2025-09-20 12:56,2827231164,services,International,1,2,1
B00416,2025-09-20 13:00,210500613,retail,International,1,2,0
