transaction_id,timestamp,amount,asset_ticker,transaction_type,is_fraud
J00049,2025-09-19 14:15,17.488214973618277,TICK067,DEPOSIT,0
J00050,2025-09-19 14:18,15.762293468909249,TICK061,SELL,0
J00051,2025-09-19 14:20,18.53056613291277,TICK020,DEPOSIT,0
J00052,2025-09-19 14:21,19.15407960603502,BNB,WITHDRAWAL,1
J00053,2025-09-19 14:24,18.048212192135065,TICK015,SELL,0
J00054,2025-09-19 14:26,18.821773755024683,TICK001,DEPOSIT,0
J00055,2025-09-19 14:27,15.070134650635978,TICK046,BUY,0
J00056,2025-09-19 14:28,17.8492942598788,TICK024,BUY,0
J00057,2025-09-19 14:30,17.922658654009698,DOGE,SELL,0
J00058,2025-09-19 14:31,17.977357152035076,TICK045,WITHDRAWAL,0
J00059,2025-09-19 14:33,18.05395731120027,TICK009,BUY,0
J00060,2025-09-19 14:35,16.997034028808766,TICK037,WITHDRAWAL,0
J00061,2025-09-19 14:36,16.74037708229019,TICK013,DEPOSIT,0
J00062,2025-09-19 14:37,15.417796959192897,TICK068,BUY,0
J00063,2025-09-19 14:40,17.248537688822964,TICK065,BUY,0
J00064,2025-09-19 14:41,17.960910272887112,TICK025,BUY,0
J00065,2025-09-19 14:43,17.633250312116452,TICK050,SELL,0
J00066,2025-09-19 14:44,17.90288077253248,USDT,BUY,0
J00067,2025-09-19 14:47,18.01103452717877,TICK080,BUY,0
J00068,2025-09-19 14:50,17.847782285632583,ADA,BUY,0
J00069,2025-09-19 14:51,19.98794520531005,BNB,WITHDRAWAL,1
J00070,2025-09-19 14:53,17.10679567304261,TICK064,BUY,0
J00071,2025-09-19 14:55,17.469128233989753,USDT,BUY,0
J00072,2025-09-19 14:58,15.936614660789235,BBCA,BUY,0
J00073,2025-09-19 15:01,17.545247749959664,TICK053,BUY,0
J00074,2025-09-19 15:04,18.03965979806114,TICK067,BUY,0
J00075,2025-09-19 15:07,19.920610957484328,ETH,WITHDRAWAL,1
J00076,2025-09-19 15:10,17.400653454863566,UNVR,SELL,0
J00077,2025-09-19 15:12,17.962846510326234,TICK043,BUY,0
J00078,2025-09-19 15:15,18.762062551738683,TICK016,DEPOSIT,0
J00079,2025-09-19 15:17,17.564401481249092,TICK072,BUY,0
J00080,2025-09-19 15:18,16.861765494045343,TICK059,DEPOSIT,0
J00081,2025-09-19 15:20,17.83737023012199,TICK059,BUY,0
J00082,2025-09-19 15:23,18.575503963288504,TICK018,DEPOSIT,0
J00083,2025-09-19 15:25,15.7897528209869,TICK009,WITHDRAWAL,0
J00084,2025-09-19 15:28,18.130880683479955,TICK062,DEPOSIT,0
J00085,2025-09-19 15:29,20.332818255189736,BNB,WITHDRAWAL,1
J00086,2025-09-19 15:32,18.02337195743455,SIDO,SELL,0
J00087,2025-09-19 15:35,17.096138124504726,ICBP,DEPOSIT,0
J00088,2025-09-19 15:36,17.51077632609448,TICK029,SELL,0
J00089,2025-09-19 15:39,15.86727921294539,GOTO,BUY,0
J00090,2025-09-19 15:42,16.563549446482796,TICK036,BUY,0
J00091,2025-09-19 15:44,17.3840823422131,ETH,BUY,0
J00092,2025-09-19 15:45,15.219145694980007,TICK069,BUY,0
J00093,2025-09-19 15:48,17.563755700594093,TICK020,BUY,0
J00094,2025-09-19 15:51,17.504387937076057,BBTN,SELL,0
J00095,2025-09-19 15:52,16.035800516809118,TICK048,BUY,0
J00096,2025-09-19 15:53,17.572064945466153,TICK010,BUY,0
J00097,2025-09-19 15:55,17.327492946095163,TICK002,BUY,0
J00098,2025-09-19 15:58,16.085040499605494,TICK044,WITHDRAWAL,0
J00099,2025-09-19 16:01,16.68634984873438,TICK076,SELL,0
J00100,2025-09-19 16:04,17.49206891818585,TICK078,SELL,0
J00101,2025-09-19 16:07,17.14853954958979,TICK021,DEPOSIT,0
J00102,2025-09-19 16:09,17.278914932362802,TICK064,SELL,0
J00103,2025-09-19 16:12,17.629910701399012,ADA,BUY,0
J00104,2025-09-19 16:15,17.29122788643075,TICK064,SELL,0
J00105,2025-09-19 16:17,17.921730725222105,TICK074,BUY,0
J00106,2025-09-19 16:18,18.040042824744628,TICK029,SELL,0
J00107,2025-09-19 16:19,17.259564918161466,TICK030,BUY,0
J00108,2025-09-19 16:21,16.94333819980321,TICK034,WITHDRAWAL,0
J00109,2025-09-19 16:23,17.54314167293597,GOTO,SELL,0
J00110,2025-09-19 16:26,17.946488482622453,TICK066,BUY,0
J00111,2025-09-19 16:27,17.5804874164986,TICK053,SELL,0
J00112,2025-09-19 16:30,17.0767861144707,TICK067,BUY,0
J00113,2025-09-19 16:33,17.822957882137192,INCO,BUY,0
J00114,2025-09-19 16:35,17.360818009382616,TICK060,DEPOSIT,0
J00115,2025-09-19 16:38,18.61443333349903,TICK013,DEPOSIT,0
J00116,2025-09-19 16:39,16.395865408334323,TICK061,SELL,0
J00117,2025-09-19 16:41,17.976906138607568,TICK080,BUY,0
J00118,2025-09-19 16:42,18.005509937566046,TICK068,BUY,0
J00119,2025-09-19 16:43,18.02348572419705,TICK072,BUY,0
J00120,2025-09-19 16:44,15.332956200239241,INCO,SELL,0
J00121,2025-09-19 16:46,17.962589464096464,TICK009,SELL,0
J00122,2025-09-19 16:48,16.688157431893202,TICK006,BUY,0
J00123,2025-09-19 16:49,18.017436368191795,TICK029,BUY,0
J00124,2025-09-19 16:52,17.06634064376761,TICK078,BUY,0
J00125,2025-09-19 16:55,20.429027466868916,BTC,SELL,1
J00126,2025-09-19 16:57,17.66577719514252,TICK032,BUY,0
J00127,2025-09-19 16:59,17.83978246951908,TICK060,BUY,0
J00128,2025-09-19 17:00,17.154075085995004,USDT,BUY,0
J00129,2025-09-19 17:02,17.879952682075455,TICK045,BUY,0
J00130,2025-09-19 17:04,15.289749402261444,TICK028,BUY,0
J00131,2025-09-19 17:05,17.9618899986991,XRP,SELL,0
J00132,2025-09-19 17:06,18.98556942287469,TICK043,DEPOSIT,0
J00133,2025-09-19 17:07,17.47817772724568,TICK064,BUY,0
J00134,2025-09-19 17:09,17.946816905677476,TICK062,BUY,0
J00135,2025-09-19 17:11,15.71516896832039,TICK064,SELL,0
J00136,2025-09-19 17:12,20.139233927718376,ASII,WITHDRAWAL,1
J00137,2025-09-19 17:13,16.625422581428516,TICK024,BUY,0
J00138,2025-09-19 17:16,18.05592872523451,UNVR,BUY,0
J00139,2025-09-19 17:17,17.750759031960467,TICK077,BUY,0
J00140,2025-09-19 17:18,16.895489214432494,TICK023,DEPOSIT,0
J00141,2025-09-19 17:20,17.02000445695138,TICK042,DEPOSIT,0
J00142,2025-09-19 17:23,16.23187137918389,BBNI,BUY,0
J00143,2025-09-19 17:24,16.22863500326194,TICK069,BUY,0
J00144,2025-09-19 17:27,15.85140269119295,TICK069,WITHDRAWAL,0
J00145,2025-09-19 17:30,17.60573740843394,TICK073,SELL,0
J00146,2025-09-19 17:32,17.927942944715006,USDT,WITHDRAWAL,0
J00147,2025-09-19 17:33,18.975138302496116,TICK064,DEPOSIT,0
J00148,2025-09-19 17:34,17.788258396658108,TICK041,BUY,0
J00149,2025-09-19 17:37,18.04516459982683,KLBF,BUY,0
J00150,2025-09-19 17:39,19.85857278637941,BNB,WITHDRAWAL,1
J00151,2025-09-19 17:42,18.520844896872518,TICK025,DEPOSIT,0
J00152,2025-09-19 17:45,17.406858326556264,TICK041,BUY,0
J00153,2025-09-19 17:47,17.8005904933948,ASII,SELL,0
J00154,2025-09-19 17:49,17.33128064248929,TICK034,SELL,0
J00155,2025-09-19 17:52,18.69604923194065,TICK046,DEPOSIT,0
J00156,2025-09-19 17:54,16.47914516250832,TICK050,DEPOSIT,0
J00157,2025-09-19 17:56,17.82890009369878,TICK056,BUY,0
J00158,2025-09-19 17:58,17.12523539002389,TICK041,BUY,0
J00159,2025-09-19 18:01,17.09856357619903,TICK049,SELL,0
J00160,2025-09-19 18:03,17.794025699980022,BBTN,DEPOSIT,0
J00161,2025-09-19 18:06,17.252681688373542,TICK059,SELL,0
J00162,2025-09-19 18:09,16.654125522260856,TICK013,SELL,0
J00163,2025-09-19 18:12,18.413282151743157,TICK033,DEPOSIT,0
J00164,2025-09-19 18:14,20.53145704027611,ETH,WITHDRAWAL,1
J00165,2025-09-19 18:15,17.792425284647486,TICK078,BUY,0
J00166,2025-09-19 18:16,18.90623663242471,TICK009,DEPOSIT,0
J00167,2025-09-19 18:19,18.04323886649505,TICK015,SELL,0
J00168,2025-09-19 18:21,16.860714953577737,TICK055,DEPOSIT,0
J00169,2025-09-19 18:23,17.6875661619368,TICK042,BUY,0
J00170,2025-09-19 18:26,18.055051486684572,TICK008,SELL,0
J00171,2025-09-19 18:28,17.924157255317173,TICK011,BUY,0
J00172,2025-09-19 18:31,17.792408321745924,TICK062,BUY,0
J00173,2025-09-19 18:34,17.105041770240327,TICK063,BUY,0
J00174,2025-09-19 18:37,17.89460291101603,KLBF,SELL,0
J00175,2025-09-19 18:39,17.06724335178821,TICK017,BUY,0
J00176,2025-09-19 18:42,17.890524209614366,BNB,WITHDRAWAL,1
J00177,2025-09-19 18:45,17.526803663955526,INCO,BUY,0
J00178,2025-09-19 18:47,16.235236969647296,BNB,BUY,0
J00179,2025-09-19 18:50,16.032345696222826,BTC,SELL,0
J00180,2025-09-19 18:51,16.035568133700846,TICK030,SELL,0
J00181,2025-09-19 18:54,17.97547446327541,TICK022,SELL,0
J00182,2025-09-19 18:55,15.794317897350371,TICK008,BUY,0
J00183,2025-09-19 18:56,17.197686982746312,CPIN,BUY,0
J00184,2025-09-19 18:57,17.78715791098371,TICK042,BUY,0
J00185,2025-09-19 19:00,17.85390198558785,TICK060,SELL,0
J00186,2025-09-19 19:02,18.434913752422194,ADA,DEPOSIT,0
J00187,2025-09-19 19:04,17.95682828540621,TICK045,BUY,0
J00188,2025-09-19 19:07,18.014000668069677,TICK059,WITHDRAWAL,0
J00189,2025-09-19 19:09,18.034831981085073,TICK034,BUY,0
J00190,2025-09-19 19:11,17.661831336078055,TICK035,SELL,0
J00191,2025-09-19 19:12,17.435159916027164,ETH,SELL,0
J00192,2025-09-19 19:14,16.486115695181212,TICK076,SELL,0
J00193,2025-09-19 19:16,16.238265702091766,TICK076,SELL,0
J00194,2025-09-19 19:18,17.872049630465163,TICK050,BUY,0
J00195,2025-09-19 19:21,17.909408387082667,TICK070,SELL,0
J00196,2025-09-19 19:24,17.87918082084255,TICK039,BUY,0
J00197,2025-09-19 19:25,17.609225725051196,TICK045,SELL,0
J00198,2025-09-19 19:27,17.523715785501572,TICK062,BUY,0
J00199,2025-09-19 19:30,16.585895541254125,TLKM,BUY,0
J00200,2025-09-19 19:33,16.023337398813897,DOGE,WITHDRAWAL,0
J00201,2025-09-19 19:36,16.61633894820737,XRP,BUY,0
J00202,2025-09-19 19:39,17.211766919533254,TICK042,BUY,0
J00203,2025-09-19 19:41,16.959320407324658,DOT,BUY,0
J00204,2025-09-19 19:43,17.498170712264294,TICK016,SELL,0
J00205,2025-09-19 19:45,20.30729105417149,USDT,WITHDRAWAL,1
J00206,2025-09-19 19:47,17.782671442882524,TICK053,WITHDRAWAL,0
J00207,2025-09-19 19:50,17.88417769199093,TICK029,SELL,0
J00208,2025-09-19 19:52,16.950993947747865,BBNI,BUY,0
J00209,2025-09-19 19:53,18.000557457748403,TICK047,BUY,0
J00210,2025-09-19 19:55,17.934572594256316,TICK020,BUY,0
J00211,2025-09-19 19:58,17.087976134342732,INCO,SELL,0
J00212,2025-09-19 20:00,16.801164464968878,TICK044,WITHDRAWAL,0
J00213,2025-09-19 20:01,17.95051479753391,TICK003,BUY,0
J00214,2025-09-19 20:04,18.062280011697272,TICK023,BUY,0
J00215,2025-09-19 20:06,17.346443202726707,TICK077,SELL,0
J00216,2025-09-19 20:08,16.186567613462408,DOT,SELL,0
J00217,2025-09-19 20:10,17.591295860583237,TICK068,SELL,0
J00218,2025-09-19 20:13,17.889782064327687,TICK024,BUY,0
J00219,2025-09-19 20:15,17.353872569875826,TICK073,BUY,0
J00220,2025-09-19 20:18,16.288558166469763,TICK065,BUY,0
J00221,2025-09-19 20:21,17.772200304592822,TICK063,BUY,0
J00222,2025-09-19 20:22,17.802158080685157,XRP,SELL,0
J00223,2025-09-19 20:23,17.936515973381553,TICK058,BUY,0
J00224,2025-09-19 20:26,17.92267563504854,TICK013,BUY,0
J00225,2025-09-19 20:28,17.371266650483417,TICK071,WITHDRAWAL,0
J00226,2025-09-19 20:29,16.992127606635584,TICK079,SELL,0
J00227,2025-09-19 20:32,20.41085615222511,GOTO,WITHDRAWAL,1
J00228,2025-09-19 20:33,16.096808069663492,TICK071,WITHDRAWAL,0
J00229,2025-09-19 20:35,17.882879528581427,TICK031,BUY,0
J00230,2025-09-19 20:36,18.809340279505665,BMRI,DEPOSIT,0
J00231,2025-09-19 20:38,17.646312661921073,TICK067,BUY,0
J00232,2025-09-19 20:40,18.986496932470544,TICK031,DEPOSIT,0
J00233,2025-09-19 20:42,16.976801463934525,TLKM,BUY,0
J00234,2025-09-19 20:44,17.7990541654749,ICBP,BUY,0
J00235,2025-09-19 20:45,17.203231944918198,TICK051,WITHDRAWAL,0
J00236,2025-09-19 20:48,17.17917410955219,TICK072,SELL,0
J00237,2025-09-19 20:49,17.64157644502228,TICK048,BUY,0
J00238,2025-09-19 20:51,16.30082079296747,TICK021,BUY,0
J00239,2025-09-19 20:54,17.385661457684837,ETH,SELL,1
J00240,2025-09-19 20:55,17.24979997484317,TICK019,BUY,0
J00241,2025-09-19 20:57,17.276422092189534,TICK009,SELL,0
J00242,2025-09-19 20:59,17.752478885512463,TICK003,BUY,0
J00243,2025-09-19 21:02,16.889750869881343,PGAS,WITHDRAWAL,0
J00244,2025-09-19 21:04,18.89922494843638,TICK035,DEPOSIT,0
J00245,2025-09-19 21:06,17.59819772283189,DOGE,WITHDRAWAL,0
J00246,2025-09-19 21:09,15.23272832381266,KLBF,SELL,0
J00247,2025-09-19 21:12,18.05257403423456,TICK004,BUY,0
J00248,2025-09-19 21:13,17.96765792913697,TICK059,SELL,0
J00249,2025-09-19 21:14,17.170967305908817,TICK035,BUY,0
J00250,2025-09-19 21:17,17.72551795341474,TICK027,BUY,0
J00251,2025-09-19 21:19,18.813832810069037,TICK037,DEPOSIT,0
J00252,2025-09-19 21:20,17.71722640668448,TICK035,SELL,0
J00253,2025-09-19 21:23,16.68864555723928,TICK027,BUY,0
J00254,2025-09-19 21:25,18.012132578102122,TICK064,BUY,0
J00255,2025-09-19 21:26,17.943547052115594,TICK052,BUY,0
J00256,2025-09-19 21:28,17.450125412996883,BNB,SELL,0
J00257,2025-09-19 21:31,17.93928977232679,TICK061,BUY,0
J00258,2025-09-19 21:34,18.790251060028076,USDT,DEPOSIT,0
J00259,2025-09-19 21:36,17.83437336636505,ASII,SELL,0
J00260,2025-09-19 21:37,17.973323052823535,TICK019,BUY,0
J00261,2025-09-19 21:39,17.720223288323137,TICK016,SELL,0
J00262,2025-09-19 21:41,18.05033240084898,TICK058,WITHDRAWAL,0
J00263,2025-09-19 21:43,18.9545778582196,TICK048,DEPOSIT,0
J00264,2025-09-19 21:44,15.290460048538858,ICBP,BUY,0
J00265,2025-09-19 21:45,17.46052396203521,TICK027,BUY,0
J00266,2025-09-19 21:46,17.040570541444946,TICK059,SELL,0
J00267,2025-09-19 21:47,18.831128086758152,TICK052,DEPOSIT,0
J00268,2025-09-19 21:48,17.12170749851479,TICK028,WITHDRAWAL,0
J00269,2025-09-19 21:49,17.929740195064053,TICK040,BUY,0
J00270,2025-09-19 21:51,20.555260103609253,ETH,WITHDRAWAL,1
J00271,2025-09-19 21:54,20.45435640532767,BBTN,WITHDRAWAL,1
J00272,2025-09-19 21:57,16.697256778192244,TICK034,BUY,0
J00273,2025-09-19 21:58,20.128293161002105,SOL,WITHDRAWAL,1
J00274,2025-09-19 22:01,15.34993587381071,UNVR,BUY,0
J00275,2025-09-19 22:03,17.696508216299478,TICK048,SELL,0
J00276,2025-09-19 22:05,17.720707982020578,TICK001,BUY,0
J00277,2025-09-19 22:08,17.99412025470173,BBCA,SELL,0
J00278,2025-09-19 22:11,16.13422939927867,TICK055,SELL,0
J00279,2025-09-19 22:13,17.380008375335326,TICK016,BUY,0
J00280,2025-09-19 22:14,17.950213775381542,TICK018,SELL,0
J00281,2025-09-19 22:16,20.45131785329848,BBTN,SELL,1
J00282,2025-09-19 22:17,17.556184136029696,TICK034,BUY,0
J00283,2025-09-19 22:19,16.727790730964305,TICK040,WITHDRAWAL,0
J00284,2025-09-19 22:21,17.1062476644947,TICK075,BUY,0
J00285,2025-09-19 22:24,17.79770397064526,TICK044,BUY,0
J00286,2025-09-19 22:25,17.86198461050509,TLKM,SELL,0
J00287,2025-09-19 22:26,19.86803844475558,ETH,WITHDRAWAL,1
J00288,2025-09-19 22:27,17.657002037354868,TICK022,BUY,0
J00289,2025-09-19 22:29,17.196937723804993,TICK025,SELL,0
J00290,2025-09-19 22:32,17.794304490855705,TICK013,SELL,0
J00291,2025-09-19 22:34,17.899432307564606,BNB,SELL,0
J00292,2025-09-19 22:36,20.06576809049194,GOTO,WITHDRAWAL,1
J00293,2025-09-19 22:39,16.10327141289249,KLBF,BUY,0
J00294,2025-09-19 22:41,17.860552089523402,TICK075,BUY,0
J00295,2025-09-19 22:42,18.029369323174183,TICK016,BUY,0
J00296,2025-09-19 22:43,17.82651977829293,TICK076,BUY,0
J00297,2025-09-19 22:45,17.1568350331179,TICK010,WITHDRAWAL,0
J00298,2025-09-19 22:46,17.764819926126414,TICK008,SELL,0
J00299,2025-09-19 22:47,15.835182986775516,TICK026,BUY,0
J00300,2025-09-19 22:48,17.158079881682543,TICK075,BUY,0
J00301,2025-09-19 22:49,17.87976653129933,TICK034,BUY,0
J00302,2025-09-19 22:50,17.65866969072762,BMRI,SELL,0
J00303,2025-09-19 22:52,16.848848876411466,TICK003,BUY,0
J00304,2025-09-19 22:53,17.526685265493224,TICK078,WITHDRAWAL,0
J00305,2025-09-19 22:56,14.953389712566763,BTC,BUY,0
J00306,2025-09-19 22:57,18.028391575654464,TICK063,BUY,0
J00307,2025-09-19 22:59,17.501707392068553,TICK073,WITHDRAWAL,0
J00308,2025-09-19 23:00,18.892678521062926,ADA,DEPOSIT,0
J00309,2025-09-19 23:01,17.047778467219437,TICK034,BUY,0
J00310,2025-09-19 23:04,16.698174576296402,TICK038,BUY,0
J00311,2025-09-19 23:06,18.913471653502498,TICK059,DEPOSIT,0
J00312,2025-09-19 23:08,17.332052448937162,TICK059,SELL,0
J00313,2025-09-19 23:10,17.266383362632254,ICBP,SELL,0
J00314,2025-09-19 23:12,17.242426302377947,TICK008,SELL,0
J00315,2025-09-19 23:13,17.427487423233714,TICK074,WITHDRAWAL,0
J00316,2025-09-19 23:15,17.35329374195536,TICK012,SELL,0
J00317,2025-09-19 23:18,16.98388082020804,TICK001,BUY,0
J00318,2025-09-19 23:21,17.551489199733332,TICK041,BUY,0
J00319,2025-09-19 23:24,16.785725157408226,SOL,SELL,0
J00320,2025-09-19 23:26,18.01297574916995,KLBF,BUY,0
J00321,2025-09-19 23:28,17.680370779321386,TICK059,BUY,0
J00322,2025-09-19 23:30,16.898904884272497,INCO,SELL,0
J00323,2025-09-19 23:32,17.715627911544505,TICK069,BUY,0
J00324,2025-09-19 23:33,18.034012330889553,TICK001,WITHDRAWAL,0
J00325,2025-09-19 23:34,17.80900596856126,ANTM,BUY,0
J00326,2025-09-19 23:37,17.827053705221086,TICK053,SELL,0
J00327,2025-09-19 23:38,16.68420351965955,USDT,SELL,0
J00328,2025-09-19 23:39,16.5404639583225,TICK013,BUY,0
J00329,2025-09-19 23:40,17.51980703173833,TICK012,BUY,0
J00330,2025-09-19 23:43,16.896939724118376,TICK028,BUY,0
J00331,2025-09-19 23:45,18.98069481827552,TICK025,DEPOSIT,0
J00332,2025-09-19 23:46,17.973217825323168,SOL,SELL,0
J00333,2025-09-19 23:48,17.07858503163359,LTC,BUY,0
J00334,2025-09-19 23:49,17.85310815698312,SOL,BUY,0
J00335,2025-09-19 23:51,17.7671149807149,UNVR,WITHDRAWAL,0
J00336,2025-09-19 23:52,16.349617922554895,TICK043,BUY,0
J00337,2025-09-19 23:55,16.561132035723926,TICK024,WITHDRAWAL,0
J00338,2025-09-19 23:58,17.55712704377532,ANTM,BUY,0
J00339,2025-09-19 23:59,17.617610187033893,TICK010,BUY,0
J00340,2025-09-20 00:02,16.8862830011837,TICK045,SELL,0
J00341,2025-09-20 00:04,16.401570962385634,TICK005,BUY,0
J00342,2025-09-20 00:07,16.732690953672154,TICK017,DEPOSIT,0
J00343,2025-09-20 00:10,16.750479681357223,TICK053,SELL,0
J00344,2025-09-20 00:11,16.49858443123275,TICK046,SELL,0
J00345,2025-09-20 00:12,17.160278812733274,TICK049,SELL,0
J00346,2025-09-20 00:14,17.09560060962126,TICK015,SELL,0
J00347,2025-09-20 00:16,17.21509654202239,TICK026,SELL,0
J00348,2025-09-20 00:17,17.18388883637477,TICK064,SELL,0
J00349,2025-09-20 00:18,18.570625396549588,TICK067,DEPOSIT,0
J00350,2025-09-20 00:19,17.47975112741947,UNVR,SELL,0
J00351,2025-09-20 00:21,15.520594048495857,TICK063,BUY,0
J00352,2025-09-20 00:24,16.76174991547657,TICK069,BUY,0
J00353,2025-09-20 00:25,17.42118433874854,TICK074,BUY,0
J00354,2025-09-20 00:27,17.762109003953974,TICK003,BUY,0
J00355,2025-09-20 00:30,15.430372135699079,TICK028,BUY,0
J00356,2025-09-20 00:32,17.86242924994461,TLKM,BUY,0
J00357,2025-09-20 00:34,16.04729972637622,ANTM,BUY,0
J00358,2025-09-20 00:35,17.69870197906382,TICK034,DEPOSIT,0
J00359,2025-09-20 00:38,18.709194128268667,XRP,DEPOSIT,0
J00360,2025-09-20 00:39,17.966652206718436,DOGE,BUY,0
J00361,2025-09-20 00:42,17.716173299250286,TICK006,WITHDRAWAL,0
J00362,2025-09-20 00:45,17.84020449671372,TICK023,WITHDRAWAL,0
J00363,2025-09-20 00:48,18.578569502734553,BTC,DEPOSIT,0
J00364,2025-09-20 00:49,15.598728149003875,TICK060,BUY,0
J00365,2025-09-20 00:52,17.905557732964066,TICK045,BUY,0
J00366,2025-09-20 00:54,15.976108379373766,TICK058,BUY,0
J00367,2025-09-20 00:56,17.488420703717985,TICK073,SELL,0
J00368,2025-09-20 00:59,17.670283573594816,TICK038,SELL,0
J00369,2025-09-20 01:02,17.96335233166351,TICK013,SELL,0
J00370,2025-09-20 01:05,16.56869861086195,TICK078,DEPOSIT,0
J00371,2025-09-20 01:07,17.741460018579964,TICK034,WITHDRAWAL,0
J00372,2025-09-20 01:08,18.03280452050163,TICK024,SELL,0
J00373,2025-09-20 01:10,15.22374496635227,TICK019,WITHDRAWAL,0
J00374,2025-09-20 01:11,18.14193097939368,TLKM,DEPOSIT,0
J00375,2025-09-20 01:13,16.572223867545635,TICK076,BUY,0
J00376,2025-09-20 01:14,18.96905662297186,TICK061,DEPOSIT,0
J00377,2025-09-20 01:17,17.412513674882327,TICK049,BUY,0
J00378,2025-09-20 01:19,17.888415491734637,DOGE,BUY,0
J00379,2025-09-20 01:20,17.19362755835908,TICK073,WITHDRAWAL,0
J00380,2025-09-20 01:22,17.95439419778572,USDT,BUY,0
J00381,2025-09-20 01:23,17.642813123836884,DOT,BUY,0
J00382,2025-09-20 01:25,17.345305120692846,GOTO,WITHDRAWAL,0
J00383,2025-09-20 01:26,17.843346570928173,TICK005,BUY,0
J00384,2025-09-20 01:27,17.382550488111836,TICK009,BUY,0
J00385,2025-09-20 01:29,15.583829601122416,TICK059,BUY,0
J00386,2025-09-20 01:31,17.91305825134666,TICK009,SELL,0
J00387,2025-09-20 01:33,16.29161029045261,TICK076,BUY,0
J00388,2025-09-20 01:34,17.33650086521127,TICK007,BUY,0
J00389,2025-09-20 01:37,16.623193401735538,TICK030,DEPOSIT,0
J00390,2025-09-20 01:40,17.83652602155498,TICK037,BUY,0
J00391,2025-09-20 01:41,17.637458450681056,TICK062,SELL,0
J00392,2025-09-20 01:42,18.013688270014637,TICK054,BUY,0
J00393,2025-09-20 01:45,17.92726655753189,TICK066,SELL,0
J00394,2025-09-20 01:46,16.83806478520801,TICK074,SELL,0
J00395,2025-09-20 01:48,17.052674216348823,BNB,WITHDRAWAL,1
J00396,2025-09-20 01:51,16.878190713438677,BBTN,BUY,0
