tx_id,unix_timestamp,amount,merchant_country,avg_amount_7d,time_since_last_tx_sec,is_fraud
M00098,1758264740,5.267694139481822,JP,4.819695711755889,34,0
M00099,1758264928,3.3693932232491544,US,4.825446250107195,188,0
M00100,1758265186,4.879371744595374,KR,4.817670182754078,258,0
M00101,1758265475,2.8763288603895503,SG,4.818306428957943,289,0
M00102,1758265647,4.938487308155357,US,4.80978927108334,172,0
M00103,1758265930,4.74606527941115,JP,4.811134900962202,283,0
M00104,1758266179,4.995502469140792,US,4.810523084962881,249,0
M00105,1758266228,5.026577741072385,US,4.8124749637598345,49,0
M00106,1758266418,3.45784954476891,JP,4.8147461917453205,190,0
M00107,1758266618,4.087076872105445,US,4.807716432513032,200,0
M00108,1758266848,4.011270448552152,US,4.802905260992356,230,0
M00109,1758267007,4.824830073827324,JP,4.7978285392786,159,0
M00110,1758267226,4.032115659757586,US,4.798079602982504,219,0
M00111,1758267401,4.669051639660198,CN,4.793203055489254,175,0
M00112,1758267479,4.524128601940623,RU,4.792150664923373,78,0
M00113,1758267624,4.789176618564924,JP,4.7900492701922825,145,0
M00114,1758267904,4.311001591665616,US,4.790041550950297,280,0
M00115,1758268156,5.227707990482424,CN,4.786697172943039,252,0
M00116,1758268349,5.268768791237805,US,4.791505399357621,193,0
M00117,1758268446,4.309739609425167,KR,4.796764459037336,97,0
M00118,1758268507,5.216458628198839,SG,4.793463733561999,61,0
M00119,1758268593,5.079175500767824,JP,4.797915896961879,86,0
M00120,1758268685,3.913870291682815,JP,4.800641569542174,92,0
M00121,1758268973,4.75141439384598,JP,4.795729389423009,288,0
M00122,1758269133,4.377470626794551,JP,4.795371082004519,160,0
M00123,1758269250,5.088722731117544,US,4.792567382919184,117,0
M00124,1758269514,5.194696192000196,US,4.795365732454064,264,0
M00125,1758269515,5.7073741432699565,CN,4.7993161948578775,1,1
M00126,1758269864,4.858848932626991,US,4.811082717279575,349,0
M00127,1758270056,4.988009364912437,US,4.8114709387689745,192,0
M00128,1758270147,4.630243398842654,KR,4.812990101354202,91,0
M00129,1758270435,4.582704768754546,US,4.811684398674537,288,0
M00130,1758270641,4.752078154325736,SG,4.810096663964837,206,0
M00131,1758270937,5.109457938832687,JP,4.809662973634613,296,0
M00132,1758270938,4.884688683150285,CN,4.812327984739731,1,0
M00133,1758271022,3.5286124479393726,SG,4.81289633108258,84,0
M00134,1758271122,3.507942197025107,US,4.807444268258937,100,0
M00135,1758271324,4.467058358382258,US,4.802001629668759,202,0
M00136,1758271325,6.232553920747011,CN,4.799891097897504,1,1
M00137,1758271613,4.4099594856336815,US,4.823074977194325,288,0
M00138,1758271659,4.387514044307881,US,4.820601745150482,46,0
M00139,1758271861,5.196354323735575,JP,4.818051420581994,202,0
M00140,1758271967,5.166519277423863,US,4.821353911390535,106,0
M00141,1758272176,4.592632828877321,US,4.824294038080081,209,0
M00142,1758272177,4.984054285912882,JP,4.822826400006628,1,0
M00143,1758272334,4.5449805322281165,SG,4.824057702863635,157,0
M00144,1758272341,4.817148174275537,US,4.822353324822237,7,0
M00145,1758272626,4.086475411177874,KR,4.822317271205477,285,0
M00146,1758272670,4.634916976320801,JP,4.818718402711446,44,0
M00147,1758272724,4.87744753010797,SG,4.817567747953369,54,0
M00148,1758272755,4.523382562340474,SG,4.817987448319339,31,0
M00149,1758272821,5.037474010969517,JP,4.816261810400536,66,0
M00150,1758272823,5.428164311632366,CN,4.817922096740537,2,1
M00151,1758273153,2.141354761030489,US,4.823512290667656,330,0
M00152,1758273423,5.216450747391429,SG,4.81732374654303,270,0
M00153,1758273686,4.336003192316252,SG,4.8205456749230535,263,0
M00154,1758273712,4.010194489942742,JP,4.818032578258166,26,0
M00155,1758273840,4.593413743136745,JP,4.814427521938088,128,0
M00156,1758274101,4.000531105874544,CN,4.813147384419138,261,0
M00157,1758274151,5.0038289640478775,KR,4.809574957784693,50,0
M00158,1758274351,4.18700454219726,US,4.810939661249892,200,0
M00159,1758274479,5.2952112018341335,JP,4.807997563609346,128,0
M00160,1758274530,4.0920838430645174,US,4.811938055869886,51,0
M00161,1758274549,4.338146992755104,US,4.808725546428747,19,0
M00162,1758274636,4.709389232653931,US,4.806391400674183,87,0
M00163,1758274637,1.8946157302158306,CN,4.8058205837060575,1,0
M00164,1758274638,5.780366205903162,RU,4.8000025267670825,1,1
M00165,1758274861,3.9432529691228924,CN,4.810106343940713,223,0
M00166,1758275098,3.0876145253335943,KR,4.806586653509204,237,0
M00167,1758275250,5.038335790231882,US,4.801630114837353,152,0
M00168,1758275467,5.170508968751137,US,4.803228047842713,217,0
M00169,1758275490,4.461098446546288,SG,4.805866251962271,23,0
M00170,1758275582,4.670218622668081,KR,4.804139227890022,92,0
M00171,1758275779,4.832186183031337,CN,4.803401658924917,197,0
M00172,1758275796,3.1987460038715345,US,4.803572420965227,17,0
M00173,1758275971,4.5810231922299,JP,4.79891580754653,175,0
M00174,1758276022,5.263094025342976,SG,4.797783442947242,51,0
M00175,1758276148,3.840251395491484,JP,4.801182880818324,126,0
M00176,1758276149,6.0791572600068635,RU,4.797648277994169,1,1
M00177,1758276632,4.106130850620286,US,4.812324547563566,483,0
M00178,1758276660,4.726018237847062,US,4.809458971766848,28,0
M00179,1758276825,5.166815883149147,RU,4.809009126818777,165,0
M00180,1758276986,4.319979769376304,US,4.811409535256806,161,0
M00181,1758277005,4.293708032056009,US,4.809250267424718,19,0
M00182,1758277189,4.289058854049639,RU,4.807022244109757,184,0
M00183,1758277212,5.135676566808086,CN,4.804798523960588,23,0
M00184,1758277418,4.580007632395398,US,4.806939345489674,206,0
M00185,1758277481,4.257293911139241,CN,4.805835340666872,63,0
M00186,1758277519,3.7014315837300487,US,4.80355052677097,38,0
M00187,1758277541,3.417472697651692,SG,4.799953562733299,22,0
M00188,1758277679,5.277893559889468,US,4.795939931684514,138,0
M00189,1758277750,4.613660992648157,US,4.799228320580784,71,0
M00190,1758277889,2.999711964548889,US,4.798331796648151,139,0
M00191,1758278157,5.208066754748623,US,4.793930161470359,268,0
M00192,1758278407,5.257734459557168,CN,4.79661275792714,250,0
M00193,1758278632,3.9560295678407806,CN,4.799659423792003,225,0
M00194,1758278773,4.214105868474953,US,4.796702446484394,141,0
M00195,1758278807,5.264218806141927,JP,4.794423803030779,34,0
M00196,1758278929,2.205352495808152,US,4.797494295691048,122,0
M00197,1758278936,4.237594726630025,JP,4.792763016402194,7,0
M00198,1758278973,4.498363152476026,US,4.790598114584982,37,0
M00199,1758279064,5.05130165141691,SG,4.789317462042265,91,0
M00200,1758279272,4.35300479381879,JP,4.790821385839344,208,0
M00201,1758279508,4.276528421992125,KR,4.7890470333646675,236,0
M00202,1758279694,4.998785082423575,US,4.787049941333156,186,0
M00203,1758279772,5.145251743912216,US,4.788216688753502,78,0
M00204,1758279987,3.1858099290834465,US,4.790328181951442,215,0
M00205,1758279989,6.193628435667931,CN,4.786403757914891,2,1
M00206,1758280482,4.902717812775819,CN,4.801338523699943,493,0
M00207,1758280710,4.2091085289050865,US,4.8018563329145465,228,0
M00208,1758280972,4.915188275565182,SG,4.799693639421387,262,0
M00209,1758281186,3.686824939292997,JP,4.8002820647940005,214,0
M00210,1758281449,5.09242705014697,US,4.7970635973068365,263,0
M00211,1758281538,4.2294078627884435,US,4.798698520141844,89,0
M00212,1758281630,4.267668343476582,CN,4.796639181881528,92,0
M00213,1758281683,3.710632234781273,JP,4.794699618422735,53,0
M00214,1758281738,3.8547322132492208,US,4.791587819661915,55,0
M00215,1758281904,4.809637832840526,US,4.7887419893410295,166,0
M00216,1758282182,4.7825888072021066,US,4.788840197031341,278,0
M00217,1758282249,5.116545642803003,CN,4.788811345270015,67,0
M00218,1758282463,4.859072589905308,US,4.7905969398980455,214,0
M00219,1758282487,4.493456699511556,US,4.790921999669779,24,0
M00220,1758282778,5.09171248041412,RU,4.789746415582091,291,0
M00221,1758282936,2.2230408601438234,KR,4.7913474756016345,158,0
M00222,1758283085,4.961792811760482,US,4.787160738183231,149,0
M00223,1758283193,4.717798799591891,SG,4.788019864552214,108,0
M00224,1758283481,3.893332727249406,JP,4.78771572737932,288,0
M00225,1758283607,4.869923277220871,JP,4.785073220223787,126,0
M00226,1758283644,5.2902758982484235,US,4.785466715387432,37,0
M00227,1758283646,5.227430821828436,RU,4.78836811892122,2,1
M00228,1758283990,4.8714377907170645,US,4.790793600402296,344,0
M00229,1758284214,4.518280249129795,KR,4.79116188843353,224,0
M00230,1758284363,4.413106009677436,CN,4.790118474731504,149,0
M00231,1758284447,4.188085510944566,SG,4.788751921962448,84,0
M00232,1758284448,3.9248467376495664,US,4.786795229770547,1,0
M00233,1758284743,3.9500733882393355,JP,4.784302203887804,295,0
M00234,1758284801,5.056111399387244,SG,4.781870964155924,58,0
M00235,1758284906,4.23611104652714,KR,4.7832184792010075,105,0
M00236,1758284952,4.693797057373768,US,4.781423767935871,46,0
M00237,1758285023,3.863568294886778,US,4.781068208055666,71,0
M00238,1758285042,3.8592802606374623,US,4.778531307694838,19,0
M00239,1758285044,5.974389039927859,RU,4.776002135667959,2,1
M00240,1758285428,4.784477618316768,CN,4.7856407462630175,384,0
M00241,1758285495,4.649439401014362,CN,4.785635902702224,67,0
M00242,1758285784,4.949973812556635,US,4.785107427541452,289,0
M00243,1758285974,4.869225402632276,US,4.785847796147432,190,0
M00244,1758286241,3.8070995225961486,CN,4.786205560007553,267,0
M00245,1758286427,2.822665209878056,US,4.783643455878052,186,0
M00246,1758286723,4.070500423793779,JP,4.780130028541255,296,0
M00247,1758286888,4.50084420021653,US,4.778062145333475,165,0
M00248,1758287137,3.841990343368401,JP,4.777081459358372,249,0
M00249,1758287149,4.605852797632672,CN,4.774629059910631,12,0
M00250,1758287428,2.5770557355077646,SG,4.7740051620056105,279,0
M00251,1758287434,4.595516506651077,JP,4.770443393181747,6,0
M00252,1758287494,4.311402635425088,CN,4.7698038197685,60,0
M00253,1758287715,5.262823170593156,KR,4.768343602419722,221,0
M00254,1758287792,5.175903798307137,US,4.770868651693874,77,0
M00255,1758287805,5.254720888449052,CN,4.772832687053227,13,0
M00256,1758288063,4.901354566524931,JP,4.775257700247548,258,0
M00257,1758288217,5.275718705209987,US,4.775782531434313,154,0
M00258,1758288361,3.760180209492675,US,4.778303149835304,144,0
M00259,1758288362,6.314105218191124,RU,4.77582439201174,1,1
M00260,1758288671,5.016750672077832,US,4.789843721825738,309,0
M00261,1758288766,4.605744977826423,US,4.790822908080862,95,0
M00262,1758288935,3.8645245297457484,SG,4.790175340286302,169,0
M00263,1758288974,4.894064312084372,US,4.787868381440049,39,0
M00264,1758289066,5.274976419671218,US,4.788294297332698,92,0
M00265,1758289075,4.6823542477686955,JP,4.790666138991961,9,0
M00266,1758289161,3.9960269692839394,US,4.790278696692737,86,0
M00267,1758289275,2.631956881029363,US,4.788216117154692,114,0
M00268,1758289499,3.2698230037327405,CN,4.784898850817225,224,0
M00269,1758289745,5.059797923502964,US,4.781983379262,246,0
M00270,1758289746,5.533888496430302,RU,4.783173159401543,1,1
M00271,1758289747,5.601157005227923,CN,4.787307250137853,1,1
M00272,1758290290,5.157417093910266,JP,4.791933354455963,543,0
M00273,1758290293,5.488407498527185,RU,4.793554139575984,3,1
M00274,1758290623,5.082466719444699,US,4.797222915188579,330,0
M00275,1758290676,5.101097711022948,RU,4.798426884539984,53,0
M00276,1758290802,4.983564250001701,SG,4.7997114005232495,126,0
M00277,1758291072,5.276337462196015,CN,4.800442433828837,270,0
M00278,1758291215,5.197920131712563,US,4.802640212106598,143,0
M00279,1758291494,3.416429843832734,US,4.8043825773254785,279,0
M00280,1758291697,4.2908929924999795,KR,4.801689296891333,203,0
M00281,1758291699,5.61528837680241,RU,4.800259766999772,2,1
M00282,1758291885,4.896615127569071,JP,4.804731038185941,186,0
M00283,1758291995,4.527510337263793,SG,4.805072248580963,110,0
M00284,1758292280,5.159707659022778,US,4.804215445790554,285,0
M00285,1758292381,4.872013874598693,US,4.805717425746895,101,0
M00286,1758292527,4.360058700809025,US,4.805957900124275,146,0
M00287,1758292528,6.104607434530458,RU,4.804699235282939,1,1
M00288,1758293022,5.14729156245485,CN,4.813955772679201,494,0
M00289,1758293186,5.142361276096783,SG,4.815328496220375,164,0
M00290,1758293440,5.22073237162014,JP,4.816666171849893,254,0
M00291,1758293475,5.068816247603371,CN,4.818381606906432,35,0
M00292,1758293477,6.063035681140678,RU,4.8193590796348955,2,1
M00293,1758293805,4.403705540425301,US,4.827776776420251,328,0
M00294,1758294034,4.2481467382544675,US,4.826596480366783,229,0
M00295,1758294194,4.0304420817356466,US,4.825101373545854,160,0
M00296,1758294375,5.081227595827835,US,4.8232411193235585,181,0
M00297,1758294403,3.411309476272959,US,4.824234954072232,28,0
M00298,1758294563,4.59960948106025,SG,4.821684330565354,160,0
M00299,1758294589,5.16364024911829,JP,4.8210158367653015,26,0
M00300,1758294754,5.074231576767113,US,4.822381591306289,165,0
M00301,1758294876,4.062819691618977,KR,4.823335812704372,122,0
M00302,1758294937,2.5596817884149914,JP,4.82156489378121,61,0
M00303,1758295084,4.462523331059047,KR,4.818594108433524,147,0
M00304,1758295149,4.801835251568293,US,4.817604916520646,65,0
M00305,1758295174,5.151418174595054,US,4.817553448173728,25,0
M00306,1758295185,4.691462788955,SG,4.818852126627212,11,0
M00307,1758295288,4.057568894640665,US,4.818461170594721,103,0
M00308,1758295511,4.946612216430919,JP,4.816724318924488,223,0
M00309,1758295684,4.434658566432964,US,4.817174544586854,173,0
M00310,1758295722,5.117521850673905,KR,4.816145351691577,38,0
M00311,1758295855,2.363345452535894,US,4.817279283277956,133,0
M00312,1758296030,4.474003378739326,US,4.814335903657488,175,0
M00313,1758296100,4.480976479756177,JP,4.813410904441505,70,0
M00314,1758296142,4.792238518947902,KR,4.812506903931684,42,0
M00315,1758296217,4.329801130977278,US,4.812443002648004,75,0
M00316,1758296237,4.435852505343222,US,4.8112268691811515,20,0
M00317,1758296310,5.005984981687229,RU,4.810235973439924,73,0
M00318,1758296470,3.673768551497714,US,4.810917828007629,160,0
M00319,1758296710,3.9604727522656535,US,4.80877948059851,240,0
M00320,1758296972,3.2567685896868497,SG,4.806985204997662,262,0
M00321,1758297174,4.029731124432592,US,4.804520300874246,202,0
M00322,1758297281,4.649677040729435,CN,4.802839140598281,107,0
M00323,1758297561,3.7585427472055075,US,4.802398020432034,280,0
M00324,1758297836,3.0129625162308935,CN,4.80039010697789,275,0
M00325,1758297943,5.299773742580538,JP,4.797817016122163,107,0
M00326,1758297947,4.55140217178075,JP,4.799821008404813,4,0
M00327,1758298077,5.124867959431304,CN,4.799146035779799,130,0
M00328,1758298217,5.011041579026287,JP,4.800322805411943,140,0
M00329,1758298420,3.644436297559705,US,4.801037687365475,203,0
M00330,1758298464,4.662440975793097,JP,4.798952089734426,44,0
M00331,1758298627,4.759884702698832,US,4.798565338060003,163,0
M00332,1758298722,3.604902623460037,SG,4.798450702810981,95,0
M00333,1758298871,3.3257532164311887,SG,4.796349532366064,149,0
M00334,1758298879,4.048813844845887,US,4.794033905676621,8,0
M00335,1758299037,4.042110595824534,JP,4.792459702721193,158,0
M00336,1758299048,4.0964950109264775,US,4.790882942900762,11,0
M00337,1758299304,4.011487748363462,US,4.789391891386335,256,0
M00338,1758299518,4.724098387680637,US,4.787786353265524,214,0
M00339,1758299794,4.149575625957068,US,4.787603785521289,276,0
M00340,1758299990,5.052869117000246,SG,4.786211469165632,196,0
M00341,1758300283,2.785895879002405,JP,4.78710986959216,293,0
M00342,1758300346,4.845713222257206,KR,4.784570492933076,63,0
M00343,1758300348,5.053865865488217,US,4.784754834513806,2,0
M00344,1758300618,4.513581113765761,CN,4.785654722351482,270,0
M00345,1758300816,4.223445694274902,US,4.784962035360102,198,0
M00346,1758301022,4.175957011446689,US,4.783715878279324,206,0
M00347,1758301109,4.247346765218647,JP,4.782398739430026,87,0
M00348,1758301210,3.3633510713259867,JP,4.7812039015474355,101,0
M00349,1758301414,4.781723079218491,JP,4.7790240376440405,204,0
M00350,1758301536,4.848725072653358,KR,4.779031781703644,122,0
M00351,1758301559,4.406572518974409,JP,4.779237986966818,23,0
M00352,1758301647,5.259536798366675,KR,4.778351256763827,88,0
M00353,1758301762,5.213465887981695,US,4.78010537496044,115,0
M00354,1758302011,4.160220238236942,SG,4.781640830636492,249,0
M00355,1758302114,5.002660319158993,US,4.780332576319359,103,0
M00356,1758302262,3.356255452959122,JP,4.781033684444083,148,0
M00357,1758302441,5.035481999295516,CN,4.778898152464969,179,0
M00358,1758302482,5.007089650066199,KR,4.7797171646968275,41,0
M00359,1758302657,4.3246965136967646,US,4.780430031666247,175,0
M00360,1758302718,4.400055270114405,US,4.779409964944415,61,0
M00361,1758302981,4.789838938732951,SG,4.778532643685451,263,0
M00362,1758303070,4.105006472807909,US,4.77856414028851,89,0
M00363,1758303162,4.767999152647592,CN,4.777209331577492,92,0
M00364,1758303283,5.187871437215154,US,4.777184075349065,121,0
M00365,1758303391,4.529835719695537,US,4.778578305898011,108,0
M00366,1758303569,3.8247321467516926,RU,4.777974783195246,178,0
M00367,1758303786,4.743353928016092,US,4.776294380288991,217,0
M00368,1758304075,4.892640232110675,US,4.776206082592571,289,0
M00369,1758304341,4.687367125861004,US,4.776541579367287,266,0
M00370,1758304420,2.3615755639130267,JP,4.776310349355138,79,0
M00371,1758304601,4.916396091860409,US,4.773846210569715,181,0
M00372,1758304700,2.5797937120692436,US,4.77425909190781,99,0
M00373,1758304941,4.470468282260505,SG,4.771867573516629,241,0
M00374,1758304949,4.463693660567969,US,4.771169695539412,8,0
M00375,1758305247,5.141951188455239,US,4.770461692260578,298,0
M00376,1758305359,5.160325244765446,JP,4.771660686823585,112,0
M00377,1758305582,5.057093489170956,US,4.772923213140163,223,0
M00378,1758305784,5.1110664576499,CN,4.7737946082995775,202,0
M00379,1758305894,3.8849902287749507,SG,4.774855209434481,110,0
M00380,1758306182,4.981380836875398,KR,4.773299147690901,288,0
M00381,1758306262,5.024606524364323,SG,4.77390768289173,80,0
M00382,1758306484,5.060849391176312,RU,4.774655232961708,222,0
M00383,1758306762,5.081297000642488,US,4.775522267771246,278,0
M00384,1758306798,3.633164239059389,US,4.776455712999749,36,0
M00385,1758307073,4.027142640780674,JP,4.774680096056815,275,0
M00386,1758307340,5.0677643652391255,CN,4.773311708839135,267,0
M00387,1758307454,3.5476897654907074,US,4.774198340039137,114,0
M00388,1758307705,3.4069267277874515,KR,4.772370611015492,251,0
M00389,1758307707,5.280752063383121,JP,4.770449352512624,2,0
M00390,1758307764,5.2715581612711375,US,4.772159445698201,57,0
M00391,1758307989,4.271975830730681,RU,4.773818914730979,225,0
M00392,1758308269,2.0380537997907595,US,4.772809233313096,280,0
M00393,1758308307,4.426737923019815,US,4.770420949653006,38,0
M00394,1758308521,2.4020107331444978,US,4.769680608684167,214,0
M00395,1758308524,6.159016643111027,CN,4.767377702181576,3,1
M00396,1758308787,3.9060491637299277,CN,4.774997799280969,263,0
M00397,1758309055,5.1337250465638675,US,4.773530542202848,268,0
M00398,1758309193,4.371769242278137,US,4.774622158340591,138,0
M00399,1758309224,2.0285549894486254,JP,4.7737886713997195,31,0
M00400,1758309285,4.869002573322555,JP,4.771440636945743,61,0
M00401,1758309437,2.9843071904385345,JP,4.771696803439926,152,0
M00402,1758309676,5.194901615871654,JP,4.76961832712238,239,0
M00403,1758309832,3.986090412047394,US,4.770935925864019,156,0
M00404,1758309975,3.9581343701793568,KR,4.769585610557376,143,0
M00405,1758310155,4.42393079967217,SG,4.768208952850491,180,0
M00406,1758310445,3.294057001267171,JP,4.767489513287844,290,0
M00407,1758310682,2.3525100951061164,US,4.765589032695813,237,0
M00408,1758310728,5.216573902449472,US,4.76334952240209,46,0
M00409,1758310787,5.161372288013505,JP,4.7647538720701395,59,0
M00410,1758310894,5.218638208052523,CN,4.765943356253036,107,0
M00411,1758310976,4.9268528065517945,JP,4.767338831524941,82,0
M00412,1758311196,2.1446257675399556,KR,4.767759523201795,220,0
M00413,1758311493,5.276949535387769,US,4.765505954447257,297,0
M00414,1758311665,4.971262054434441,US,4.767121348543994,172,0
M00415,1758311668,6.278793327870351,RU,4.767668229684895,3,1
M00416,1758312062,5.0028283696548765,US,4.776142645899677,394,0
M00417,1758312268,4.758575400723812,US,4.776754082892351,206,0
M00418,1758312478,4.919817628979373,SG,4.776710881847384,210,0
M00419,1758312566,5.116197984626833,US,4.777078883422161,88,0
M00420,1758312786,5.239393543283096,JP,4.7780419291363145,220,0
M00421,1758312947,5.083561639438664,SG,4.779436709523935,161,0
M00422,1758312950,6.057609122237885,RU,4.780280625014271,3,1
M00423,1758312951,6.002120779788613,CN,4.786392346629767,1,1
M00424,1758312952,5.541762791295437,RU,4.791986010922815,1,1
M00425,1758313549,4.916979670820348,US,4.794615869418615,597,0
M00426,1758313735,4.740263581676005,US,4.794922093545285,186,0
M00427,1758313774,2.830935469766308,US,4.794797222877414,39,0
M00428,1758313938,4.773197604457274,CN,4.792781880814917,164,0
M00429,1758313941,5.345031394907632,RU,4.792736567287768,3,1
M00430,1758314362,4.357561304465685,US,4.7944535891033,421,0
M00431,1758314618,4.99226599881708,JP,4.793630089693289,256,0
M00432,1758314814,5.185128426433094,CN,4.794139792231447,196,0
M00433,1758314818,3.7941922521762823,JP,4.795246683358889,4,0
M00434,1758314967,5.081433551075155,JP,4.793784857310147,149,0
M00435,1758314970,6.3590705219308665,RU,4.794552509200994,3,1
M00436,1758315035,4.77412785713306,JP,4.803205470560389,65,0
