transaction_id,timestamp,amount,hashed_merchant_id,hashed_customer_id,location,is_fraud
N00064,2025-09-19 15:03,13.088264564894699,0x2f2c...,0xb643...,Jakarta,0
N00065,2025-09-19 15:05,13.426176639784359,0x95bf...,0xdcd6...,Bandung,0
N00066,2025-09-19 15:06,12.89320929900772,0x1648...,0x4a40...,Jakarta,0
N00067,2025-09-19 15:09,13.411910210109474,0x492a...,0x69de...,Jakarta,0
N00068,2025-09-19 15:11,13.64108931137424,0x7a12...,0x2f4e...,Jakarta,0
N00069,2025-09-19 15:12,16.03631699573267,0xddc0...,0xa95b...,Jakarta,1
N00070,2025-09-19 15:15,12.50520639649602,0x1648...,0xdbea...,Bandung,0
N00071,2025-09-19 15:18,11.99700456832051,0x6f05...,0x88ae...,Surabaya,0
N00072,2025-09-19 15:20,13.641815287546502,0xddc0...,0x683f...,Jakarta,0
N00073,2025-09-19 15:22,13.709287448156841,0x3f27...,0x110e...,Jakarta,0
N00074,2025-09-19 15:23,13.338910822160154,0xf7c9...,0xbe12...,Jakarta,0
N00075,2025-09-19 15:25,15.22885499457637,0xddc0...,0x9185...,Bandung,1
N00076,2025-09-19 15:28,13.602235650998663,0x5709...,0xbe14...,Jakarta,0
N00077,2025-09-19 15:30,13.114972129303906,0x6a0a...,0x558b...,Jakarta,0
N00078,2025-09-19 15:33,12.567366406292935,0x2f2c...,0x19d7...,Surabaya,0
N00079,2025-09-19 15:34,12.88336479676602,0x7280...,0x55af...,Jakarta,0
N00080,2025-09-19 15:35,13.65707738801882,0x95bf...,0xc564...,Jakarta,0
N00081,2025-09-19 15:36,13.488264033287706,0x95bf...,0x88ae...,Jakarta,0
N00082,2025-09-19 15:37,13.266603971282867,0x7280...,0x183b...,Surabaya,0
N00083,2025-09-19 15:40,13.442452134775017,0xf1b2...,0x0d89...,International,0
N00084,2025-09-19 15:42,13.564674586633156,0x3f27...,0x0d89...,Jakarta,0
N00085,2025-09-19 15:43,16.180110458959177,0xc7fc...,0xa95b...,International,1
N00086,2025-09-19 15:45,15.821319552919345,0xddc0...,0x558b...,Jakarta,1
N00087,2025-09-19 15:48,11.981621990327758,0x9ba9...,0x12ca...,Bandung,0
N00088,2025-09-19 15:51,12.198685427096155,0xddc0...,0x5980...,Surabaya,0
N00089,2025-09-19 15:52,12.575841488980064,0x63ec...,0xbe12...,International,0
N00090,2025-09-19 15:55,13.479861582370686,0x1b38...,0x4a26...,Jakarta,0
N00091,2025-09-19 15:57,12.07440808072633,0x54cd...,0x88ae...,Surabaya,0
N00092,2025-09-19 16:00,12.214368142554282,0x3f27...,0xcb01...,Bandung,0
N00093,2025-09-19 16:02,13.691286573862502,0x9132...,0x19d7...,Jakarta,0
N00094,2025-09-19 16:05,12.94876684662864,0x92aa...,0x3239...,Surabaya,0
N00095,2025-09-19 16:08,12.217146107811287,0x54cd...,0x16cb...,Surabaya,0
N00096,2025-09-19 16:11,13.589842572946884,0x80fd...,0xee14...,Bandung,0
N00097,2025-09-19 16:12,13.680555294974441,0x54cd...,0x65e4...,Surabaya,0
N00098,2025-09-19 16:15,15.85765266964377,0xfdc8...,0x2f4e...,International,1
N00099,2025-09-19 16:16,15.065836559466224,0xddc0...,0x558b...,International,1
N00100,2025-09-19 16:19,13.308124013779116,0x9ba9...,0xa95b...,Bandung,0
N00101,2025-09-19 16:21,13.579516035504422,0x2f2c...,0xee14...,Bandung,0
N00102,2025-09-19 16:22,13.678963193293443,0x80fd...,0x9cff...,Jakarta,0
N00103,2025-09-19 16:23,13.235165138196704,0x6a0a...,0x94a5...,Jakarta,0
N00104,2025-09-19 16:26,13.659310446151878,0x26a5...,0x9311...,Jakarta,0
N00105,2025-09-19 16:28,13.548129028043991,0x5709...,0x12ca...,Surabaya,0
N00106,2025-09-19 16:29,12.341878948582659,0x63ec...,0x69de...,Jakarta,0
N00107,2025-09-19 16:32,13.316659617307355,0x9132...,0xd265...,Jakarta,0
N00108,2025-09-19 16:35,13.357566716270968,0x54cd...,0x71c5...,Jakarta,0
N00109,2025-09-19 16:36,16.260508771505002,0xddc0...,0x558b...,Bandung,1
N00110,2025-09-19 16:37,13.171298293001529,0x1b38...,0x683f...,Surabaya,0
N00111,2025-09-19 16:40,13.436663037760379,0x1478...,0xb322...,Jakarta,0
N00112,2025-09-19 16:42,13.248930827974311,0x92aa...,0x4a26...,Bandung,0
N00113,2025-09-19 16:43,12.63834195639039,0xf1b2...,0xd2d3...,Bandung,0
N00114,2025-09-19 16:45,13.096553140504511,0x95bf...,0x3239...,Jakarta,0
N00115,2025-09-19 16:48,13.650681904282544,0x54cd...,0x819a...,Jakarta,0
N00116,2025-09-19 16:50,13.55954676669781,0xddc0...,0xbe14...,Jakarta,0
N00117,2025-09-19 16:53,13.329242578331229,0x1a2b...,0xb322...,Jakarta,0
N00118,2025-09-19 16:54,12.786963365744427,0x1478...,0x2659...,Jakarta,0
N00119,2025-09-19 16:57,12.474831803624856,0x6a0a...,0xca91...,Jakarta,0
N00120,2025-09-19 16:59,12.702139898320619,0x9ba9...,0x8180...,International,0
N00121,2025-09-19 17:02,12.750818420798868,0xddc0...,0x8180...,Jakarta,0
N00122,2025-09-19 17:04,13.675467726143369,0x1a2b...,0x12ca...,Jakarta,0
N00123,2025-09-19 17:07,15.20354166007607,0xc7fc...,0x558b...,Bandung,1
N00124,2025-09-19 17:08,12.930464100329264,0x6a0a...,0xc564...,Jakarta,0
N00125,2025-09-19 17:09,16.04995427398985,0xc7fc...,0x2f4e...,Jakarta,1
N00126,2025-09-19 17:12,12.887096636287808,0x3f27...,0x0d89...,Jakarta,0
N00127,2025-09-19 17:13,13.510889833122157,0x1478...,0xd2d3...,Jakarta,0
N00128,2025-09-19 17:16,13.326371406858039,0x492a...,0xb79d...,Jakarta,0
N00129,2025-09-19 17:17,15.0531781625943,0xddc0...,0xa95b...,International,1
N00130,2025-09-19 17:20,13.67470131736373,0x2f2c...,0x45c9...,Surabaya,0
N00131,2025-09-19 17:22,13.385942288505216,0x26a5...,0xdcd6...,Jakarta,0
N00132,2025-09-19 17:24,13.7008816677571,0x63ec...,0x8180...,Jakarta,0
N00133,2025-09-19 17:26,11.526098320680475,0x315e...,0x7f60...,Jakarta,0
N00134,2025-09-19 17:28,12.69049371717316,0x80fd...,0xba46...,Jakarta,0
N00135,2025-09-19 17:30,12.810697307901538,0x5709...,0x766a...,Jakarta,0
N00136,2025-09-19 17:32,15.375009626749204,0xc7fc...,0x2f4e...,International,1
N00137,2025-09-19 17:35,13.55632134767343,0x5709...,0xa006...,International,0
N00138,2025-09-19 17:38,12.191973721150672,0x63ec...,0xdcd6...,Bandung,0
N00139,2025-09-19 17:40,12.305741494338887,0x9ba9...,0x872d...,Surabaya,0
N00140,2025-09-19 17:42,14.987901359758535,0xddc0...,0x9185...,International,1
N00141,2025-09-19 17:43,12.855051091644864,0xfdc8...,0x45c9...,Surabaya,0
N00142,2025-09-19 17:46,13.398419631156774,0x7280...,0x3355...,Jakarta,0
N00143,2025-09-19 17:47,11.521240796573942,0x1b38...,0x88ae...,Jakarta,0
N00144,2025-09-19 17:49,13.159071320809709,0xf1b2...,0x8180...,Jakarta,0
N00145,2025-09-19 17:52,11.682727309542615,0xdd89...,0x3239...,International,0
N00146,2025-09-19 17:55,13.665957791514066,0x3f27...,0x65e4...,Surabaya,0
N00147,2025-09-19 17:57,12.286804346562494,0x6a0a...,0x110e...,Jakarta,0
N00148,2025-09-19 17:59,12.3981258624059,0x2f2c...,0xbe12...,International,0
N00149,2025-09-19 18:00,12.108961344680718,0x9132...,0xbdc8...,Jakarta,0
N00150,2025-09-19 18:02,15.463370980456924,0xfdc8...,0x2f4e...,International,1
N00151,2025-09-19 18:03,13.105794874684777,0x315e...,0xd2d3...,Jakarta,0
N00152,2025-09-19 18:06,13.294698569362566,0xdd89...,0x9311...,Bandung,0
N00153,2025-09-19 18:09,13.617064497277319,0x1b38...,0x65e4...,Bandung,0
N00154,2025-09-19 18:10,13.595191763265868,0x1b38...,0x94a4...,Surabaya,0
N00155,2025-09-19 18:11,15.682155149667448,0xfdc8...,0x2f4e...,International,1
N00156,2025-09-19 18:13,12.999442917755088,0x315e...,0xee14...,Bandung,0
N00157,2025-09-19 18:15,13.587191134906,0x1b38...,0x7f60...,Jakarta,0
N00158,2025-09-19 18:17,12.356129241736852,0x54cd...,0x9cff...,Jakarta,0
N00159,2025-09-19 18:18,13.360635118422707,0xf1b2...,0xb322...,Jakarta,0
N00160,2025-09-19 18:21,12.997779266778743,0x1a2b...,0x16cb...,Jakarta,0
N00161,2025-09-19 18:22,15.545260749265262,0xddc0...,0xa95b...,International,1
N00162,2025-09-19 18:24,11.914308921125478,0x315e...,0x7733...,Jakarta,0
N00163,2025-09-19 18:27,12.71225751764657,0x95bf...,0x8180...,Jakarta,0
N00164,2025-09-19 18:30,15.910042415932214,0xfdc8...,0x558b...,International,1
N00165,2025-09-19 18:32,12.450378683426395,0x92aa...,0x3131...,Surabaya,0
N00166,2025-09-19 18:33,13.197172103972314,0x1478...,0xb322...,Bandung,0
N00167,2025-09-19 18:36,13.502769105671236,0x315e...,0xd2d3...,Jakarta,0
N00168,2025-09-19 18:37,13.130942471512261,0xf7c9...,0x4010...,Jakarta,0
N00169,2025-09-19 18:38,13.429967187705405,0x54cd...,0x872d...,Jakarta,0
N00170,2025-09-19 18:39,11.978261970115783,0x63ec...,0x55af...,Surabaya,0
N00171,2025-09-19 18:42,12.747023901150708,0x6a0a...,0xdcd6...,Jakarta,0
N00172,2025-09-19 18:44,13.348645996685375,0xd191...,0x683f...,Jakarta,0
N00173,2025-09-19 18:46,11.873867292798714,0x26a5...,0xe4db...,Jakarta,0
N00174,2025-09-19 18:49,13.24837733478366,0xc7fc...,0x2685...,Jakarta,0
N00175,2025-09-19 18:52,12.367311005448604,0xddc0...,0x4a40...,Jakarta,0
N00176,2025-09-19 18:55,16.037947937771897,0xfdc8...,0xa95b...,International,1
N00177,2025-09-19 18:56,13.311167212097098,0x492a...,0x540d...,Bandung,0
N00178,2025-09-19 18:58,13.698018979830021,0xa6f9...,0x0d89...,Jakarta,0
N00179,2025-09-19 19:00,12.05698661866865,0x2f2c...,0x9311...,Jakarta,0
N00180,2025-09-19 19:03,13.199939044434075,0x80fd...,0x94a5...,Jakarta,0
N00181,2025-09-19 19:05,13.179070689513189,0x6f05...,0xa80e...,Jakarta,0
N00182,2025-09-19 19:06,11.923935173333744,0xfdc8...,0x1b4f...,Jakarta,0
N00183,2025-09-19 19:09,13.288460696821254,0x92aa...,0xa80e...,Jakarta,0
N00184,2025-09-19 19:11,11.985600522771122,0xdd89...,0xb322...,Jakarta,0
N00185,2025-09-19 19:14,13.385039900806232,0xd191...,0xee14...,Jakarta,0
N00186,2025-09-19 19:16,12.491680067381903,0x7a12...,0x766a...,Jakarta,0
N00187,2025-09-19 19:18,12.207496631181192,0x3f27...,0xc564...,Surabaya,0
N00188,2025-09-19 19:19,15.257896222097159,0xc7fc...,0x558b...,International,1
N00189,2025-09-19 19:20,13.05572131203477,0xdd89...,0xc792...,Jakarta,0
N00190,2025-09-19 19:21,12.573628180565118,0xddc0...,0x94a4...,Jakarta,0
N00191,2025-09-19 19:22,13.06201446757585,0x1648...,0x6775...,Jakarta,0
N00192,2025-09-19 19:24,13.61285199912138,0xddc0...,0x4331...,Jakarta,0
N00193,2025-09-19 19:25,13.551840541373407,0x26a5...,0x9cff...,Bandung,0
N00194,2025-09-19 19:26,13.459375468278008,0x1648...,0xe4db...,Jakarta,0
N00195,2025-09-19 19:29,13.071015344676557,0x1478...,0x4331...,Bandung,0
N00196,2025-09-19 19:32,12.153689283550554,0xa6f9...,0x65e4...,Jakarta,0
N00197,2025-09-19 19:33,12.960872154928856,0x1648...,0x12ca...,Jakarta,0
N00198,2025-09-19 19:36,11.673810560487865,0x95bf...,0xd2d3...,Bandung,0
N00199,2025-09-19 19:37,12.199898625431707,0xddc0...,0x19d7...,Bandung,0
N00200,2025-09-19 19:38,12.740719282642052,0x7280...,0x6f6c...,Surabaya,0
N00201,2025-09-19 19:40,13.393263415970875,0x5709...,0xf495...,Jakarta,0
N00202,2025-09-19 19:41,13.50177331172375,0x1a2b...,0x94a4...,International,0
N00203,2025-09-19 19:42,13.297714027117449,0x7280...,0xc792...,Jakarta,0
N00204,2025-09-19 19:45,12.632179897722711,0x54cd...,0x4a26...,International,0
N00205,2025-09-19 19:48,15.84145638170136,0xddc0...,0x9185...,International,1
N00206,2025-09-19 19:49,13.707011789805945,0x5709...,0x3355...,International,0
N00207,2025-09-19 19:50,13.345550127785446,0x7a12...,0x19d7...,International,0
N00208,2025-09-19 19:53,13.472026797961892,0x1478...,0x6327...,Jakarta,0
N00209,2025-09-19 19:56,13.59265196604528,0x7bd7...,0xbb54...,Jakarta,0
N00210,2025-09-19 19:57,13.418723189129778,0x7a12...,0xd2d3...,Bandung,0
N00211,2025-09-19 20:00,13.594710508503253,0x80fd...,0xf11a...,Jakarta,0
N00212,2025-09-19 20:01,12.727538461150406,0x3f27...,0x16cb...,Jakarta,0
N00213,2025-09-19 20:03,12.754618819305652,0x7bd7...,0x7453...,International,0
N00214,2025-09-19 20:06,12.386646843247727,0x9ba9...,0xf11a...,Surabaya,0
N00215,2025-09-19 20:08,12.41280222157613,0x95bf...,0x4010...,Surabaya,0
N00216,2025-09-19 20:10,13.203469519431062,0xfdc8...,0xca91...,Surabaya,0
N00217,2025-09-19 20:13,13.642564513381556,0x1648...,0x2f4e...,Bandung,0
N00218,2025-09-19 20:15,12.532920141145235,0x6a0a...,0x55af...,Bandung,0
N00219,2025-09-19 20:18,13.415677559707738,0x1b38...,0x2685...,Bandung,0
N00220,2025-09-19 20:21,11.996696388612321,0x1648...,0x12ca...,Jakarta,0
N00221,2025-09-19 20:22,13.68401366576808,0x7280...,0x2f4e...,Jakarta,0
N00222,2025-09-19 20:25,13.162908213519742,0x26a5...,0x9cff...,Bandung,0
N00223,2025-09-19 20:28,13.11748148031272,0x63ec...,0x8180...,Surabaya,0
N00224,2025-09-19 20:31,12.868376524232053,0x92aa...,0x3131...,Jakarta,0
N00225,2025-09-19 20:33,13.676012830681234,0x54cd...,0x540d...,Jakarta,0
N00226,2025-09-19 20:35,12.984658717371895,0x1478...,0xd265...,International,0
N00227,2025-09-19 20:37,16.100973296519573,0xc7fc...,0x2f4e...,International,1
N00228,2025-09-19 20:40,13.21973506719964,0xdd89...,0xe774...,Jakarta,0
N00229,2025-09-19 20:42,13.257404629616982,0x6f05...,0xe774...,Bandung,0
N00230,2025-09-19 20:43,15.571929682329275,0xc7fc...,0x9185...,Jakarta,1
N00231,2025-09-19 20:46,13.11712769510891,0x9ba9...,0x2659...,Bandung,0
N00232,2025-09-19 20:47,12.688480276084478,0xddc0...,0x769b...,Bandung,0
N00233,2025-09-19 20:49,11.533864700983884,0x26a5...,0xa95b...,Jakarta,0
N00234,2025-09-19 20:50,13.698096579198017,0xddc0...,0xc564...,Jakarta,0
N00235,2025-09-19 20:52,12.446344663522849,0x26a5...,0x2659...,Jakarta,0
N00236,2025-09-19 20:54,12.850005947166268,0x9132...,0x88ae...,Bandung,0
N00237,2025-09-19 20:55,12.313931038892324,0xddc0...,0x69de...,Jakarta,0
N00238,2025-09-19 20:58,12.571840126779792,0x63ec...,0x6327...,Surabaya,0
N00239,2025-09-19 21:00,15.582554431004503,0xfdc8...,0x2f4e...,International,1
N00240,2025-09-19 21:02,15.737106790571922,0xc7fc...,0xa95b...,International,1
N00241,2025-09-19 21:03,13.662965255495601,0x9ba9...,0xdbea...,Jakarta,0
N00242,2025-09-19 21:06,12.53886669734432,0x7bd7...,0x4a40...,Surabaya,0
N00243,2025-09-19 21:09,13.67888180203012,0x2f2c...,0xf976...,Surabaya,0
N00244,2025-09-19 21:11,13.316572331620423,0xa6f9...,0x3131...,International,0
N00245,2025-09-19 21:13,13.60897827245526,0xddc0...,0xf495...,Surabaya,0
N00246,2025-09-19 21:15,13.298611528349898,0x1478...,0xca91...,Jakarta,0
N00247,2025-09-19 21:18,13.7002175446276,0xddc0...,0xa95b...,Jakarta,0
N00248,2025-09-19 21:19,13.201701221335158,0x2f2c...,0xcb01...,Jakarta,0
N00249,2025-09-19 21:22,13.547019160898408,0xddc0...,0x979b...,Bandung,0
N00250,2025-09-19 21:25,11.772570651478114,0x9ba9...,0x4a26...,Surabaya,0
N00251,2025-09-19 21:28,13.647973174712975,0xddc0...,0xf495...,Jakarta,0
N00252,2025-09-19 21:31,11.649098365738203,0x7280...,0xc792...,Jakarta,0
N00253,2025-09-19 21:34,12.461121757855368,0x7a12...,0x2f4e...,Jakarta,0
N00254,2025-09-19 21:35,13.445591149179993,0x1648...,0xe4db...,Bandung,0
N00255,2025-09-19 21:36,12.629731243830303,0x9132...,0xf495...,Bandung,0
N00256,2025-09-19 21:37,11.802568114234644,0x7280...,0x2659...,Surabaya,0
N00257,2025-09-19 21:39,13.579348887442507,0x1b38...,0xbb54...,Bandung,0
N00258,2025-09-19 21:41,15.258590416177084,0xfdc8...,0x558b...,International,1
N00259,2025-09-19 21:42,15.670369231760583,0xfdc8...,0x9185...,International,1
N00260,2025-09-19 21:44,12.77395984511413,0x7a12...,0x766a...,Bandung,0
N00261,2025-09-19 21:45,13.420359081044353,0xf1b2...,0xd265...,Jakarta,0
N00262,2025-09-19 21:47,12.770030421947062,0x3f27...,0x110e...,Bandung,0
N00263,2025-09-19 21:49,13.216815006941642,0xc7fc...,0x2f4e...,Jakarta,0
N00264,2025-09-19 21:52,12.227359464985712,0xfdc8...,0xb322...,Jakarta,0
N00265,2025-09-19 21:55,12.749881299259906,0x26a5...,0xe774...,Jakarta,0
N00266,2025-09-19 21:57,11.71521303440506,0x92aa...,0x6327...,Jakarta,0
N00267,2025-09-19 22:00,12.700366367341573,0x1a2b...,0xc564...,International,0
N00268,2025-09-19 22:01,12.911076754072898,0x2f2c...,0x3239...,Bandung,0
N00269,2025-09-19 22:02,15.816788916224406,0xddc0...,0x2f4e...,International,1
N00270,2025-09-19 22:05,15.90961322321003,0xc7fc...,0x2f4e...,International,1
N00271,2025-09-19 22:08,16.062706612027423,0xddc0...,0x9185...,International,1
N00272,2025-09-19 22:09,13.641749852291985,0x6f05...,0xbdc8...,Jakarta,0
N00273,2025-09-19 22:10,15.733429144587324,0xddc0...,0x9185...,International,1
N00274,2025-09-19 22:11,13.112937089216814,0x1648...,0x1b4f...,Jakarta,0
N00275,2025-09-19 22:12,13.2940148777381,0x63ec...,0x6f6c...,Bandung,0
N00276,2025-09-19 22:14,12.394939402360132,0x5709...,0xba46...,Surabaya,0
N00277,2025-09-19 22:15,12.985285130694367,0x315e...,0xb643...,Bandung,0
N00278,2025-09-19 22:18,13.617055960697158,0x9132...,0x55af...,Jakarta,0
N00279,2025-09-19 22:20,13.081666375072224,0x95bf...,0xa006...,Surabaya,0
N00280,2025-09-19 22:23,13.64696172035069,0x63ec...,0xb322...,Jakarta,0
N00281,2025-09-19 22:25,15.890471828199853,0xfdc8...,0xa95b...,Jakarta,1
N00282,2025-09-19 22:28,12.37150233465391,0xf1b2...,0x9311...,Jakarta,0
N00283,2025-09-19 22:29,13.052741022119731,0xf1b2...,0x523f...,Jakarta,0
N00284,2025-09-19 22:31,12.881526722184052,0x7280...,0x9afd...,Bandung,0
N00285,2025-09-19 22:32,13.66463301557347,0x1648...,0x9afd...,Jakarta,0
N00286,2025-09-19 22:35,12.817955539259156,0x54cd...,0x4010...,Jakarta,0
N00287,2025-09-19 22:37,15.751461420412031,0xddc0...,0x2f4e...,International,1
N00288,2025-09-19 22:38,13.388267522939541,0x92aa...,0xc169...,Jakarta,0
N00289,2025-09-19 22:41,13.675626458128196,0x1b38...,0x5eba...,Surabaya,0
N00290,2025-09-19 22:44,14.92598488036975,0xfdc8...,0x2f4e...,International,1
N00291,2025-09-19 22:45,13.564675871731604,0xd191...,0xbdc8...,International,0
N00292,2025-09-19 22:48,15.530376383784922,0xc7fc...,0x2f4e...,International,1
N00293,2025-09-19 22:51,13.608168994992516,0xdd89...,0xe774...,Surabaya,0
N00294,2025-09-19 22:53,15.863299267701944,0xfdc8...,0x2f4e...,International,1
N00295,2025-09-19 22:55,13.47389451462325,0x1a2b...,0xca91...,Jakarta,0
N00296,2025-09-19 22:58,13.17541682181856,0x80fd...,0x6327...,Jakarta,0
N00297,2025-09-19 23:00,13.277007078533753,0x26a5...,0x9311...,International,0
N00298,2025-09-19 23:02,12.067517225014706,0x92aa...,0x9cff...,Jakarta,0
N00299,2025-09-19 23:03,13.17331311278224,0xc7fc...,0x4a26...,Jakarta,0
N00300,2025-09-19 23:06,12.038458404008445,0x7bd7...,0x7f60...,Jakarta,0
N00301,2025-09-19 23:09,13.20177511682849,0xa6f9...,0xd598...,Jakarta,0
N00302,2025-09-19 23:10,12.960143226797108,0x2f2c...,0x3131...,Jakarta,0
N00303,2025-09-19 23:12,12.472903841464484,0x7bd7...,0x65e4...,Jakarta,0
N00304,2025-09-19 23:13,13.108031160094066,0xa6f9...,0xbe12...,Jakarta,0
N00305,2025-09-19 23:15,12.51177634847975,0xdd89...,0x3131...,Surabaya,0
N00306,2025-09-19 23:16,12.021043426324622,0xfdc8...,0x4a26...,Surabaya,0
N00307,2025-09-19 23:19,11.75453742056748,0xfdc8...,0xb322...,Jakarta,0
N00308,2025-09-19 23:22,12.829633921651025,0x6a0a...,0xb643...,Jakarta,0
N00309,2025-09-19 23:25,13.453749846261891,0x3f27...,0x7ccf...,Jakarta,0
N00310,2025-09-19 23:28,13.23770075821675,0x6a0a...,0xe4db...,Bandung,0
N00311,2025-09-19 23:31,12.205527496963692,0x315e...,0x540d...,Jakarta,0
N00312,2025-09-19 23:32,13.028175767282821,0x1478...,0xca91...,Surabaya,0
N00313,2025-09-19 23:35,13.245854535134436,0x3f27...,0x00b0...,Bandung,0
N00314,2025-09-19 23:38,12.567617213580201,0x1a2b...,0x872d...,International,0
N00315,2025-09-19 23:39,12.256475793855245,0xfdc8...,0x4770...,Bandung,0
N00316,2025-09-19 23:40,12.608439626060099,0x1648...,0xee14...,Jakarta,0
N00317,2025-09-19 23:43,11.93974754730681,0x54cd...,0x4331...,Jakarta,0
