transaction_id,timestamp,amount,merchant_category,location,is_international,transaction_frequency_24h,avg_amount_7d,time_since_last_tx_sec,is_fraud
M00044,2025-09-19 04:32,4.848317829884958,US,US,1,0,4.715562830785078,64,0
M00045,2025-09-19 04:35,3.649957680367865,JP,JP,1,0,4.718784231505203,206,0
M00046,2025-09-19 04:36,3.9345943369292327,KR,KR,1,0,4.704085877032879,54,0
M00047,2025-09-19 04:36,5.223212011389914,CN,CN,1,0,4.692348755978417,7,0
M00048,2025-09-19 04:41,4.434907968664192,US,US,1,0,4.70714092852884,293,0
M00049,2025-09-19 04:42,3.842911626724598,SG,SG,1,0,4.702163494972908,54,0
M00050,2025-09-19 04:43,4.684017423675128,US,US,1,0,4.690327991759164,34,0
M00051,2025-09-19 04:44,5.147180797383686,US,US,1,0,4.690202169878566,91,0
M00052,2025-09-19 04:44,5.27388120421296,CN,CN,1,0,4.701496871953995,1,1
M00053,2025-09-19 04:54,4.905967502451506,KR,KR,1,0,4.716243151809252,557,0
M00054,2025-09-19 04:57,5.103654098186511,US,US,1,0,4.720177220462168,216,0
M00055,2025-09-19 04:58,5.062675033543657,JP,JP,1,0,4.728795120623372,57,0
M00056,2025-09-19 05:01,5.267405575762865,CN,CN,1,0,4.735976101856817,189,0
M00057,2025-09-19 05:05,4.897009927856591,US,US,1,0,4.748422653747288,250,0
M00058,2025-09-19 05:07,4.808849718747861,US,US,1,0,4.751229133794714,102,0
M00059,2025-09-19 05:08,5.207324963873929,US,US,1,0,4.752251249190583,78,0
M00060,2025-09-19 05:13,4.337313065093547,JP,JP,1,0,4.761971474270195,260,0
M00061,2025-09-19 05:13,4.626076298541288,US,US,1,0,4.756188001269057,40,0
M00062,2025-09-19 05:18,5.156356729679517,US,US,1,0,4.754185955080916,273,0
M00063,2025-09-19 05:20,5.282688654017347,US,US,1,0,4.762139189747214,144,0
M00064,2025-09-19 05:24,4.479008695440154,US,US,1,0,4.772921362450314,216,0
M00065,2025-09-19 05:26,4.79587200827997,US,US,1,0,4.76893438722798,112,0
M00066,2025-09-19 05:29,5.132001484064862,US,US,1,0,4.769354356238487,213,0
M00067,2025-09-19 05:34,4.674294141244958,JP,JP,1,0,4.775955680790369,277,0
M00068,2025-09-19 05:36,4.441291889124741,US,US,1,0,4.774511881449216,148,0
M00069,2025-09-19 05:36,6.38801422720857,CN,CN,1,0,4.770335710543825,3,1
M00070,2025-09-19 05:38,3.8575867214059834,RU,RU,1,0,4.827255243498805,85,0
M00071,2025-09-19 05:43,4.257436199623706,US,US,1,0,4.818347237860923,277,0
M00072,2025-09-19 05:48,4.434628495384622,SG,SG,1,0,4.812282247829864,299,0
M00073,2025-09-19 05:51,5.0585403046849375,US,US,1,0,4.807904175279003,195,0
M00074,2025-09-19 05:51,3.651391540959141,KR,KR,1,0,4.811798534230007,5,0
M00075,2025-09-19 05:51,6.146320966584741,CN,CN,1,0,4.802476279153748,1,1
M00076,2025-09-19 05:58,4.792617807395349,JP,JP,1,0,4.839563368981077,413,0
M00077,2025-09-19 05:59,2.02552114940857,US,US,1,0,4.838959757081025,70,0
M00078,2025-09-19 06:01,5.233877728274537,US,US,1,0,4.82667681572599,110,0
M00079,2025-09-19 06:05,4.023982937882611,SG,SG,1,0,4.833099810314916,282,0
M00080,2025-09-19 06:09,5.127300018124752,US,US,1,0,4.826052901175196,233,0
M00081,2025-09-19 06:12,4.382130767018127,JP,JP,1,0,4.830437565588485,179,0
M00082,2025-09-19 06:16,5.302189184901039,RU,RU,1,0,4.825967201954318,220,0
M00083,2025-09-19 06:20,4.641961397722054,US,US,1,0,4.8333784555750645,254,0
M00084,2025-09-19 06:23,5.266610444513551,US,US,1,0,4.831277311342098,188,0
M00085,2025-09-19 06:23,5.711413061239732,RU,RU,1,0,4.837750101175054,1,1
M00086,2025-09-19 06:25,4.97865432377101,JP,JP,1,0,4.8540364040207615,116,0
M00087,2025-09-19 06:26,2.912854948532153,KR,KR,1,0,4.855578418947705,37,0
M00088,2025-09-19 06:27,4.530109411512632,US,US,1,0,4.845682641087798,71,0
M00089,2025-09-19 06:31,4.074200084490999,RU,RU,1,0,4.842602569095762,230,0
M00090,2025-09-19 06:31,5.0793486829739605,US,US,1,0,4.836559100588838,29,0
M00091,2025-09-19 06:32,4.698887806580881,JP,JP,1,0,4.839607785904224,38,0
M00092,2025-09-19 06:37,4.873681078002351,US,US,1,0,4.838164244947563,293,0
M00093,2025-09-19 06:39,4.0162874071810775,SG,SG,1,0,4.838557157851923,120,0
M00094,2025-09-19 06:40,3.3597575743184644,US,US,1,0,4.83251131765534,39,0
M00095,2025-09-19 06:44,4.932385068778222,JP,JP,1,0,4.824278512418697,261,0
M00096,2025-09-19 06:49,4.524424985548344,SG,SG,1,0,4.825479543109175,290,0
M00097,2025-09-19 06:51,4.469590425232653,KR,KR,1,0,4.822767926215716,151,0
M00098,2025-09-19 06:52,5.267694139481822,JP,JP,1,0,4.819695711755889,34,0
M00099,2025-09-19 06:55,3.3693932232491544,US,US,1,0,4.825446250107195,188,0
M00100,2025-09-19 06:59,4.879371744595374,KR,KR,1,0,4.817670182754078,258,0
M00101,2025-09-19 07:04,2.8763288603895503,SG,SG,1,0,4.818306428957943,289,0
M00102,2025-09-19 07:07,4.938487308155357,US,US,1,0,4.80978927108334,172,0
M00103,2025-09-19 07:12,4.74606527941115,JP,JP,1,0,4.811134900962202,283,0
M00104,2025-09-19 07:16,4.995502469140792,US,US,1,0,4.810523084962881,249,0
M00105,2025-09-19 07:17,5.026577741072385,US,US,1,0,4.8124749637598345,49,0
M00106,2025-09-19 07:20,3.45784954476891,JP,JP,1,0,4.8147461917453205,190,0
M00107,2025-09-19 07:23,4.087076872105445,US,US,1,0,4.807716432513032,200,0
M00108,2025-09-19 07:27,4.011270448552152,US,US,1,0,4.802905260992356,230,0
M00109,2025-09-19 07:30,4.824830073827324,JP,JP,1,0,4.7978285392786,159,0
M00110,2025-09-19 07:33,4.032115659757586,US,US,1,0,4.798079602982504,219,0
M00111,2025-09-19 07:36,4.669051639660198,CN,CN,1,0,4.793203055489254,175,0
M00112,2025-09-19 07:37,4.524128601940623,RU,RU,1,0,4.792150664923373,78,0
M00113,2025-09-19 07:40,4.789176618564924,JP,JP,1,0,4.7900492701922825,145,0
M00114,2025-09-19 07:45,4.311001591665616,US,US,1,0,4.790041550950297,280,0
M00115,2025-09-19 07:49,5.227707990482424,CN,CN,1,0,4.786697172943039,252,0
M00116,2025-09-19 07:52,5.268768791237805,US,US,1,0,4.791505399357621,193,0
M00117,2025-09-19 07:54,4.309739609425167,KR,KR,1,0,4.796764459037336,97,0
M00118,2025-09-19 07:55,5.216458628198839,SG,SG,1,0,4.793463733561999,61,0
M00119,2025-09-19 07:56,5.079175500767824,JP,JP,1,0,4.797915896961879,86,0
M00120,2025-09-19 07:58,3.913870291682815,JP,JP,1,0,4.800641569542174,92,0
M00121,2025-09-19 08:02,4.75141439384598,JP,JP,1,0,4.795729389423009,288,0
M00122,2025-09-19 08:05,4.377470626794551,JP,JP,1,0,4.795371082004519,160,0
M00123,2025-09-19 08:07,5.088722731117544,US,US,1,0,4.792567382919184,117,0
M00124,2025-09-19 08:11,5.194696192000196,US,US,1,0,4.795365732454064,264,0
M00125,2025-09-19 08:11,5.7073741432699565,CN,CN,1,0,4.7993161948578775,1,1
M00126,2025-09-19 08:17,4.858848932626991,US,US,1,0,4.811082717279575,349,0
M00127,2025-09-19 08:20,4.988009364912437,US,US,1,0,4.811470938768975,192,0
M00128,2025-09-19 08:22,4.630243398842654,KR,KR,1,0,4.812990101354202,91,0
M00129,2025-09-19 08:27,4.582704768754546,US,US,1,0,4.811684398674537,288,0
M00130,2025-09-19 08:30,4.752078154325736,SG,SG,1,0,4.810096663964837,206,0
M00131,2025-09-19 08:35,5.109457938832687,JP,JP,1,0,4.809662973634613,296,0
M00132,2025-09-19 08:35,4.884688683150285,CN,CN,1,0,4.812327984739731,1,0
M00133,2025-09-19 08:37,3.528612447939373,SG,SG,1,0,4.81289633108258,84,0
M00134,2025-09-19 08:38,3.507942197025107,US,US,1,0,4.807444268258937,100,0
M00135,2025-09-19 08:42,4.467058358382258,US,US,1,0,4.802001629668759,202,0
M00136,2025-09-19 08:42,6.232553920747011,CN,CN,1,0,4.799891097897504,1,1
M00137,2025-09-19 08:46,4.4099594856336815,US,US,1,0,4.823074977194325,288,0
M00138,2025-09-19 08:47,4.387514044307881,US,US,1,0,4.820601745150482,46,0
M00139,2025-09-19 08:51,5.196354323735575,JP,JP,1,0,4.818051420581994,202,0
M00140,2025-09-19 08:52,5.166519277423863,US,US,1,0,4.821353911390535,106,0
M00141,2025-09-19 08:56,4.592632828877321,US,US,1,0,4.824294038080081,209,0
M00142,2025-09-19 08:56,4.984054285912882,JP,JP,1,0,4.822826400006628,1,0
M00143,2025-09-19 08:58,4.5449805322281165,SG,SG,1,0,4.824057702863635,157,0
M00144,2025-09-19 08:59,4.817148174275537,US,US,1,0,4.822353324822237,7,0
M00145,2025-09-19 09:03,4.086475411177874,KR,KR,1,0,4.822317271205477,285,0
M00146,2025-09-19 09:04,4.634916976320801,JP,JP,1,0,4.818718402711446,44,0
M00147,2025-09-19 09:05,4.87744753010797,SG,SG,1,0,4.817567747953369,54,0
M00148,2025-09-19 09:05,4.523382562340474,SG,SG,1,0,4.817987448319339,31,0
M00149,2025-09-19 09:07,5.037474010969517,JP,JP,1,0,4.816261810400536,66,0
M00150,2025-09-19 09:07,5.428164311632366,CN,CN,1,0,4.817922096740537,2,1
M00151,2025-09-19 09:12,2.141354761030489,US,US,1,0,4.823512290667656,330,0
M00152,2025-09-19 09:17,5.216450747391429,SG,SG,1,0,4.81732374654303,270,0
M00153,2025-09-19 09:21,4.336003192316252,SG,SG,1,0,4.8205456749230535,263,0
M00154,2025-09-19 09:21,4.010194489942742,JP,JP,1,0,4.818032578258166,26,0
M00155,2025-09-19 09:24,4.593413743136745,JP,JP,1,0,4.814427521938088,128,0
M00156,2025-09-19 09:28,4.000531105874544,CN,CN,1,0,4.813147384419138,261,0
M00157,2025-09-19 09:29,5.0038289640478775,KR,KR,1,0,4.809574957784693,50,0
M00158,2025-09-19 09:32,4.18700454219726,US,US,1,0,4.810939661249892,200,0
M00159,2025-09-19 09:34,5.2952112018341335,JP,JP,1,0,4.807997563609346,128,0
M00160,2025-09-19 09:35,4.092083843064517,US,US,1,0,4.811938055869886,51,0
M00161,2025-09-19 09:35,4.338146992755104,US,US,1,0,4.808725546428747,19,0
M00162,2025-09-19 09:37,4.709389232653931,US,US,1,0,4.806391400674183,87,0
M00163,2025-09-19 09:37,1.8946157302158304,CN,CN,1,0,4.8058205837060575,1,0
M00164,2025-09-19 09:37,5.780366205903162,RU,RU,1,0,4.8000025267670825,1,1
M00165,2025-09-19 09:41,3.943252969122893,CN,CN,1,0,4.810106343940713,223,0
M00166,2025-09-19 09:44,3.0876145253335943,KR,KR,1,0,4.806586653509204,237,0
M00167,2025-09-19 09:47,5.038335790231882,US,US,1,0,4.801630114837353,152,0
M00168,2025-09-19 09:51,5.170508968751137,US,US,1,0,4.803228047842713,217,0
M00169,2025-09-19 09:51,4.461098446546288,SG,SG,1,0,4.805866251962271,23,0
M00170,2025-09-19 09:53,4.670218622668081,KR,KR,1,0,4.804139227890022,92,0
M00171,2025-09-19 09:56,4.832186183031337,CN,CN,1,0,4.803401658924917,197,0
M00172,2025-09-19 09:56,3.1987460038715345,US,US,1,0,4.803572420965227,17,0
M00173,2025-09-19 09:59,4.5810231922299,JP,JP,1,0,4.79891580754653,175,0
M00174,2025-09-19 10:00,5.263094025342976,SG,SG,1,0,4.797783442947242,51,0
M00175,2025-09-19 10:02,3.840251395491484,JP,JP,1,0,4.801182880818324,126,0
M00176,2025-09-19 10:02,6.079157260006864,RU,RU,1,0,4.797648277994169,1,1
M00177,2025-09-19 10:10,4.106130850620286,US,US,1,0,4.812324547563566,483,0
M00178,2025-09-19 10:11,4.726018237847062,US,US,1,0,4.809458971766848,28,0
M00179,2025-09-19 10:13,5.166815883149147,RU,RU,1,0,4.809009126818777,165,0
M00180,2025-09-19 10:16,4.319979769376304,US,US,1,0,4.811409535256806,161,0
M00181,2025-09-19 10:16,4.293708032056009,US,US,1,0,4.809250267424718,19,0
M00182,2025-09-19 10:19,4.289058854049639,RU,RU,1,0,4.807022244109757,184,0
M00183,2025-09-19 10:20,5.135676566808086,CN,CN,1,0,4.804798523960588,23,0
M00184,2025-09-19 10:23,4.580007632395398,US,US,1,0,4.806939345489674,206,0
M00185,2025-09-19 10:24,4.257293911139241,CN,CN,1,0,4.805835340666872,63,0
M00186,2025-09-19 10:25,3.7014315837300487,US,US,1,0,4.80355052677097,38,0
M00187,2025-09-19 10:25,3.417472697651692,SG,SG,1,0,4.799953562733299,22,0
M00188,2025-09-19 10:27,5.277893559889468,US,US,1,0,4.795939931684514,138,0
M00189,2025-09-19 10:29,4.613660992648157,US,US,1,0,4.799228320580784,71,0
M00190,2025-09-19 10:31,2.999711964548889,US,US,1,0,4.798331796648151,139,0
M00191,2025-09-19 10:35,5.208066754748623,US,US,1,0,4.793930161470359,268,0
M00192,2025-09-19 10:40,5.257734459557168,CN,CN,1,0,4.79661275792714,250,0
M00193,2025-09-19 10:43,3.9560295678407806,CN,CN,1,0,4.799659423792003,225,0
M00194,2025-09-19 10:46,4.214105868474953,US,US,1,0,4.796702446484394,141,0
M00195,2025-09-19 10:46,5.264218806141927,JP,JP,1,0,4.794423803030779,34,0
M00196,2025-09-19 10:48,2.205352495808152,US,US,1,0,4.797494295691048,122,0
M00197,2025-09-19 10:48,4.237594726630025,JP,JP,1,0,4.792763016402194,7,0
M00198,2025-09-19 10:49,4.498363152476026,US,US,1,0,4.790598114584982,37,0
M00199,2025-09-19 10:51,5.05130165141691,SG,SG,1,0,4.789317462042265,91,0
M00200,2025-09-19 10:54,4.35300479381879,JP,JP,1,0,4.790821385839344,208,0
M00201,2025-09-19 10:58,4.276528421992125,KR,KR,1,0,4.789047033364668,236,0
M00202,2025-09-19 11:01,4.998785082423575,US,US,1,0,4.787049941333156,186,0
M00203,2025-09-19 11:02,5.145251743912216,US,US,1,0,4.788216688753502,78,0
M00204,2025-09-19 11:06,3.1858099290834465,US,US,1,0,4.790328181951442,215,0
M00205,2025-09-19 11:06,6.193628435667931,CN,CN,1,0,4.786403757914891,2,1
M00206,2025-09-19 11:14,4.902717812775819,CN,CN,1,0,4.801338523699943,493,0
M00207,2025-09-19 11:18,4.209108528905087,US,US,1,0,4.8018563329145465,228,0
M00208,2025-09-19 11:22,4.915188275565182,SG,SG,1,0,4.799693639421387,262,0
M00209,2025-09-19 11:26,3.686824939292997,JP,JP,1,0,4.8002820647940005,214,0
M00210,2025-09-19 11:30,5.09242705014697,US,US,1,0,4.7970635973068365,263,0
M00211,2025-09-19 11:32,4.229407862788444,US,US,1,0,4.798698520141844,89,0
M00212,2025-09-19 11:33,4.267668343476582,CN,CN,1,0,4.796639181881528,92,0
M00213,2025-09-19 11:34,3.710632234781273,JP,JP,1,0,4.794699618422735,53,0
M00214,2025-09-19 11:35,3.8547322132492208,US,US,1,0,4.791587819661915,55,0
M00215,2025-09-19 11:38,4.809637832840526,US,US,1,0,4.7887419893410295,166,0
M00216,2025-09-19 11:43,4.7825888072021066,US,US,1,0,4.788840197031341,278,0
M00217,2025-09-19 11:44,5.116545642803003,CN,CN,1,0,4.788811345270015,67,0
M00218,2025-09-19 11:47,4.859072589905308,US,US,1,0,4.7905969398980455,214,0
M00219,2025-09-19 11:48,4.493456699511556,US,US,1,0,4.790921999669779,24,0
M00220,2025-09-19 11:52,5.09171248041412,RU,RU,1,0,4.789746415582091,291,0
M00221,2025-09-19 11:55,2.2230408601438234,KR,KR,1,0,4.7913474756016345,158,0
M00222,2025-09-19 11:58,4.961792811760482,US,US,1,0,4.787160738183231,149,0
M00223,2025-09-19 11:59,4.717798799591891,SG,SG,1,0,4.788019864552214,108,0
M00224,2025-09-19 12:04,3.893332727249406,JP,JP,1,0,4.78771572737932,288,0
M00225,2025-09-19 12:06,4.869923277220871,JP,JP,1,0,4.785073220223787,126,0
M00226,2025-09-19 12:07,5.290275898248424,US,US,1,0,4.785466715387432,37,0
M00227,2025-09-19 12:07,5.227430821828436,RU,RU,1,0,4.78836811892122,2,1
M00228,2025-09-19 12:13,4.8714377907170645,US,US,1,0,4.790793600402296,344,0
M00229,2025-09-19 12:16,4.518280249129795,KR,KR,1,0,4.79116188843353,224,0
M00230,2025-09-19 12:19,4.413106009677436,CN,CN,1,0,4.790118474731504,149,0
M00231,2025-09-19 12:20,4.188085510944566,SG,SG,1,0,4.788751921962448,84,0
M00232,2025-09-19 12:20,3.9248467376495664,US,US,1,0,4.786795229770547,1,0
M00233,2025-09-19 12:25,3.950073388239336,JP,JP,1,0,4.784302203887804,295,0
M00234,2025-09-19 12:26,5.056111399387244,SG,SG,1,0,4.781870964155924,58,0
M00235,2025-09-19 12:28,4.23611104652714,KR,KR,1,0,4.783218479201008,105,0
M00236,2025-09-19 12:29,4.693797057373768,US,US,1,0,4.781423767935871,46,0
M00237,2025-09-19 12:30,3.863568294886778,US,US,1,0,4.781068208055666,71,0
M00238,2025-09-19 12:30,3.8592802606374623,US,US,1,0,4.778531307694838,19,0
M00239,2025-09-19 12:30,5.974389039927859,RU,RU,1,0,4.776002135667959,2,1
M00240,2025-09-19 12:37,4.784477618316768,CN,CN,1,0,4.7856407462630175,384,0
M00241,2025-09-19 12:38,4.649439401014362,CN,CN,1,0,4.785635902702224,67,0
M00242,2025-09-19 12:43,4.949973812556635,US,US,1,0,4.785107427541452,289,0
M00243,2025-09-19 12:46,4.869225402632276,US,US,1,0,4.785847796147432,190,0
M00244,2025-09-19 12:50,3.8070995225961486,CN,CN,1,0,4.786205560007553,267,0
M00245,2025-09-19 12:53,2.822665209878056,US,US,1,0,4.783643455878052,186,0
M00246,2025-09-19 12:58,4.070500423793779,JP,JP,1,0,4.780130028541255,296,0
M00247,2025-09-19 13:01,4.50084420021653,US,US,1,0,4.778062145333475,165,0
M00248,2025-09-19 13:05,3.841990343368401,JP,JP,1,0,4.777081459358372,249,0
M00249,2025-09-19 13:05,4.605852797632672,CN,CN,1,0,4.774629059910631,12,0
M00250,2025-09-19 13:10,2.577055735507765,SG,SG,1,0,4.7740051620056105,279,0
M00251,2025-09-19 13:10,4.595516506651077,JP,JP,1,0,4.770443393181747,6,0
M00252,2025-09-19 13:11,4.311402635425088,CN,CN,1,0,4.7698038197685,60,0
M00253,2025-09-19 13:15,5.262823170593156,KR,KR,1,0,4.768343602419722,221,0
M00254,2025-09-19 13:16,5.175903798307137,US,US,1,0,4.770868651693874,77,0
M00255,2025-09-19 13:16,5.254720888449052,CN,CN,1,0,4.772832687053227,13,0
M00256,2025-09-19 13:21,4.901354566524931,JP,JP,1,0,4.775257700247548,258,0
M00257,2025-09-19 13:23,5.275718705209987,US,US,1,0,4.775782531434313,154,0
M00258,2025-09-19 13:26,3.760180209492675,US,US,1,0,4.778303149835304,144,0
M00259,2025-09-19 13:26,6.314105218191124,RU,RU,1,0,4.77582439201174,1,1
M00260,2025-09-19 13:31,5.016750672077832,US,US,1,0,4.789843721825738,309,0
M00261,2025-09-19 13:32,4.605744977826423,US,US,1,0,4.790822908080862,95,0
M00262,2025-09-19 13:35,3.864524529745749,SG,SG,1,0,4.790175340286302,169,0
M00263,2025-09-19 13:36,4.894064312084372,US,US,1,0,4.787868381440049,39,0
M00264,2025-09-19 13:37,5.274976419671218,US,US,1,0,4.788294297332698,92,0
M00265,2025-09-19 13:37,4.682354247768696,JP,JP,1,0,4.790666138991961,9,0
M00266,2025-09-19 13:39,3.9960269692839394,US,US,1,0,4.790278696692737,86,0
M00267,2025-09-19 13:41,2.631956881029363,US,US,1,0,4.788216117154692,114,0
M00268,2025-09-19 13:44,3.2698230037327405,CN,CN,1,0,4.784898850817225,224,0
M00269,2025-09-19 13:49,5.059797923502964,US,US,1,0,4.781983379262,246,0
M00270,2025-09-19 13:49,5.533888496430302,RU,RU,1,0,4.783173159401543,1,1
M00271,2025-09-19 13:49,5.601157005227923,CN,CN,1,0,4.787307250137853,1,1
M00272,2025-09-19 13:58,5.157417093910266,JP,JP,1,0,4.791933354455963,543,0
M00273,2025-09-19 13:58,5.488407498527185,RU,RU,1,0,4.793554139575984,3,1
M00274,2025-09-19 14:03,5.082466719444699,US,US,1,0,4.797222915188579,330,0
M00275,2025-09-19 14:04,5.101097711022948,RU,RU,1,0,4.798426884539984,53,0
M00276,2025-09-19 14:06,4.983564250001701,SG,SG,1,0,4.7997114005232495,126,0
M00277,2025-09-19 14:11,5.276337462196015,CN,CN,1,0,4.800442433828837,270,0
M00278,2025-09-19 14:13,5.197920131712563,US,US,1,0,4.802640212106598,143,0
M00279,2025-09-19 14:18,3.416429843832734,US,US,1,0,4.804382577325479,279,0
M00280,2025-09-19 14:21,4.29089299249998,KR,KR,1,0,4.801689296891333,203,0
M00281,2025-09-19 14:21,5.61528837680241,RU,RU,1,0,4.800259766999772,2,1
M00282,2025-09-19 14:24,4.896615127569071,JP,JP,1,0,4.804731038185941,186,0
M00283,2025-09-19 14:26,4.527510337263793,SG,SG,1,0,4.805072248580963,110,0
M00284,2025-09-19 14:31,5.159707659022778,US,US,1,0,4.804215445790554,285,0
M00285,2025-09-19 14:33,4.872013874598693,US,US,1,0,4.805717425746895,101,0
M00286,2025-09-19 14:35,4.360058700809025,US,US,1,0,4.805957900124275,146,0
M00287,2025-09-19 14:35,6.104607434530458,RU,RU,1,0,4.804699235282939,1,1
M00288,2025-09-19 14:43,5.14729156245485,CN,CN,1,0,4.813955772679201,494,0
M00289,2025-09-19 14:46,5.142361276096783,SG,SG,1,0,4.815328496220375,164,0
M00290,2025-09-19 14:50,5.22073237162014,JP,JP,1,0,4.816666171849893,254,0
M00291,2025-09-19 14:51,5.068816247603371,CN,CN,1,0,4.818381606906432,35,0
M00292,2025-09-19 14:51,6.063035681140678,RU,RU,1,0,4.819359079634896,2,1
M00293,2025-09-19 14:56,4.403705540425301,US,US,1,0,4.827776776420251,328,0
M00294,2025-09-19 15:00,4.248146738254468,US,US,1,0,4.826596480366783,229,0
M00295,2025-09-19 15:03,4.030442081735647,US,US,1,0,4.825101373545854,160,0
M00296,2025-09-19 15:06,5.081227595827835,US,US,1,0,4.823241119323559,181,0
M00297,2025-09-19 15:06,3.411309476272959,US,US,1,0,4.824234954072232,28,0
M00298,2025-09-19 15:09,4.59960948106025,SG,SG,1,0,4.821684330565354,160,0
M00299,2025-09-19 15:09,5.16364024911829,JP,JP,1,0,4.8210158367653015,26,0
M00300,2025-09-19 15:12,5.074231576767113,US,US,1,0,4.822381591306289,165,0
M00301,2025-09-19 15:14,4.062819691618977,KR,KR,1,0,4.823335812704372,122,0
M00302,2025-09-19 15:15,2.5596817884149914,JP,JP,1,0,4.82156489378121,61,0
M00303,2025-09-19 15:18,4.462523331059047,KR,KR,1,0,4.818594108433524,147,0
M00304,2025-09-19 15:19,4.801835251568293,US,US,1,0,4.817604916520646,65,0
M00305,2025-09-19 15:19,5.151418174595054,US,US,1,0,4.817553448173728,25,0
M00306,2025-09-19 15:19,4.691462788955,SG,SG,1,0,4.818852126627212,11,0
M00307,2025-09-19 15:21,4.057568894640665,US,US,1,0,4.818461170594721,103,0
M00308,2025-09-19 15:25,4.946612216430919,JP,JP,1,0,4.816724318924488,223,0
M00309,2025-09-19 15:28,4.434658566432964,US,US,1,0,4.817174544586854,173,0
M00310,2025-09-19 15:28,5.117521850673905,KR,KR,1,0,4.816145351691577,38,0
M00311,2025-09-19 15:30,2.363345452535894,US,US,1,0,4.817279283277956,133,0
M00312,2025-09-19 15:33,4.474003378739326,US,US,1,0,4.814335903657488,175,0
M00313,2025-09-19 15:35,4.480976479756177,JP,JP,1,0,4.813410904441505,70,0
