transaction_id,timestamp,amount,merchant_category,location,is_international,transaction_frequency_24h,hashed_merchant_id,hashed_customer_id,is_fraud
N00054,2025-09-19 14:42,13.58153353594367,encrypted_channel,Jakarta,0,0,0xf1b2...,0x16cb...,0
N00055,2025-09-19 14:44,13.423921727451656,encrypted_channel,Jakarta,0,0,0x54cd...,0x65e4...,0
N00056,2025-09-19 14:45,12.431138348327035,encrypted_channel,Surabaya,0,0,0xf1b2...,0xb79d...,0
N00057,2025-09-19 14:46,13.310431723063148,encrypted_channel,Jakarta,0,0,0x1478...,0x7ccf...,0
N00058,2025-09-19 14:49,13.549289867033854,encrypted_channel,Jakarta,0,0,0x9132...,0xcb01...,0
N00059,2025-09-19 14:52,12.826183971320804,encrypted_channel,Jakarta,0,0,0x95bf...,0xa95b...,0
N00060,2025-09-19 14:55,16.088636252776027,encrypted_channel,Jakarta,0,0,0xfdc8...,0x9185...,1
N00061,2025-09-19 14:56,13.585144738747,encrypted_channel,Jakarta,0,0,0x1a2b...,0x94a4...,0
N00062,2025-09-19 14:59,12.231657542842932,encrypted_channel,Jakarta,0,0,0x1648...,0x769b...,0
N00063,2025-09-19 15:00,13.626828818017636,encrypted_channel,Jakarta,0,0,0x5709...,0x523f...,0
N00064,2025-09-19 15:03,13.0882645648947,encrypted_channel,Jakarta,0,0,0x2f2c...,0xb643...,0
N00065,2025-09-19 15:05,13.42617663978436,encrypted_channel,Bandung,0,0,0x95bf...,0xdcd6...,0
N00066,2025-09-19 15:06,12.89320929900772,encrypted_channel,Jakarta,0,0,0x1648...,0x4a40...,0
N00067,2025-09-19 15:09,13.411910210109474,encrypted_channel,Jakarta,0,0,0x492a...,0x69de...,0
N00068,2025-09-19 15:11,13.64108931137424,encrypted_channel,Jakarta,0,0,0x7a12...,0x2f4e...,0
N00069,2025-09-19 15:12,16.03631699573267,encrypted_channel,Jakarta,0,0,0xddc0...,0xa95b...,1
N00070,2025-09-19 15:15,12.50520639649602,encrypted_channel,Bandung,0,0,0x1648...,0xdbea...,0
N00071,2025-09-19 15:18,11.99700456832051,encrypted_channel,Surabaya,0,0,0x6f05...,0x88ae...,0
N00072,2025-09-19 15:20,13.641815287546502,encrypted_channel,Jakarta,0,0,0xddc0...,0x683f...,0
N00073,2025-09-19 15:22,13.70928744815684,encrypted_channel,Jakarta,0,0,0x3f27...,0x110e...,0
N00074,2025-09-19 15:23,13.338910822160154,encrypted_channel,Jakarta,0,0,0xf7c9...,0xbe12...,0
N00075,2025-09-19 15:25,15.22885499457637,encrypted_channel,Bandung,0,0,0xddc0...,0x9185...,1
N00076,2025-09-19 15:28,13.602235650998663,encrypted_channel,Jakarta,0,0,0x5709...,0xbe14...,0
N00077,2025-09-19 15:30,13.114972129303906,encrypted_channel,Jakarta,0,0,0x6a0a...,0x558b...,0
N00078,2025-09-19 15:33,12.567366406292937,encrypted_channel,Surabaya,0,0,0x2f2c...,0x19d7...,0
N00079,2025-09-19 15:34,12.88336479676602,encrypted_channel,Jakarta,0,0,0x7280...,0x55af...,0
N00080,2025-09-19 15:35,13.65707738801882,encrypted_channel,Jakarta,0,0,0x95bf...,0xc564...,0
N00081,2025-09-19 15:36,13.488264033287706,encrypted_channel,Jakarta,0,0,0x95bf...,0x88ae...,0
N00082,2025-09-19 15:37,13.266603971282867,encrypted_channel,Surabaya,0,0,0x7280...,0x183b...,0
N00083,2025-09-19 15:40,13.442452134775015,encrypted_channel,International,1,0,0xf1b2...,0x0d89...,0
N00084,2025-09-19 15:42,13.564674586633156,encrypted_channel,Jakarta,0,0,0x3f27...,0x0d89...,0
N00085,2025-09-19 15:43,16.180110458959177,encrypted_channel,International,1,0,0xc7fc...,0xa95b...,1
N00086,2025-09-19 15:45,15.821319552919345,encrypted_channel,Jakarta,0,0,0xddc0...,0x558b...,1
N00087,2025-09-19 15:48,11.981621990327758,encrypted_channel,Bandung,0,0,0x9ba9...,0x12ca...,0
N00088,2025-09-19 15:51,12.198685427096157,encrypted_channel,Surabaya,0,0,0xddc0...,0x5980...,0
N00089,2025-09-19 15:52,12.575841488980064,encrypted_channel,International,1,0,0x63ec...,0xbe12...,0
N00090,2025-09-19 15:55,13.479861582370686,encrypted_channel,Jakarta,0,0,0x1b38...,0x4a26...,0
N00091,2025-09-19 15:57,12.07440808072633,encrypted_channel,Surabaya,0,0,0x54cd...,0x88ae...,0
N00092,2025-09-19 16:00,12.214368142554282,encrypted_channel,Bandung,0,0,0x3f27...,0xcb01...,0
N00093,2025-09-19 16:02,13.691286573862502,encrypted_channel,Jakarta,0,0,0x9132...,0x19d7...,0
N00094,2025-09-19 16:05,12.94876684662864,encrypted_channel,Surabaya,0,0,0x92aa...,0x3239...,0
N00095,2025-09-19 16:08,12.217146107811288,encrypted_channel,Surabaya,0,0,0x54cd...,0x16cb...,0
N00096,2025-09-19 16:11,13.589842572946884,encrypted_channel,Bandung,0,0,0x80fd...,0xee14...,0
N00097,2025-09-19 16:12,13.68055529497444,encrypted_channel,Surabaya,0,0,0x54cd...,0x65e4...,0
N00098,2025-09-19 16:15,15.85765266964377,encrypted_channel,International,1,0,0xfdc8...,0x2f4e...,1
N00099,2025-09-19 16:16,15.065836559466224,encrypted_channel,International,1,0,0xddc0...,0x558b...,1
N00100,2025-09-19 16:19,13.308124013779116,encrypted_channel,Bandung,0,0,0x9ba9...,0xa95b...,0
N00101,2025-09-19 16:21,13.579516035504422,encrypted_channel,Bandung,0,0,0x2f2c...,0xee14...,0
N00102,2025-09-19 16:22,13.678963193293445,encrypted_channel,Jakarta,0,0,0x80fd...,0x9cff...,0
N00103,2025-09-19 16:23,13.235165138196704,encrypted_channel,Jakarta,0,0,0x6a0a...,0x94a5...,0
N00104,2025-09-19 16:26,13.659310446151878,encrypted_channel,Jakarta,0,0,0x26a5...,0x9311...,0
N00105,2025-09-19 16:28,13.548129028043991,encrypted_channel,Surabaya,0,0,0x5709...,0x12ca...,0
N00106,2025-09-19 16:29,12.34187894858266,encrypted_channel,Jakarta,0,0,0x63ec...,0x69de...,0
N00107,2025-09-19 16:32,13.316659617307357,encrypted_channel,Jakarta,0,0,0x9132...,0xd265...,0
N00108,2025-09-19 16:35,13.357566716270968,encrypted_channel,Jakarta,0,0,0x54cd...,0x71c5...,0
N00109,2025-09-19 16:36,16.260508771505002,encrypted_channel,Bandung,0,0,0xddc0...,0x558b...,1
N00110,2025-09-19 16:37,13.171298293001527,encrypted_channel,Surabaya,0,0,0x1b38...,0x683f...,0
N00111,2025-09-19 16:40,13.43666303776038,encrypted_channel,Jakarta,0,0,0x1478...,0xb322...,0
N00112,2025-09-19 16:42,13.248930827974313,encrypted_channel,Bandung,0,0,0x92aa...,0x4a26...,0
N00113,2025-09-19 16:43,12.63834195639039,encrypted_channel,Bandung,0,0,0xf1b2...,0xd2d3...,0
N00114,2025-09-19 16:45,13.096553140504511,encrypted_channel,Jakarta,0,0,0x95bf...,0x3239...,0
N00115,2025-09-19 16:48,13.650681904282544,encrypted_channel,Jakarta,0,0,0x54cd...,0x819a...,0
N00116,2025-09-19 16:50,13.55954676669781,encrypted_channel,Jakarta,0,0,0xddc0...,0xbe14...,0
N00117,2025-09-19 16:53,13.329242578331227,encrypted_channel,Jakarta,0,0,0x1a2b...,0xb322...,0
N00118,2025-09-19 16:54,12.786963365744429,encrypted_channel,Jakarta,0,0,0x1478...,0x2659...,0
N00119,2025-09-19 16:57,12.474831803624856,encrypted_channel,Jakarta,0,0,0x6a0a...,0xca91...,0
N00120,2025-09-19 16:59,12.70213989832062,encrypted_channel,International,1,0,0x9ba9...,0x8180...,0
N00121,2025-09-19 17:02,12.750818420798868,encrypted_channel,Jakarta,0,0,0xddc0...,0x8180...,0
N00122,2025-09-19 17:04,13.675467726143369,encrypted_channel,Jakarta,0,0,0x1a2b...,0x12ca...,0
N00123,2025-09-19 17:07,15.20354166007607,encrypted_channel,Bandung,0,0,0xc7fc...,0x558b...,1
N00124,2025-09-19 17:08,12.930464100329264,encrypted_channel,Jakarta,0,0,0x6a0a...,0xc564...,0
N00125,2025-09-19 17:09,16.04995427398985,encrypted_channel,Jakarta,0,0,0xc7fc...,0x2f4e...,1
N00126,2025-09-19 17:12,12.887096636287808,encrypted_channel,Jakarta,0,0,0x3f27...,0x0d89...,0
N00127,2025-09-19 17:13,13.510889833122157,encrypted_channel,Jakarta,0,0,0x1478...,0xd2d3...,0
N00128,2025-09-19 17:16,13.32637140685804,encrypted_channel,Jakarta,0,0,0x492a...,0xb79d...,0
N00129,2025-09-19 17:17,15.0531781625943,encrypted_channel,International,1,0,0xddc0...,0xa95b...,1
N00130,2025-09-19 17:20,13.67470131736373,encrypted_channel,Surabaya,0,0,0x2f2c...,0x45c9...,0
N00131,2025-09-19 17:22,13.385942288505216,encrypted_channel,Jakarta,0,0,0x26a5...,0xdcd6...,0
N00132,2025-09-19 17:24,13.7008816677571,encrypted_channel,Jakarta,0,0,0x63ec...,0x8180...,0
N00133,2025-09-19 17:26,11.526098320680475,encrypted_channel,Jakarta,0,0,0x315e...,0x7f60...,0
N00134,2025-09-19 17:28,12.69049371717316,encrypted_channel,Jakarta,0,0,0x80fd...,0xba46...,0
N00135,2025-09-19 17:30,12.810697307901538,encrypted_channel,Jakarta,0,0,0x5709...,0x766a...,0
N00136,2025-09-19 17:32,15.375009626749204,encrypted_channel,International,1,0,0xc7fc...,0x2f4e...,1
N00137,2025-09-19 17:35,13.55632134767343,encrypted_channel,International,1,0,0x5709...,0xa006...,0
N00138,2025-09-19 17:38,12.191973721150672,encrypted_channel,Bandung,0,0,0x63ec...,0xdcd6...,0
N00139,2025-09-19 17:40,12.305741494338887,encrypted_channel,Surabaya,0,0,0x9ba9...,0x872d...,0
N00140,2025-09-19 17:42,14.987901359758537,encrypted_channel,International,1,0,0xddc0...,0x9185...,1
N00141,2025-09-19 17:43,12.855051091644864,encrypted_channel,Surabaya,0,0,0xfdc8...,0x45c9...,0
N00142,2025-09-19 17:46,13.398419631156774,encrypted_channel,Jakarta,0,0,0x7280...,0x3355...,0
N00143,2025-09-19 17:47,11.521240796573942,encrypted_channel,Jakarta,0,0,0x1b38...,0x88ae...,0
N00144,2025-09-19 17:49,13.159071320809709,encrypted_channel,Jakarta,0,0,0xf1b2...,0x8180...,0
N00145,2025-09-19 17:52,11.682727309542615,encrypted_channel,International,1,0,0xdd89...,0x3239...,0
N00146,2025-09-19 17:55,13.665957791514066,encrypted_channel,Surabaya,0,0,0x3f27...,0x65e4...,0
N00147,2025-09-19 17:57,12.286804346562494,encrypted_channel,Jakarta,0,0,0x6a0a...,0x110e...,0
N00148,2025-09-19 17:59,12.3981258624059,encrypted_channel,International,1,0,0x2f2c...,0xbe12...,0
N00149,2025-09-19 18:00,12.108961344680718,encrypted_channel,Jakarta,0,0,0x9132...,0xbdc8...,0
N00150,2025-09-19 18:02,15.463370980456924,encrypted_channel,International,1,0,0xfdc8...,0x2f4e...,1
N00151,2025-09-19 18:03,13.105794874684776,encrypted_channel,Jakarta,0,0,0x315e...,0xd2d3...,0
N00152,2025-09-19 18:06,13.294698569362566,encrypted_channel,Bandung,0,0,0xdd89...,0x9311...,0
N00153,2025-09-19 18:09,13.61706449727732,encrypted_channel,Bandung,0,0,0x1b38...,0x65e4...,0
N00154,2025-09-19 18:10,13.595191763265868,encrypted_channel,Surabaya,0,0,0x1b38...,0x94a4...,0
N00155,2025-09-19 18:11,15.682155149667448,encrypted_channel,International,1,0,0xfdc8...,0x2f4e...,1
N00156,2025-09-19 18:13,12.999442917755088,encrypted_channel,Bandung,0,0,0x315e...,0xee14...,0
N00157,2025-09-19 18:15,13.587191134906,encrypted_channel,Jakarta,0,0,0x1b38...,0x7f60...,0
N00158,2025-09-19 18:17,12.356129241736852,encrypted_channel,Jakarta,0,0,0x54cd...,0x9cff...,0
N00159,2025-09-19 18:18,13.360635118422708,encrypted_channel,Jakarta,0,0,0xf1b2...,0xb322...,0
N00160,2025-09-19 18:21,12.997779266778744,encrypted_channel,Jakarta,0,0,0x1a2b...,0x16cb...,0
N00161,2025-09-19 18:22,15.545260749265262,encrypted_channel,International,1,0,0xddc0...,0xa95b...,1
N00162,2025-09-19 18:24,11.914308921125478,encrypted_channel,Jakarta,0,0,0x315e...,0x7733...,0
N00163,2025-09-19 18:27,12.71225751764657,encrypted_channel,Jakarta,0,0,0x95bf...,0x8180...,0
N00164,2025-09-19 18:30,15.910042415932214,encrypted_channel,International,1,0,0xfdc8...,0x558b...,1
N00165,2025-09-19 18:32,12.450378683426395,encrypted_channel,Surabaya,0,0,0x92aa...,0x3131...,0
N00166,2025-09-19 18:33,13.197172103972314,encrypted_channel,Bandung,0,0,0x1478...,0xb322...,0
N00167,2025-09-19 18:36,13.502769105671236,encrypted_channel,Jakarta,0,0,0x315e...,0xd2d3...,0
N00168,2025-09-19 18:37,13.13094247151226,encrypted_channel,Jakarta,0,0,0xf7c9...,0x4010...,0
N00169,2025-09-19 18:38,13.429967187705405,encrypted_channel,Jakarta,0,0,0x54cd...,0x872d...,0
N00170,2025-09-19 18:39,11.978261970115785,encrypted_channel,Surabaya,0,0,0x63ec...,0x55af...,0
N00171,2025-09-19 18:42,12.747023901150708,encrypted_channel,Jakarta,0,0,0x6a0a...,0xdcd6...,0
N00172,2025-09-19 18:44,13.348645996685375,encrypted_channel,Jakarta,0,0,0xd191...,0x683f...,0
N00173,2025-09-19 18:46,11.873867292798714,encrypted_channel,Jakarta,0,0,0x26a5...,0xe4db...,0
N00174,2025-09-19 18:49,13.24837733478366,encrypted_channel,Jakarta,0,0,0xc7fc...,0x2685...,0
N00175,2025-09-19 18:52,12.367311005448604,encrypted_channel,Jakarta,0,0,0xddc0...,0x4a40...,0
N00176,2025-09-19 18:55,16.037947937771897,encrypted_channel,International,1,0,0xfdc8...,0xa95b...,1
N00177,2025-09-19 18:56,13.311167212097098,encrypted_channel,Bandung,0,0,0x492a...,0x540d...,0
N00178,2025-09-19 18:58,13.69801897983002,encrypted_channel,Jakarta,0,0,0xa6f9...,0x0d89...,0
N00179,2025-09-19 19:00,12.05698661866865,encrypted_channel,Jakarta,0,0,0x2f2c...,0x9311...,0
N00180,2025-09-19 19:03,13.199939044434077,encrypted_channel,Jakarta,0,0,0x80fd...,0x94a5...,0
N00181,2025-09-19 19:05,13.179070689513187,encrypted_channel,Jakarta,0,0,0x6f05...,0xa80e...,0
N00182,2025-09-19 19:06,11.923935173333744,encrypted_channel,Jakarta,0,0,0xfdc8...,0x1b4f...,0
N00183,2025-09-19 19:09,13.288460696821254,encrypted_channel,Jakarta,0,0,0x92aa...,0xa80e...,0
N00184,2025-09-19 19:11,11.985600522771122,encrypted_channel,Jakarta,0,0,0xdd89...,0xb322...,0
N00185,2025-09-19 19:14,13.385039900806232,encrypted_channel,Jakarta,0,0,0xd191...,0xee14...,0
N00186,2025-09-19 19:16,12.491680067381903,encrypted_channel,Jakarta,0,0,0x7a12...,0x766a...,0
N00187,2025-09-19 19:18,12.207496631181192,encrypted_channel,Surabaya,0,0,0x3f27...,0xc564...,0
N00188,2025-09-19 19:19,15.25789622209716,encrypted_channel,International,1,0,0xc7fc...,0x558b...,1
N00189,2025-09-19 19:20,13.05572131203477,encrypted_channel,Jakarta,0,0,0xdd89...,0xc792...,0
N00190,2025-09-19 19:21,12.573628180565118,encrypted_channel,Jakarta,0,0,0xddc0...,0x94a4...,0
N00191,2025-09-19 19:22,13.06201446757585,encrypted_channel,Jakarta,0,0,0x1648...,0x6775...,0
N00192,2025-09-19 19:24,13.61285199912138,encrypted_channel,Jakarta,0,0,0xddc0...,0x4331...,0
N00193,2025-09-19 19:25,13.551840541373409,encrypted_channel,Bandung,0,0,0x26a5...,0x9cff...,0
N00194,2025-09-19 19:26,13.459375468278008,encrypted_channel,Jakarta,0,0,0x1648...,0xe4db...,0
N00195,2025-09-19 19:29,13.071015344676557,encrypted_channel,Bandung,0,0,0x1478...,0x4331...,0
N00196,2025-09-19 19:32,12.153689283550554,encrypted_channel,Jakarta,0,0,0xa6f9...,0x65e4...,0
N00197,2025-09-19 19:33,12.960872154928856,encrypted_channel,Jakarta,0,0,0x1648...,0x12ca...,0
N00198,2025-09-19 19:36,11.673810560487864,encrypted_channel,Bandung,0,0,0x95bf...,0xd2d3...,0
N00199,2025-09-19 19:37,12.199898625431707,encrypted_channel,Bandung,0,0,0xddc0...,0x19d7...,0
N00200,2025-09-19 19:38,12.740719282642052,encrypted_channel,Surabaya,0,0,0x7280...,0x6f6c...,0
N00201,2025-09-19 19:40,13.393263415970877,encrypted_channel,Jakarta,0,0,0x5709...,0xf495...,0
N00202,2025-09-19 19:41,13.50177331172375,encrypted_channel,International,1,0,0x1a2b...,0x94a4...,0
N00203,2025-09-19 19:42,13.297714027117449,encrypted_channel,Jakarta,0,0,0x7280...,0xc792...,0
N00204,2025-09-19 19:45,12.632179897722713,encrypted_channel,International,1,0,0x54cd...,0x4a26...,0
N00205,2025-09-19 19:48,15.84145638170136,encrypted_channel,International,1,0,0xddc0...,0x9185...,1
N00206,2025-09-19 19:49,13.707011789805945,encrypted_channel,International,1,0,0x5709...,0x3355...,0
N00207,2025-09-19 19:50,13.345550127785446,encrypted_channel,International,1,0,0x7a12...,0x19d7...,0
N00208,2025-09-19 19:53,13.472026797961892,encrypted_channel,Jakarta,0,0,0x1478...,0x6327...,0
N00209,2025-09-19 19:56,13.59265196604528,encrypted_channel,Jakarta,0,0,0x7bd7...,0xbb54...,0
N00210,2025-09-19 19:57,13.418723189129778,encrypted_channel,Bandung,0,0,0x7a12...,0xd2d3...,0
N00211,2025-09-19 20:00,13.594710508503251,encrypted_channel,Jakarta,0,0,0x80fd...,0xf11a...,0
N00212,2025-09-19 20:01,12.727538461150406,encrypted_channel,Jakarta,0,0,0x3f27...,0x16cb...,0
N00213,2025-09-19 20:03,12.754618819305652,encrypted_channel,International,1,0,0x7bd7...,0x7453...,0
N00214,2025-09-19 20:06,12.386646843247728,encrypted_channel,Surabaya,0,0,0x9ba9...,0xf11a...,0
N00215,2025-09-19 20:08,12.41280222157613,encrypted_channel,Surabaya,0,0,0x95bf...,0x4010...,0
N00216,2025-09-19 20:10,13.203469519431062,encrypted_channel,Surabaya,0,0,0xfdc8...,0xca91...,0
N00217,2025-09-19 20:13,13.642564513381556,encrypted_channel,Bandung,0,0,0x1648...,0x2f4e...,0
N00218,2025-09-19 20:15,12.532920141145237,encrypted_channel,Bandung,0,0,0x6a0a...,0x55af...,0
N00219,2025-09-19 20:18,13.415677559707738,encrypted_channel,Bandung,0,0,0x1b38...,0x2685...,0
N00220,2025-09-19 20:21,11.99669638861232,encrypted_channel,Jakarta,0,0,0x1648...,0x12ca...,0
N00221,2025-09-19 20:22,13.68401366576808,encrypted_channel,Jakarta,0,0,0x7280...,0x2f4e...,0
N00222,2025-09-19 20:25,13.162908213519742,encrypted_channel,Bandung,0,0,0x26a5...,0x9cff...,0
N00223,2025-09-19 20:28,13.11748148031272,encrypted_channel,Surabaya,0,0,0x63ec...,0x8180...,0
N00224,2025-09-19 20:31,12.868376524232051,encrypted_channel,Jakarta,0,0,0x92aa...,0x3131...,0
N00225,2025-09-19 20:33,13.676012830681234,encrypted_channel,Jakarta,0,0,0x54cd...,0x540d...,0
N00226,2025-09-19 20:35,12.984658717371897,encrypted_channel,International,1,0,0x1478...,0xd265...,0
N00227,2025-09-19 20:37,16.100973296519573,encrypted_channel,International,1,0,0xc7fc...,0x2f4e...,1
N00228,2025-09-19 20:40,13.21973506719964,encrypted_channel,Jakarta,0,0,0xdd89...,0xe774...,0
N00229,2025-09-19 20:42,13.257404629616982,encrypted_channel,Bandung,0,0,0x6f05...,0xe774...,0
N00230,2025-09-19 20:43,15.571929682329277,encrypted_channel,Jakarta,0,0,0xc7fc...,0x9185...,1
N00231,2025-09-19 20:46,13.11712769510891,encrypted_channel,Bandung,0,0,0x9ba9...,0x2659...,0
N00232,2025-09-19 20:47,12.688480276084478,encrypted_channel,Bandung,0,0,0xddc0...,0x769b...,0
N00233,2025-09-19 20:49,11.533864700983884,encrypted_channel,Jakarta,0,0,0x26a5...,0xa95b...,0
N00234,2025-09-19 20:50,13.698096579198015,encrypted_channel,Jakarta,0,0,0xddc0...,0xc564...,0
N00235,2025-09-19 20:52,12.446344663522847,encrypted_channel,Jakarta,0,0,0x26a5...,0x2659...,0
N00236,2025-09-19 20:54,12.850005947166268,encrypted_channel,Bandung,0,0,0x9132...,0x88ae...,0
N00237,2025-09-19 20:55,12.313931038892324,encrypted_channel,Jakarta,0,0,0xddc0...,0x69de...,0
N00238,2025-09-19 20:58,12.571840126779792,encrypted_channel,Surabaya,0,0,0x63ec...,0x6327...,0
N00239,2025-09-19 21:00,15.582554431004503,encrypted_channel,International,1,0,0xfdc8...,0x2f4e...,1
N00240,2025-09-19 21:02,15.737106790571922,encrypted_channel,International,1,0,0xc7fc...,0xa95b...,1
N00241,2025-09-19 21:03,13.6629652554956,encrypted_channel,Jakarta,0,0,0x9ba9...,0xdbea...,0
N00242,2025-09-19 21:06,12.53886669734432,encrypted_channel,Surabaya,0,0,0x7bd7...,0x4a40...,0
N00243,2025-09-19 21:09,13.67888180203012,encrypted_channel,Surabaya,0,0,0x2f2c...,0xf976...,0
N00244,2025-09-19 21:11,13.316572331620424,encrypted_channel,International,1,0,0xa6f9...,0x3131...,0
N00245,2025-09-19 21:13,13.60897827245526,encrypted_channel,Surabaya,0,0,0xddc0...,0xf495...,0
N00246,2025-09-19 21:15,13.298611528349898,encrypted_channel,Jakarta,0,0,0x1478...,0xca91...,0
N00247,2025-09-19 21:18,13.7002175446276,encrypted_channel,Jakarta,0,0,0xddc0...,0xa95b...,0
N00248,2025-09-19 21:19,13.201701221335158,encrypted_channel,Jakarta,0,0,0x2f2c...,0xcb01...,0
