transaction_id,timestamp,amount,merchant_category,location,is_international,transaction_frequency_24h,loan_tenor_months,is_fraud
L00022,2025-09-19 16:21,15.028642786399674,microfinance_loan,Bantul,0,0,12,0
L00023,2025-09-19 16:33,15.16892164189445,microfinance_loan,Bantul,0,0,12,0
L00024,2025-09-19 16:49,15.622216109299035,microfinance_loan,Sleman,0,0,6,0
L00025,2025-09-19 17:06,15.434703138546489,microfinance_loan,Bantul,0,0,6,0
L00026,2025-09-19 17:12,14.865616192270249,microfinance_loan,Bantul,0,0,6,0
L00027,2025-09-19 17:23,15.468584039104034,microfinance_loan,Magelang,0,0,24,0
L00028,2025-09-19 17:33,15.14381239276322,microfinance_loan,Bantul,0,0,12,0
L00029,2025-09-19 17:50,14.48561733528397,microfinance_loan,Magelang,0,0,36,0
L00030,2025-09-19 18:05,13.36963274656477,microfinance_loan,Sleman,0,0,6,0
L00031,2025-09-19 18:09,13.173026073006252,microfinance_loan,Bantul,0,0,6,0
L00032,2025-09-19 18:22,14.486990183330528,microfinance_loan,Gunungkidul,0,0,12,0
L00033,2025-09-19 18:37,15.577504393562648,microfinance_loan,Bantul,0,0,6,0
L00034,2025-09-19 18:43,15.07219696256566,microfinance_loan,Bantul,0,0,12,0
L00035,2025-09-19 18:51,15.049936715757784,microfinance_loan,Sleman,0,0,6,0
L00036,2025-09-19 19:08,14.944746777216164,microfinance_loan,Sleman,0,0,6,0
L00037,2025-09-19 19:16,14.587377879684412,microfinance_loan,Bantul,0,0,12,0
L00038,2025-09-19 19:20,15.453585877411893,microfinance_loan,Bantul,0,0,12,0
L00039,2025-09-19 19:37,13.27590129810448,microfinance_loan,Gunungkidul,0,0,6,0
L00040,2025-09-19 19:52,15.31451287606491,microfinance_loan,Gunungkidul,0,0,12,0
L00041,2025-09-19 19:55,15.701058291895402,microfinance_loan,Bantul,0,0,12,0
L00042,2025-09-19 20:04,15.643575758732371,microfinance_loan,Bantul,0,0,6,0
L00043,2025-09-19 20:18,14.880398520630616,microfinance_loan,Bantul,0,0,36,0
L00044,2025-09-19 20:22,15.616561725353012,microfinance_loan,Bantul,0,0,24,0
L00045,2025-09-19 20:31,14.53070245829466,microfinance_loan,Bantul,0,0,6,0
L00046,2025-09-19 20:37,14.54205818133249,microfinance_loan,Bantul,0,0,12,0
L00047,2025-09-19 20:41,14.82077580527686,microfinance_loan,Sleman,0,0,6,0
L00048,2025-09-19 20:45,13.328811532974518,microfinance_loan,Magelang,0,0,6,0
L00049,2025-09-19 20:56,14.61591759928361,microfinance_loan,Sleman,0,0,36,0
L00050,2025-09-19 21:02,15.61623984449586,microfinance_loan,Sleman,0,0,6,0
L00051,2025-09-19 21:15,15.51212585027543,microfinance_loan,Kulon Progo,0,0,24,0
L00052,2025-09-19 21:31,14.786018983997618,microfinance_loan,Bantul,0,0,24,0
L00053,2025-09-19 21:41,14.744085923787932,microfinance_loan,Gunungkidul,0,0,24,0
L00054,2025-09-19 21:48,14.829368556867506,microfinance_loan,Sleman,0,0,12,0
L00055,2025-09-19 21:54,14.057109162337554,microfinance_loan,Bantul,0,0,12,0
L00056,2025-09-19 22:06,14.240495246778764,microfinance_loan,Gunungkidul,0,0,24,0
L00057,2025-09-19 22:19,15.754649980149557,microfinance_loan,Bantul,0,0,24,0
L00058,2025-09-19 22:24,15.425857656962982,microfinance_loan,Kulon Progo,0,0,12,0
L00059,2025-09-19 22:32,15.405573991433616,microfinance_loan,Bantul,0,0,6,0
L00060,2025-09-19 22:38,14.657382869500656,microfinance_loan,Bantul,0,0,6,0
L00061,2025-09-19 22:52,15.617836999566196,microfinance_loan,Gunungkidul,0,0,6,0
L00062,2025-09-19 23:00,14.315577109934283,microfinance_loan,Bantul,0,0,6,0
L00063,2025-09-19 23:12,15.73190965078104,microfinance_loan,Sleman,0,0,12,0
L00064,2025-09-19 23:29,15.143126527133129,microfinance_loan,Sleman,0,0,24,0
L00065,2025-09-19 23:35,14.79016604242578,microfinance_loan,Sleman,0,0,24,0
L00066,2025-09-19 23:41,15.49777207524827,microfinance_loan,Bantul,0,0,12,0
L00067,2025-09-19 23:49,14.9823536055631,microfinance_loan,Magelang,0,0,24,0
L00068,2025-09-20 00:01,14.627502876616738,microfinance_loan,Gunungkidul,0,0,12,0
L00069,2025-09-20 00:09,15.413597895661152,microfinance_loan,Bantul,0,0,12,0
L00070,2025-09-20 00:17,15.462871033627222,microfinance_loan,Sleman,0,0,24,0
L00071,2025-09-20 00:32,15.301926686431166,microfinance_loan,Gunungkidul,0,0,12,0
L00072,2025-09-20 00:37,15.069084340518208,microfinance_loan,Bantul,0,0,36,0
L00073,2025-09-20 00:48,14.785232856491527,microfinance_loan,Gunungkidul,0,0,6,0
L00074,2025-09-20 00:59,14.954792189501967,microfinance_loan,Sleman,0,0,12,0
L00075,2025-09-20 01:08,15.637385308874672,microfinance_loan,Bantul,0,0,12,0
L00076,2025-09-20 01:16,14.858217529691409,microfinance_loan,Bantul,0,0,12,0
L00077,2025-09-20 01:28,15.73048111907493,microfinance_loan,Sleman,0,0,12,0
L00078,2025-09-20 01:44,14.18450322628724,microfinance_loan,Bantul,0,0,6,0
L00079,2025-09-20 01:48,14.25871387059624,microfinance_loan,Sleman,0,0,24,0
L00080,2025-09-20 02:04,14.794633355809223,microfinance_loan,Sleman,0,0,12,0
L00081,2025-09-20 02:07,13.160342936028504,microfinance_loan,Sleman,0,0,12,0
L00082,2025-09-20 02:18,15.642498004332229,microfinance_loan,Bantul,0,0,24,0
L00083,2025-09-20 02:26,14.81340523967738,microfinance_loan,Sleman,0,0,12,0
L00084,2025-09-20 02:33,13.967446787705804,microfinance_loan,Sleman,0,0,24,0
L00085,2025-09-20 02:48,15.32414842884132,microfinance_loan,Bantul,0,0,6,0
L00086,2025-09-20 02:58,15.72192982022984,microfinance_loan,Bantul,0,0,12,0
L00087,2025-09-20 03:04,15.755593907001058,microfinance_loan,Bantul,0,0,6,0
L00088,2025-09-20 03:20,13.996771552560908,microfinance_loan,Gunungkidul,0,0,24,0
L00089,2025-09-20 03:28,15.547841803988907,microfinance_loan,Sleman,0,0,24,0
L00090,2025-09-20 03:41,14.863953832285814,microfinance_loan,Sleman,0,0,24,0
L00091,2025-09-20 03:46,15.596460312174347,microfinance_loan,Bantul,0,0,12,0
L00092,2025-09-20 03:50,15.306388107701594,microfinance_loan,Sleman,0,0,6,0
L00093,2025-09-20 04:01,15.474933539432175,microfinance_loan,Bantul,0,0,12,0
L00094,2025-09-20 04:04,15.598224237118774,microfinance_loan,Gunungkidul,0,0,12,0
L00095,2025-09-20 04:21,15.659209512753383,microfinance_loan,Sleman,0,0,6,0
L00096,2025-09-20 04:26,14.175482361284772,microfinance_loan,Sleman,0,0,12,0
L00097,2025-09-20 04:36,15.465109702663325,microfinance_loan,Gunungkidul,0,0,24,0
L00098,2025-09-20 04:47,14.164168955083673,microfinance_loan,Bantul,0,0,12,0
L00099,2025-09-20 05:02,15.707944882268484,microfinance_loan,Magelang,0,0,24,0
L00100,2025-09-20 05:07,15.338182445125732,microfinance_loan,Sleman,0,0,12,0
L00101,2025-09-20 05:23,14.376417511985895,microfinance_loan,Gunungkidul,0,0,6,0
L00102,2025-09-20 05:29,14.6921677554862,microfinance_loan,Gunungkidul,0,0,12,0
L00103,2025-09-20 05:46,15.659542059126656,microfinance_loan,Magelang,0,0,12,0
L00104,2025-09-20 05:56,15.360786198470192,microfinance_loan,Sleman,0,0,24,0
L00105,2025-09-20 06:03,14.503761270365876,microfinance_loan,Bantul,0,0,12,0
L00106,2025-09-20 06:14,15.579177604290887,microfinance_loan,Bantul,0,0,6,0
L00107,2025-09-20 06:28,15.458198703345388,microfinance_loan,Bantul,0,0,6,0
L00108,2025-09-20 06:43,13.815169499810551,microfinance_loan,Sleman,0,0,24,0
L00109,2025-09-20 06:50,14.666213044599916,microfinance_loan,Bantul,0,0,12,0
L00110,2025-09-20 06:59,15.605470408850186,microfinance_loan,Sleman,0,0,12,0
L00111,2025-09-20 07:09,14.838107518169023,microfinance_loan,Sleman,0,0,6,0
L00112,2025-09-20 07:23,13.520206176046788,microfinance_loan,Gunungkidul,0,0,24,0
L00113,2025-09-20 07:36,15.302842529436369,microfinance_loan,Bantul,0,0,12,0
L00114,2025-09-20 07:40,15.662763231265684,microfinance_loan,Gunungkidul,0,0,6,0
L00115,2025-09-20 07:43,15.23059109282808,microfinance_loan,Sleman,0,0,12,0
L00116,2025-09-20 07:54,15.738520194800516,microfinance_loan,Gunungkidul,0,0,24,0
L00117,2025-09-20 08:09,14.032057197425448,microfinance_loan,Sleman,0,0,36,0
L00118,2025-09-20 08:18,15.392106839566706,microfinance_loan,Sleman,0,0,36,0
L00119,2025-09-20 08:25,15.368012761169677,microfinance_loan,Gunungkidul,0,0,12,0
L00120,2025-09-20 08:41,15.746692781614977,microfinance_loan,Sleman,0,0,12,0
L00121,2025-09-20 08:47,15.173268346687616,microfinance_loan,Sleman,0,0,12,0
L00122,2025-09-20 09:00,15.580745850812567,microfinance_loan,Kulon Progo,0,0,12,0
L00123,2025-09-20 09:05,14.18373544378512,microfinance_loan,Sleman,0,0,6,0
L00124,2025-09-20 09:18,13.577730412397049,microfinance_loan,Kulon Progo,0,0,24,0
L00125,2025-09-20 09:27,15.455884188333943,microfinance_loan,Sleman,0,0,36,0
L00126,2025-09-20 09:43,13.170719161530124,microfinance_loan,Sleman,0,0,6,0
L00127,2025-09-20 09:54,15.637866478591992,microfinance_loan,Bantul,0,0,12,0
L00128,2025-09-20 10:00,13.361681020048945,microfinance_loan,Sleman,0,0,6,0
L00129,2025-09-20 10:10,15.420016528341655,microfinance_loan,Gunungkidul,0,0,12,0
L00130,2025-09-20 10:24,15.050224765953832,microfinance_loan,Kulon Progo,0,0,12,0
L00131,2025-09-20 10:33,15.362105577536967,microfinance_loan,Sleman,0,0,12,0
L00132,2025-09-20 10:48,15.331074398896703,microfinance_loan,Bantul,0,0,12,0
L00133,2025-09-20 11:03,15.035702517790329,microfinance_loan,Sleman,0,0,24,0
L00134,2025-09-20 11:20,15.104623915379603,microfinance_loan,Bantul,0,0,6,0
L00135,2025-09-20 11:30,15.143089146130972,microfinance_loan,Bantul,0,0,24,0
L00136,2025-09-20 11:39,15.405020827288045,microfinance_loan,Bantul,0,0,24,0
L00137,2025-09-20 11:47,15.44802827091114,microfinance_loan,Sleman,0,0,12,0
L00138,2025-09-20 11:59,15.045857876763488,microfinance_loan,Bantul,0,0,12,0
L00139,2025-09-20 12:10,14.842006530839402,microfinance_loan,Bantul,0,0,36,0
L00140,2025-09-20 12:15,13.562764390948724,microfinance_loan,Sleman,0,0,12,0
L00141,2025-09-20 12:31,15.531993167026908,microfinance_loan,Bantul,0,0,6,0
L00142,2025-09-20 12:42,14.49358673939904,microfinance_loan,Sleman,0,0,6,0
L00143,2025-09-20 12:51,15.01616155117966,microfinance_loan,Sleman,0,0,24,0
L00144,2025-09-20 13:00,15.754548288815464,microfinance_loan,Sleman,0,0,6,0
L00145,2025-09-20 13:07,15.53851230662666,microfinance_loan,Sleman,0,0,12,0
L00146,2025-09-20 13:12,14.826425780065923,microfinance_loan,Sleman,0,0,24,0
L00147,2025-09-20 13:16,15.092831495839684,microfinance_loan,Sleman,0,0,12,0
L00148,2025-09-20 13:32,14.775235421755305,microfinance_loan,Gunungkidul,0,0,24,0
L00149,2025-09-20 13:46,15.335064899879828,microfinance_loan,Sleman,0,0,12,0
L00150,2025-09-20 14:02,14.216397870604023,microfinance_loan,Sleman,0,0,24,0
L00151,2025-09-20 14:15,15.716450836227892,microfinance_loan,Bantul,0,0,6,0
L00152,2025-09-20 14:32,15.749411021436032,microfinance_loan,Gunungkidul,0,0,12,0
L00153,2025-09-20 14:48,14.707767580123871,microfinance_loan,Sleman,0,0,6,0
L00154,2025-09-20 14:53,14.50765023115908,microfinance_loan,Gunungkidul,0,0,12,0
L00155,2025-09-20 15:03,15.203077359188775,microfinance_loan,Sleman,0,0,6,0
L00156,2025-09-20 15:06,15.364003059634667,microfinance_loan,Bantul,0,0,12,0
L00157,2025-09-20 15:09,15.359546002833207,microfinance_loan,Gunungkidul,0,0,6,0
L00158,2025-09-20 15:23,13.558433988962092,microfinance_loan,Bantul,0,0,12,0
L00159,2025-09-20 15:33,15.44899404443615,microfinance_loan,Magelang,0,0,6,0
L00160,2025-09-20 15:40,13.74516427102367,microfinance_loan,Gunungkidul,0,0,12,0
L00161,2025-09-20 15:49,14.81717462597136,microfinance_loan,Sleman,0,0,24,0
L00162,2025-09-20 16:01,15.456231416517236,microfinance_loan,Sleman,0,0,12,0
L00163,2025-09-20 16:16,15.65065529372215,microfinance_loan,Gunungkidul,0,0,24,0
L00164,2025-09-20 16:27,15.347763708238563,microfinance_loan,Gunungkidul,0,0,12,0
L00165,2025-09-20 16:37,14.246146863309898,microfinance_loan,Bantul,0,0,6,0
L00166,2025-09-20 16:48,15.40903369958422,microfinance_loan,Sleman,0,0,12,0
L00167,2025-09-20 16:53,13.515464363808723,microfinance_loan,Bantul,0,0,12,0
L00168,2025-09-20 17:03,14.509311524759417,microfinance_loan,Sleman,0,0,24,0
L00169,2025-09-20 17:10,14.081185489965378,microfinance_loan,Bantul,0,0,6,0
L00170,2025-09-20 17:13,15.74728976242301,microfinance_loan,Magelang,0,0,36,0
L00171,2025-09-20 17:26,14.87827180973773,microfinance_loan,Sleman,0,0,24,0
L00172,2025-09-20 17:33,15.233652120359668,microfinance_loan,Bantul,0,0,12,0
L00173,2025-09-20 17:45,15.545189992609696,microfinance_loan,Sleman,0,0,36,0
L00174,2025-09-20 18:01,15.732736653502368,microfinance_loan,Gunungkidul,0,0,6,0
L00175,2025-09-20 18:04,15.757227499227684,microfinance_loan,Bantul,0,0,24,0
L00176,2025-09-20 18:13,14.264743078587152,microfinance_loan,Sleman,0,0,12,0
L00177,2025-09-20 18:20,14.93409768132224,microfinance_loan,Bantul,0,0,12,0
L00178,2025-09-20 18:27,14.95754848871872,microfinance_loan,Gunungkidul,0,0,6,0
L00179,2025-09-20 18:44,15.55166887078561,microfinance_loan,Gunungkidul,0,0,24,0
L00180,2025-09-20 18:47,14.802056937021774,microfinance_loan,Sleman,0,0,12,0
L00181,2025-09-20 18:58,14.510304881239543,microfinance_loan,Bantul,0,0,12,0
L00182,2025-09-20 19:06,15.503387677767565,microfinance_loan,Sleman,0,0,36,0
L00183,2025-09-20 19:10,15.12877336738202,microfinance_loan,Bantul,0,0,6,0
L00184,2025-09-20 19:16,15.494328067097491,microfinance_loan,Bantul,0,0,36,0
L00185,2025-09-20 19:21,14.903874174613248,microfinance_loan,Sleman,0,0,12,0
L00186,2025-09-20 19:31,15.113666088575792,microfinance_loan,Sleman,0,0,24,0
L00187,2025-09-20 19:37,13.234521735288132,microfinance_loan,Sleman,0,0,12,0
L00188,2025-09-20 19:50,13.312922578118018,microfinance_loan,Bantul,0,0,24,0
L00189,2025-09-20 19:55,13.126887129789775,microfinance_loan,Gunungkidul,0,0,24,0
L00190,2025-09-20 19:58,14.309498012084338,microfinance_loan,Kulon Progo,0,0,12,0
L00191,2025-09-20 20:11,14.830592675933945,microfinance_loan,Kulon Progo,0,0,24,0
L00192,2025-09-20 20:24,13.62522981068083,microfinance_loan,Gunungkidul,0,0,36,0
L00193,2025-09-20 20:30,14.250457442693865,microfinance_loan,Bantul,0,0,24,0
L00194,2025-09-20 20:33,15.6082020926843,microfinance_loan,Gunungkidul,0,0,36,0
L00195,2025-09-20 20:42,15.616349516927212,microfinance_loan,Sleman,0,0,24,0
L00196,2025-09-20 20:55,14.684087266421772,microfinance_loan,Bantul,0,0,12,0
L00197,2025-09-20 20:58,15.710440596667503,microfinance_loan,Kulon Progo,0,0,24,0
L00198,2025-09-20 21:03,14.051766169267468,microfinance_loan,Bantul,0,0,24,0
L00199,2025-09-20 21:14,13.464677090759022,microfinance_loan,Bantul,0,0,6,0
L00200,2025-09-20 21:22,14.845887188387112,microfinance_loan,Bantul,0,0,6,0
L00201,2025-09-20 21:38,14.613360037605036,microfinance_loan,Gunungkidul,0,0,12,0
L00202,2025-09-20 21:42,13.81788872787518,microfinance_loan,Sleman,0,0,24,0
L00203,2025-09-20 21:56,15.608676038295306,microfinance_loan,Sleman,0,0,24,0
L00204,2025-09-20 22:07,15.741592856548165,microfinance_loan,Kulon Progo,0,0,24,0
L00205,2025-09-20 22:14,14.629788054670271,microfinance_loan,Magelang,0,0,6,0
L00206,2025-09-20 22:28,14.750643456039484,microfinance_loan,Bantul,0,0,6,0
L00207,2025-09-20 22:34,15.45828691689342,microfinance_loan,Sleman,0,0,12,0
L00208,2025-09-20 22:45,15.697253012355477,microfinance_loan,Gunungkidul,0,0,24,0
L00209,2025-09-20 22:54,14.67609236615634,microfinance_loan,Gunungkidul,0,0,24,0
L00210,2025-09-20 23:10,15.412417687039552,microfinance_loan,Sleman,0,0,24,0
L00211,2025-09-20 23:14,13.3853059361659,microfinance_loan,Gunungkidul,0,0,6,0
L00212,2025-09-20 23:17,15.245749074583456,microfinance_loan,Magelang,0,0,24,0
L00213,2025-09-20 23:29,15.749424178416668,microfinance_loan,Bantul,0,0,12,0
L00214,2025-09-20 23:37,15.093866360906402,microfinance_loan,Sleman,0,0,36,0
L00215,2025-09-20 23:54,15.35666813071462,microfinance_loan,Gunungkidul,0,0,24,0
L00216,2025-09-21 00:02,15.418522065219316,microfinance_loan,Bantul,0,0,12,0
L00217,2025-09-21 00:12,15.343707178042449,microfinance_loan,Gunungkidul,0,0,24,0
L00218,2025-09-21 00:19,15.41707556021187,microfinance_loan,Bantul,0,0,12,0
L00219,2025-09-21 00:30,15.650270447219834,microfinance_loan,Bantul,0,0,24,0
L00220,2025-09-21 00:39,13.25055780372608,microfinance_loan,Magelang,0,0,24,0
L00221,2025-09-21 00:42,15.648079701636693,microfinance_loan,Bantul,0,0,24,0
L00222,2025-09-21 00:53,15.671901512758572,microfinance_loan,Bantul,0,0,6,0
L00223,2025-09-21 01:02,15.668067339979173,microfinance_loan,Bantul,0,0,24,0
L00224,2025-09-21 01:07,14.877376908695222,microfinance_loan,Gunungkidul,0,0,6,0
L00225,2025-09-21 01:16,15.271679102101997,microfinance_loan,Bantul,0,0,24,0
L00226,2025-09-21 01:22,14.843799089910435,microfinance_loan,Sleman,0,0,36,0
L00227,2025-09-21 01:26,15.600922759172049,microfinance_loan,Sleman,0,0,6,0
L00228,2025-09-21 01:31,14.960637089523342,microfinance_loan,Bantul,0,0,12,0
L00229,2025-09-21 01:45,14.74552469171818,microfinance_loan,Sleman,0,0,24,0
L00230,2025-09-21 01:52,15.415774316242125,microfinance_loan,Gunungkidul,0,0,24,0
L00231,2025-09-21 02:02,13.618132214536091,microfinance_loan,Gunungkidul,0,0,6,0
L00232,2025-09-21 02:14,14.895319160228572,microfinance_loan,Gunungkidul,0,0,36,0
L00233,2025-09-21 02:26,14.42574721425953,microfinance_loan,Bantul,0,0,36,0
L00234,2025-09-21 02:36,14.890479533334908,microfinance_loan,Sleman,0,0,24,0
L00235,2025-09-21 02:43,15.044222607939584,microfinance_loan,Gunungkidul,0,0,12,0
L00236,2025-09-21 02:50,13.723967473737194,microfinance_loan,Sleman,0,0,12,0
L00237,2025-09-21 02:59,15.627124450532692,microfinance_loan,Bantul,0,0,6,0
L00238,2025-09-21 03:16,14.981211550787323,microfinance_loan,Sleman,0,0,24,0
L00239,2025-09-21 03:24,14.856586949789984,microfinance_loan,Magelang,0,0,6,0
L00240,2025-09-21 03:36,14.201868277042118,microfinance_loan,Gunungkidul,0,0,12,0
L00241,2025-09-21 03:43,15.757505624504471,microfinance_loan,Magelang,0,0,6,0
L00242,2025-09-21 03:50,15.617439970892526,microfinance_loan,Magelang,0,0,24,0
L00243,2025-09-21 04:02,15.105357067376504,microfinance_loan,Sleman,0,0,12,0
L00244,2025-09-21 04:05,14.799206822168903,microfinance_loan,Gunungkidul,0,0,24,0
L00245,2025-09-21 04:12,15.07926207348394,microfinance_loan,Bantul,0,0,6,0
L00246,2025-09-21 04:18,15.724406779978848,microfinance_loan,Bantul,0,0,12,0
L00247,2025-09-21 04:22,14.47770923609653,microfinance_loan,Bantul,0,0,12,0
L00248,2025-09-21 04:32,15.414783582529497,microfinance_loan,Sleman,0,0,12,0
L00249,2025-09-21 04:37,15.667603469365185,microfinance_loan,Bantul,0,0,6,0
L00250,2025-09-21 04:43,15.50468066833029,microfinance_loan,Bantul,0,0,12,0
L00251,2025-09-21 04:55,15.63294069791324,microfinance_loan,Sleman,0,0,12,0
L00252,2025-09-21 05:02,15.711687548370586,microfinance_loan,Bantul,0,0,36,0
L00253,2025-09-21 05:15,13.69894190964102,microfinance_loan,Sleman,0,0,12,0
L00254,2025-09-21 05:32,14.534849714312475,microfinance_loan,Gunungkidul,0,0,6,0
L00255,2025-09-21 05:41,14.179250486025124,microfinance_loan,Sleman,0,0,6,0
L00256,2025-09-21 05:58,15.247588663738089,microfinance_loan,Bantul,0,0,12,0
L00257,2025-09-21 06:05,14.962381440972177,microfinance_loan,Sleman,0,0,6,0
L00258,2025-09-21 06:15,13.547262417397892,microfinance_loan,Gunungkidul,0,0,24,0
L00259,2025-09-21 06:25,15.232393288227149,microfinance_loan,Gunungkidul,0,0,24,0
L00260,2025-09-21 06:40,13.959552025745989,microfinance_loan,Sleman,0,0,6,0
L00261,2025-09-21 06:47,14.962130800192943,microfinance_loan,Sleman,0,0,24,0
L00262,2025-09-21 06:54,14.87427780529348,microfinance_loan,Bantul,0,0,6,0
L00263,2025-09-21 07:04,15.657388673617678,microfinance_loan,Magelang,0,0,24,0
L00264,2025-09-21 07:18,15.41211912515765,microfinance_loan,Bantul,0,0,6,0
L00265,2025-09-21 07:34,15.332237828864764,microfinance_loan,Gunungkidul,0,0,12,0
L00266,2025-09-21 07:50,15.59148086515887,microfinance_loan,Gunungkidul,0,0,24,0
L00267,2025-09-21 07:53,14.33039015327208,microfinance_loan,Gunungkidul,0,0,12,0
L00268,2025-09-21 08:08,14.588682599884663,microfinance_loan,Sleman,0,0,6,0
L00269,2025-09-21 08:15,15.500080988953714,microfinance_loan,Sleman,0,0,24,0
L00270,2025-09-21 08:27,15.496152601913485,microfinance_loan,Bantul,0,0,24,0
L00271,2025-09-21 08:41,13.367424964019468,microfinance_loan,Bantul,0,0,24,0
L00272,2025-09-21 08:56,14.487379452979766,microfinance_loan,Bantul,0,0,12,0
L00273,2025-09-21 09:02,14.496660559305449,microfinance_loan,Sleman,0,0,6,0
L00274,2025-09-21 09:05,13.1981422385595,microfinance_loan,Sleman,0,0,12,0
L00275,2025-09-21 09:21,15.383818303397858,microfinance_loan,Gunungkidul,0,0,24,0
L00276,2025-09-21 09:29,13.65731755226889,microfinance_loan,Sleman,0,0,6,0
L00277,2025-09-21 09:43,15.6020774021531,microfinance_loan,Sleman,0,0,6,0
L00278,2025-09-21 09:57,15.275550611336731,microfinance_loan,Sleman,0,0,24,0
L00279,2025-09-21 10:09,15.511354764362189,microfinance_loan,Bantul,0,0,24,0
L00280,2025-09-21 10:18,15.132310135946346,microfinance_loan,Bantul,0,0,12,0
L00281,2025-09-21 10:22,15.733414453236444,microfinance_loan,Bantul,0,0,24,0
L00282,2025-09-21 10:27,14.629885500957512,microfinance_loan,Bantul,0,0,6,0
L00283,2025-09-21 10:39,15.23301866183553,microfinance_loan,Bantul,0,0,12,0
L00284,2025-09-21 10:53,13.204057643580922,microfinance_loan,Sleman,0,0,24,0
L00285,2025-09-21 11:03,15.59280389544102,microfinance_loan,Bantul,0,0,6,0
L00286,2025-09-21 11:15,15.248704726225496,microfinance_loan,Gunungkidul,0,0,12,0
L00287,2025-09-21 11:24,14.31225956947507,microfinance_loan,Sleman,0,0,12,0
L00288,2025-09-21 11:34,15.57585572457418,microfinance_loan,Sleman,0,0,12,0
L00289,2025-09-21 11:50,15.751363589036306,microfinance_loan,Sleman,0,0,24,0
L00290,2025-09-21 11:58,13.75951358703537,microfinance_loan,Sleman,0,0,36,0
L00291,2025-09-21 12:14,15.606831764502598,microfinance_loan,Sleman,0,0,12,0
L00292,2025-09-21 12:18,15.48077742311861,microfinance_loan,Kulon Progo,0,0,24,0
L00293,2025-09-21 12:21,14.84645374143723,microfinance_loan,Sleman,0,0,36,0
L00294,2025-09-21 12:36,15.346884653428432,microfinance_loan,Gunungkidul,0,0,24,0
L00295,2025-09-21 12:46,15.539192450980542,microfinance_loan,Sleman,0,0,24,0
L00296,2025-09-21 12:52,15.10082562517596,microfinance_loan,Sleman,0,0,6,0
L00297,2025-09-21 12:55,15.390784056591263,microfinance_loan,Bantul,0,0,24,0
L00298,2025-09-21 13:07,13.609984650568473,microfinance_loan,Sleman,0,0,12,0
L00299,2025-09-21 13:16,15.689541633639823,microfinance_loan,Magelang,0,0,6,0
L00300,2025-09-21 13:23,15.687807227968612,microfinance_loan,Bantul,0,0,12,0
L00301,2025-09-21 13:40,14.439671474158295,microfinance_loan,Gunungkidul,0,0,6,0
L00302,2025-09-21 13:46,15.097379244104374,microfinance_loan,Sleman,0,0,6,0
L00303,2025-09-21 14:02,14.534178788353486,microfinance_loan,Sleman,0,0,12,0
L00304,2025-09-21 14:11,14.946088458919428,microfinance_loan,Gunungkidul,0,0,6,0
L00305,2025-09-21 14:16,14.643741363312824,microfinance_loan,Sleman,0,0,24,0
L00306,2025-09-21 14:29,15.623732277715314,microfinance_loan,Sleman,0,0,36,0
L00307,2025-09-21 14:44,15.428123026159907,microfinance_loan,Gunungkidul,0,0,24,0
L00308,2025-09-21 14:50,15.606646332735371,microfinance_loan,Sleman,0,0,12,0
L00309,2025-09-21 15:01,15.54784215773204,microfinance_loan,Bantul,0,0,12,0
L00310,2025-09-21 15:05,15.469385745907749,microfinance_loan,Magelang,0,0,6,0
